"SEQPLT","YEAR","PSTATABB","PNAME","ORISPL","OPRNAME","OPRCODE","UTLSRVNM","UTLSRVID","SECTOR","BANAME","BACODE","NERC","SUBRGN","SRNAME","ISORTO","FIPSST","FIPSCNTY","CNTYNAME","CAMDFLAG","NUMUNT","NUMGEN","PLPRMFL","PLFUELCT","COALFLAG","CAPFAC","NAMEPCAP","NBFACTOR","RMBMFLAG","CHPFLAG","USETHRMO","PWRTOHT","ELCALLOC","PSFLAG","PLHTIAN","PLHTIOZ","PLHTIANT","PLHTIOZT","PLNGENAN","PLNGENOZ","PLNOXAN","PLNOXOZ","PLSO2AN","PLCO2AN","PLCH4AN","PLN2OAN","PLCO2EQA","PLHGAN","PLNOXRTA","PLNOXRTO","PLSO2RTA","PLCO2RTA","PLCH4RTA","PLN2ORTA","PLC2ERTA","PLHGRTA","PLNOXRA","PLNOXRO","PLSO2RA","PLCO2RA","PLCH4RA","PLN2ORA","PLC2ERA","PLHGRA","PLNOXCRT","PLNOXCRO","PLSO2CRT","PLCO2CRT","PLCH4CRT","PLN2OCRT","PLC2ECRT","PLHGCRT","UNNOX","UNNOXOZ","UNSO2","UNCO2","UNCH4","UNN2O","UNHG","UNHTI","UNHTIOZ","UNHTIT","UNHTIOZT","UNNOXSRC","UNNOZSRC","UNSO2SRC","UNCO2SRC","UNCH4SRC","UNN2OSRC","UNHGSRC","UNHTISRC","UNHOZSRC","BIONOX","BIONOXOZ","BIOSO2","BIOCO2","BIOCH4","BION2O","CHPCHTI","CHPCHTIOZ","CHPNOX","CHPNOXOZ","CHPSO2","CHPCO2","CHPCH4","CHPN2O","PLHTRT","PLGENACL","PLGENAOL","PLGENAGS","PLGENANC","PLGENAHY","PLGENABM","PLGENAWI","PLGENASO","PLGENAGT","PLGENAOF","PLGENAOP","PLGENATN","PLGENATR","PLGENATH","PLGENACY","PLGENACN","PLCLPR","PLOLPR","PLGSPR","PLNCPR","PLHYPR","PLBMPR","PLWIPR","PLSOPR","PLGTPR","PLOFPR","PLOPPR","PLTNPR","PLTRPR","PLTHPR","PLCYPR","PLCNPR","GEOID","CountyFIPS","TractCode","StateAbbr","COUNTY","E_TOTPOP","M_TOTPOP","RPL_EBM","RPL_HVM","RPL_SVM","E_PM","E_OZONE","E_DSLPM","E_COAL","EP_UNINSUR","EP_AGE65","EP_ASTHMA","EP_BPHIGH","EP_CANCER","EP_MHLTH","geometry"
6971,2021,"NC","Trojan Solar, LLC","64366","Duke Energy Progress - (NC)",3046,"Sol Systems",61677,"IPP Non-CHP","Duke Energy Progress East","CPLE","SERC","SRVC","SERC Virginia/Carolina","","37","047","Columbus","",1,1,"SUN","SOLAR","",0.2232,5,NA,"","",NA,NA,NA,"",NA,NA,86448,44169,9776,4995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86448,44169,"","","","","","","--","EIA","EIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,9776,0,0,0,0,9776,9776,0,9776,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,"37047930100","37047","930100","NC","Columbus",4615,621,0.6146,0.8,0.8559,7.83,0,0.15,0,16.5,16.5,11,42.3,7,16.1,c(-78.20425, 34.312472)
6607,2021,"NC","International Paper Riegelwood Mill","54656","Duke Energy Progress - (NC)",3046,"International Paper Co-Riegelwood",9210,"Industrial CHP","Duke Energy Progress East","CPLE","SERC","SRVC","SERC Virginia/Carolina","","37","047","Columbus","",4,2,"BLQ","BIOMASS","",0.87918,51.5,0,"Yes","Yes",11293735.2,0.12,0.137796,"",2273481.549,966955.551,2273481.549,966955.551,396633.523,167031.239,148.645,62.799,578.626,17020.055,14474.278,9285.705,18584.554,NA,0.75,0.752,2.918,85.823,0.036,0.023,93.711,NA,0.131,0.13,0.509,14.973,0.006,0.004,16.349,NA,0.75,0.752,2.918,85.823,0.036,0.023,93.711,NA,1078.731,455.736,4199.146,1717916.185,105041.296,67387.296,NA,16498885,7017294,16498885,7017294,"EIA","EIA","EIA","EIA","EIA","EIA","--","EIA","EIA",NA,NA,NA,1594399.927,NA,NA,14225403.45,6050338.449,930.086,392.937,3620.52,106496.203,90567.018,58101.591,5731.944954,0,0,50888.718,0,0,345744.81,0,0,0,0,0,50888.718,345744.81,345744.81,396633.528,0,0,0,0.128301604,0,0,0.871698396,0,0,0,0,0,0.128301604,0.871698396,0.871698396,1,0,"37047930100","37047","930100","NC","Columbus",4615,621,0.6146,0.8,0.8559,7.83,0,0.15,0,16.5,16.5,11,42.3,7,16.1,c(-78.2137, 34.3533)
6386,2021,"NC","Chauncey Farm LLC","59100","Duke Energy Progress - (NC)",3046,"Strata Manager, LLC",64778,"IPP Non-CHP","Duke Energy Progress East","CPLE","SERC","SRVC","SERC Virginia/Carolina","","37","047","Columbus","",1,1,"SUN","SOLAR","",0.20147,4.9,NA,"","",NA,NA,NA,"",NA,NA,76477,39075,8648,4419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76477,39075,"","","","","","","--","EIA","EIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,8648,0,0,0,0,8648,8648,0,8648,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,"37047930300","37047","930300","NC","Columbus",2859,309,0.0247,0.8,0.8217,8,0,0.14,0,7.5,27.5,10.7,42.1,8.4,15,c(-78.521944, 34.3375)
6858,2021,"NC","Sadiebrook NC Solar","62102","Duke Energy Progress - (NC)",3046,"Sadiebrook Solar LLC",61641,"IPP Non-CHP","Duke Energy Progress East","CPLE","SERC","SRVC","SERC Virginia/Carolina","","37","017","Bladen","",1,1,"SUN","SOLAR","",0.21162,5,NA,"","",NA,NA,NA,"",NA,NA,81965,41879,9269,4736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81965,41879,"","","","","","","--","EIA","EIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,9269,0,0,0,0,9269,9269,0,9269,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,"37047930400","37047","930400","NC","Columbus",3596,355,0.0588,0.8,0.7716,8.14,0,0.14,0,9.9,28.6,11.4,45.8,7.3,16.5,c(-78.658, 34.44)
6530,2021,"NC","Graham Solar Center LLC","58957","Duke Energy Progress - (NC)",3046,"Graham Solar Center LLC",58819,"IPP Non-CHP","Duke Energy Progress East","CPLE","SERC","SRVC","SERC Virginia/Carolina","","37","047","Columbus","",1,1,"SUN","SOLAR","",0.21024,4.8,NA,"","",NA,NA,NA,"",NA,NA,78172,39941,8840,4517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78172,39941,"","","","","","","--","EIA","EIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,8840,0,0,0,0,8840,8840,0,8840,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,"37047930600","37047","930600","NC","Columbus",3560,428,0.1789,0.8,0.8269,8.35,0,0.13,0,17.2,17.2,10.8,41.8,7.4,16.1,c(-79.014444, 34.309722)
6249,2021,"NC","Acme Solar, LLC","64238","Duke Energy Carolinas, LLC",5416,"Acme Solar, LLC",63824,"IPP Non-CHP","Duke Energy Progress East","CPLE","SERC","SRVC","SERC Virginia/Carolina","","37","047","Columbus","",1,1,"SUN","SOLAR","",0.21696,4.9,NA,"","",NA,NA,NA,"",NA,NA,82354,51337,9313,5805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82354,51337,"","","","","","","--","EIA","EIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,9313,0,0,0,0,9313,9313,0,9313,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,"37047930600","37047","930600","NC","Columbus",3560,428,0.1789,0.8,0.8269,8.35,0,0.13,0,17.2,17.2,10.8,41.8,7.4,16.1,c(-78.996148, 34.324366)
6782,2021,"NC","Panda Solar NC 6, LLC","62124","Brunswick Electric Member Corp",24889,"Panda Solar NC 6, LLC",61660,"IPP Non-CHP","Duke Energy Progress East","CPLE","SERC","SRVC","SERC Virginia/Carolina","","37","047","Columbus","",1,1,"SUN","SOLAR","",0.18333,1,NA,"","",NA,NA,NA,"",NA,NA,14203,7257,1606,821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14203,7257,"","","","","","","--","EIA","EIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1606,0,0,0,0,1606,1606,0,1606,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,"37047930700","37047","930700","NC","Columbus",4313,450,0.2587,1,0.9701,8.33,0,0.15,0,10.5,21.8,11.9,45.7,7.6,17.5,c(-78.7874, 34.353586)
6351,2021,"NC","Broadway Solar Center, LLC","59762","Duke Energy Progress - (NC)",3046,"SRE Utility Solar 1, LLC",61119,"IPP Non-CHP","Duke Energy Progress East","CPLE","SERC","SRVC","SERC Virginia/Carolina","","37","047","Columbus","",1,1,"SUN","SOLAR","",0.19062,5,NA,"","",NA,NA,NA,"",NA,NA,73828,37721,8349,4266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73828,37721,"","","","","","","--","EIA","EIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,8349,0,0,0,0,8349,8349,0,8349,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,"37047930700","37047","930700","NC","Columbus",4313,450,0.2587,1,0.9701,8.33,0,0.15,0,10.5,21.8,11.9,45.7,7.6,17.5,c(-78.831433, 34.309261)
6445,2021,"NC","Dessie Solar Center LLC","58952","Duke Energy Progress - (NC)",3046,"Dessie Solar Center LLC",58816,"IPP Non-CHP","Duke Energy Progress East","CPLE","SERC","SRVC","SERC Virginia/Carolina","","37","047","Columbus","",1,1,"SUN","SOLAR","",0.20883,4.8,NA,"","",NA,NA,NA,"",NA,NA,77651,39674,8781,4486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77651,39674,"","","","","","","--","EIA","EIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,8781,0,0,0,0,8781,8781,0,8781,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,"37047930700","37047","930700","NC","Columbus",4313,450,0.2587,1,0.9701,8.33,0,0.15,0,10.5,21.8,11.9,45.7,7.6,17.5,c(-78.835833, 34.302778)
6514,2021,"NC","Garrell Solar Farm","58866","Duke Energy Progress - (NC)",3046,"Strata Manager, LLC",64778,"IPP Non-CHP","Duke Energy Progress East","CPLE","SERC","SRVC","SERC Virginia/Carolina","","37","047","Columbus","",1,1,"SUN","SOLAR","",0.15438,5,NA,"","",NA,NA,NA,"",NA,NA,59797,30553,6762,3455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59797,30553,"","","","","","","--","EIA","EIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,6762,0,0,0,0,6762,6762,0,6762,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,"37047930900","37047","930900","NC","Columbus",4738,392,0.2703,0.8,0.9694,8.26,0,0.18,0,10.9,16.9,12.3,46.8,7,18.9,c(-78.793056, 34.325278)
6688,2021,"NC","McKenzie Farm","58853","Duke Energy Progress - (NC)",3046,"Strata Manager, LLC",64778,"IPP Non-CHP","Duke Energy Progress East","CPLE","SERC","SRVC","SERC Virginia/Carolina","","37","047","Columbus","",1,1,"SUN","SOLAR","",0.20242,5,NA,"","",NA,NA,NA,"",NA,NA,78403,40059,8866,4530,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78403,40059,"","","","","","","--","EIA","EIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,8866,0,0,0,0,8866,8866,0,8866,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,"37047930900","37047","930900","NC","Columbus",4738,392,0.2703,0.8,0.9694,8.26,0,0.18,0,10.9,16.9,12.3,46.8,7,18.9,c(-78.691944, 34.323889)
6381,2021,"NC","Chadbourn Farm","58311","Duke Energy Progress - (NC)",3046,"Strata Manager, LLC",64778,"IPP Non-CHP","Duke Energy Progress East","CPLE","SERC","SRVC","SERC Virginia/Carolina","","37","047","Columbus","",1,1,"SUN","SOLAR","",0.20952,5,NA,"","",NA,NA,NA,"",NA,NA,81153,41464,9177,4689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81153,41464,"","","","","","","--","EIA","EIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,9177,0,0,0,0,9177,9177,0,9177,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,"37047930900","37047","930900","NC","Columbus",4738,392,0.2703,0.8,0.9694,8.26,0,0.18,0,10.9,16.9,12.3,46.8,7,18.9,c(-78.764901, 34.324656)
6697,2021,"NC","Mill Pond Solar Farm, LLC","61196","Duke Energy Progress - (NC)",3046,"Mill Pond Solar Farm, LLC",60843,"IPP Non-CHP","Duke Energy Progress East","CPLE","SERC","SRVC","SERC Virginia/Carolina","","37","047","Columbus","",1,1,"SUN","SOLAR","",0.21454,5,NA,"","",NA,NA,NA,"",NA,NA,83097,42458,9397,4801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83097,42458,"","","","","","","--","EIA","EIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,9397,0,0,0,0,9397,9397,0,9397,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,"37047931000","37047","931000","NC","Columbus",5405,480,0.4134,0.8,0.882,8.17,0,0.16,0,19.1,14.9,10.5,38.1,6.5,16.7,c(-78.701463, 34.307121)
6807,2021,"NC","Porter Solar","59504","Duke Energy Progress - (NC)",3046,"Cypress Creek Renewables",61060,"IPP Non-CHP","Duke Energy Progress East","CPLE","SERC","SRVC","SERC Virginia/Carolina","","37","049","Craven","",1,1,"SUN","SOLAR","",0.16989,5,NA,"","",NA,NA,NA,"",NA,NA,65801,33619,7441,3802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65801,33619,"","","","","","","--","EIA","EIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,7441,0,0,0,0,7441,7441,0,7441,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,"37049960102","37049","960102","NC","Craven",4450,511,0.2223,0,0.6933,7.72,0,0.13,0,10.9,16.6,9.8,34.2,6.9,14.8,c(-77.0743, 35.2167)
6749,2021,"NC","New Bern Farm","58339","Duke Energy Progress - (NC)",3046,"Strata Manager, LLC",64778,"IPP Non-CHP","Duke Energy Progress East","CPLE","SERC","SRVC","SERC Virginia/Carolina","","37","049","Craven","",1,1,"SUN","SOLAR","",0.18005,5,NA,"","",NA,NA,NA,"",NA,NA,69735,35630,7886,4029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69735,35630,"","","","","","","--","EIA","EIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,7886,0,0,0,0,7886,7886,0,7886,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,"37049960102","37049","960102","NC","Craven",4450,511,0.2223,0,0.6933,7.72,0,0.13,0,10.9,16.6,9.8,34.2,6.9,14.8,c(-77.056725, 35.209564)
6422,2021,"NC","Craven County Wood Energy","10525","Duke Energy Carolinas, LLC",5416,"CMS Generation Operating Co II",3837,"IPP Non-CHP","Duke Energy Progress East","CPLE","SERC","SRVC","SERC Virginia/Carolina","","37","049","Craven","Yes",1,1,"WDS","BIOMASS","",0.71731,50,0.137812024,"Yes","Yes",0,NA,1,"",5042626.315,2406028.131,5042626.315,2406028.131,314183,143152,433.286,185.814,329.498,0,361976.671,47728.885,0,NA,2.758,2.596,2.097,0,1.152,0.152,0,NA,0.172,0.154,0.131,0,0.072,0.009,0,NA,2.758,2.596,2.097,0,1.152,0.152,0,NA,433.286,185.814,329.498,525746.431,361976.671,47728.885,NA,5042626.315,2406028.131,5042626.315,2406028.131,"EPA/CAMD","EPA/CAMD","EPA/CAMD","EPA/CAMD","EIA","EIA","--","EPA/CAMD","EPA/CAMD",NA,NA,NA,525746.431,NA,NA,0,0,0,0,0,0,0,0,16049.96546,0,0,0,0,0,314183.001,0,0,0,0,0,0,314183.001,314183.001,314183.001,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,"37049960401","37049","960401","NC","Craven",4620,320,0.0854,0.4,0.472,7.81,0,0.16,0,7.3,29.3,9,39,9.2,11.6,c(-77.167883, 35.130193)
6792,2021,"NC","Pecan Grove Solar, LLC","62659","Duke Energy Progress - (NC)",3046,"CI-II Mitchell Holding LLC",63184,"IPP Non-CHP","Duke Energy Progress East","CPLE","SERC","SRVC","SERC Virginia/Carolina","","37","049","Craven","",1,1,"SUN","SOLAR","",0.21694,5,NA,"","",NA,NA,NA,"",NA,NA,84025,42931,9502,4855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84025,42931,"","","","","","","--","EIA","EIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,9502,0,0,0,0,9502,9502,0,9502,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,"37049960404","37049","960404","NC","Craven",2954,126,0.0357,0.6,0.4752,7.78,0,0.16,0,9.5,35.3,8.4,42.4,11.3,10.1,c(-77.185206, 35.067661)
6359,2021,"NC","Butler-Warner Generation Plant","1016","Public Works Comm-City of Fayetteville",6235,"Fayetteville Public Works Commission",6235,"Electric Utility","Duke Energy Progress East","CPLE","SERC","SRVC","SERC Virginia/Carolina","","37","051","Cumberland","Yes",9,11,"NG","GAS","",0,304.9,NA,"","",NA,NA,NA,"",53436.5,23182.7,53436.5,23182.7,-1884,-511,8.482,3.768,0.021,3123.072,168.327,24.605,3128.842,NA,0,0,0,0,0,0,0,NA,0.317,0.325,0.001,116.889,0.003,0,117.105,NA,0,0,0,0,0,0,0,NA,8.482,3.768,0.021,3123.072,168.327,24.605,NA,53436.5,23182.7,53436.5,23182.7,"EPA/CAMD","EPA/CAMD; EIA","EPA/CAMD","EIA","EIA","EIA","--","EPA/CAMD","EPA/CAMD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-28363.32272,0,39.117,-1923.117,0,0,0,0,0,0,0,0,-1884,0,0,-1884,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,"37051002600","37051","002600","NC","Cumberland",5241,462,0.7124,0.6,0.8173,9.44,0,0.25,0,5.1,19.3,9.8,39.8,8.2,14.1,c(-78.8294, 35.0986)
6905,2021,"NC","Soluga Farms IV","59934","Duke Energy Progress - (NC)",3046,"Soluga Solar, LLC",64280,"IPP Non-CHP","Southeastern Power Administration","SEPA","SERC","SRVC","SERC Virginia/Carolina","","37","051","Cumberland","",1,1,"SUN","SOLAR","",0.21646,3.4,NA,"","",NA,NA,NA,"",NA,NA,57011,29129,6447,3294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57011,29129,"","","","","","","--","EIA","EIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,6447,0,0,0,0,6447,6447,0,6447,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,"37051002600","37051","002600","NC","Cumberland",5241,462,0.7124,0.6,0.8173,9.44,0,0.25,0,5.1,19.3,9.8,39.8,8.2,14.1,c(-78.669479, 35.21871)
6951,2021,"NC","Tart Farm","59583","Duke Energy Progress - (NC)",3046,"Strata Manager, LLC",64778,"IPP Non-CHP","Duke Energy Progress East","CPLE","SERC","SRVC","SERC Virginia/Carolina","","37","051","Cumberland","",1,1,"SUN","SOLAR","",0.19361,5,NA,"","",NA,NA,NA,"",NA,NA,74989,38314,8480,4333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74989,38314,"","","","","","","--","EIA","EIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,8480,0,0,0,0,8480,8480,0,8480,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,"37051002600","37051","002600","NC","Cumberland",5241,462,0.7124,0.6,0.8173,9.44,0,0.25,0,5.1,19.3,9.8,39.8,8.2,14.1,c(-78.681111, 35.204444)
6852,2021,"NC","Royal Solar","59831","Duke Energy Progress - (NC)",3046,"Cypress Creek Renewables",61060,"IPP Non-CHP","Duke Energy Progress East","CPLE","SERC","SRVC","SERC Virginia/Carolina","","37","051","Cumberland","",1,1,"SUN","SOLAR","",0.21431,4.9,NA,"","",NA,NA,NA,"",NA,NA,81346,41562,9199,4700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81346,41562,"","","","","","","--","EIA","EIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,9199,0,0,0,0,9199,9199,0,9199,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,"37051002600","37051","002600","NC","Cumberland",5241,462,0.7124,0.6,0.8173,9.44,0,0.25,0,5.1,19.3,9.8,39.8,8.2,14.1,c(-78.689, 35.216)
6904,2021,"NC","Soluga Farms III","60580","Duke Energy Progress - (NC)",3046,"Strata Manager, LLC",64778,"IPP Non-CHP","Duke Energy Progress East","CPLE","SERC","SRVC","SERC Virginia/Carolina","","37","051","Cumberland","",1,1,"SUN","SOLAR","",0.21384,5,NA,"","",NA,NA,NA,"",NA,NA,82823,42317,9366,4785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82823,42317,"","","","","","","--","EIA","EIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,9366,0,0,0,0,9366,9366,0,9366,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,"37051002600","37051","002600","NC","Cumberland",5241,462,0.7124,0.6,0.8173,9.44,0,0.25,0,5.1,19.3,9.8,39.8,8.2,14.1,c(-78.673331, 35.219272)
6878,2021,"NC","Shawboro PV1","59155","Virginia Electric & Power Co",19876,"Fresh Air Energy X, LLC",59819,"IPP Non-CHP","PJM Interconnection, LLC","PJM","SERC","SRVC","SERC Virginia/Carolina","PJM","37","053","Currituck","",1,1,"SUN","SOLAR","",0.22383,20,NA,"","",NA,NA,NA,"",NA,NA,346778,177181,39215,20036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,346778,177181,"","","","","","","--","EIA","EIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,39215,0,0,0,0,39215,39215,0,39215,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,"37053110302","37053","110302","NC","Currituck",3705,292,0.3953,0.2,0.6252,7.31,0.33,0.16,0,16.6,14.5,9.8,35.3,7.2,14.3,c(-76.087222, 36.433333)
