"SEQPLT","YEAR","PSTATABB","PNAME","ORISPL","OPRNAME","OPRCODE","UTLSRVNM","UTLSRVID","SECTOR","BANAME","BACODE","NERC","SUBRGN","SRNAME","ISORTO","FIPSST","FIPSCNTY","CNTYNAME","CAMDFLAG","NUMUNT","NUMGEN","PLPRMFL","PLFUELCT","COALFLAG","CAPFAC","NAMEPCAP","NBFACTOR","RMBMFLAG","CHPFLAG","USETHRMO","PWRTOHT","ELCALLOC","PSFLAG","PLHTIAN","PLHTIOZ","PLHTIANT","PLHTIOZT","PLNGENAN","PLNGENOZ","PLNOXAN","PLNOXOZ","PLSO2AN","PLCO2AN","PLCH4AN","PLN2OAN","PLCO2EQA","PLHGAN","PLNOXRTA","PLNOXRTO","PLSO2RTA","PLCO2RTA","PLCH4RTA","PLN2ORTA","PLC2ERTA","PLHGRTA","PLNOXRA","PLNOXRO","PLSO2RA","PLCO2RA","PLCH4RA","PLN2ORA","PLC2ERA","PLHGRA","PLNOXCRT","PLNOXCRO","PLSO2CRT","PLCO2CRT","PLCH4CRT","PLN2OCRT","PLC2ECRT","PLHGCRT","UNNOX","UNNOXOZ","UNSO2","UNCO2","UNCH4","UNN2O","UNHG","UNHTI","UNHTIOZ","UNHTIT","UNHTIOZT","UNNOXSRC","UNNOZSRC","UNSO2SRC","UNCO2SRC","UNCH4SRC","UNN2OSRC","UNHGSRC","UNHTISRC","UNHOZSRC","BIONOX","BIONOXOZ","BIOSO2","BIOCO2","BIOCH4","BION2O","CHPCHTI","CHPCHTIOZ","CHPNOX","CHPNOXOZ","CHPSO2","CHPCO2","CHPCH4","CHPN2O","PLHTRT","PLGENACL","PLGENAOL","PLGENAGS","PLGENANC","PLGENAHY","PLGENABM","PLGENAWI","PLGENASO","PLGENAGT","PLGENAOF","PLGENAOP","PLGENATN","PLGENATR","PLGENATH","PLGENACY","PLGENACN","PLCLPR","PLOLPR","PLGSPR","PLNCPR","PLHYPR","PLBMPR","PLWIPR","PLSOPR","PLGTPR","PLOFPR","PLOPPR","PLTNPR","PLTRPR","PLTHPR","PLCYPR","PLCNPR","GEOID","CountyFIPS","TractCode","StateAbbr","COUNTY","E_TOTPOP","M_TOTPOP","RPL_EBM","RPL_HVM","RPL_SVM","E_PM","E_OZONE","E_DSLPM","E_COAL","EP_UNINSUR","EP_AGE65","EP_ASTHMA","EP_BPHIGH","EP_CANCER","EP_MHLTH","geometry"
7029,2021,"NC","Wellons Farm","59584","Duke Energy Progress - (NC)",3046,"Wellons Farm, LLC",59329,"IPP Non-CHP","Duke Energy Carolinas","DUK","SERC","SRVC","SERC Virginia/Carolina","","37","101","Johnston","",1,1,"SUN","SOLAR","",0.24484,5,NA,"","",NA,NA,NA,"",NA,NA,94833,48453,10724,5479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94833,48453,"","","","","","","--","EIA","EIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,10724,0,0,0,0,10724,10724,0,10724,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,"37101040600","37101","040600","NC","Johnston",3821,354,0.308,0.8,0.9502,9.44,0.33,0.23,0,15.1,8.8,11.5,43.9,6.8,18.1,c(-78.291129, 35.511698)
6806,2021,"NC","Pollocksville Solar","59917","Duke Energy Progress - (NC)",3046,"Cypress Creek Renewables",61060,"IPP Non-CHP","Duke Energy Progress East","CPLE","SERC","SRVC","SERC Virginia/Carolina","","37","103","Jones","",1,1,"SUN","SOLAR","",0.19539,5,NA,"","",NA,NA,NA,"",NA,NA,75678,38667,8558,4373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75678,38667,"","","","","","","--","EIA","EIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,8558,0,0,0,0,8558,8558,0,8558,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,"37103920100","37103","920100","NC","Jones",3472,288,0.0293,1,0.9194,7.68,0,0.13,0,13.8,26.3,10.9,43.9,7.8,15.6,c(-77.219, 34.998)
6436,2021,"NC","Daystar Solar","60179","Duke Energy Progress - (NC)",3046,"Daystar Solar, LLC",63349,"IPP Non-CHP","Duke Energy Carolinas","DUK","SERC","SRVC","SERC Virginia/Carolina","","37","103","Jones","",1,1,"SUN","SOLAR","",0.21804,5,NA,"","",NA,NA,NA,"",NA,NA,84453,43149,9550,4879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84453,43149,"","","","","","","--","EIA","EIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,9550,0,0,0,0,9550,9550,0,9550,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,"37103920100","37103","920100","NC","Jones",3472,288,0.0293,1,0.9194,7.68,0,0.13,0,13.8,26.3,10.9,43.9,7.8,15.6,c(-77.202453, 35.035589)
6968,2021,"NC","Trent River Solar, LLC","63842","Duke Energy Progress - (NC)",3046,"Trent River Solar, LLC",63519,"IPP Non-CHP","Duke Energy Progress East","CPLE","SERC","SRVC","SERC Virginia/Carolina","","37","103","Jones","",1,1,"SUN","SOLAR","",0.07405,78.7,NA,"","",NA,NA,NA,"",NA,NA,451435,213461,51050,24139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,451435,213461,"","","","","","","--","EIA","EIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,51050,0,0,0,0,51050,51050,0,51050,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,"37103920100","37103","920100","NC","Jones",3472,288,0.0293,1,0.9194,7.68,0,0.13,0,13.8,26.3,10.9,43.9,7.8,15.6,c(-77.2514, 34.9915)
6967,2021,"NC","Trent River Farm","65549","Duke Energy Progress - (NC)",3046,"Strata Manager, LLC",64778,"IPP Non-CHP","Duke Energy Progress East","CPLE","SERC","SRVC","SERC Virginia/Carolina","","37","103","Jones","",1,1,"SUN","SOLAR","",NA,5,NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","--","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37103920100","37103","920100","NC","Jones",3472,288,0.0293,1,0.9194,7.68,0,0.13,0,13.8,26.3,10.9,43.9,7.8,15.6,c(-77.186594, 35.059582)
7064,2021,"NC","Wyse Fork Solar Farm, LLC","64822","Duke Energy Progress - (NC)",3046,"Wyse Fork Solar Farm, LLC",64342,"IPP Non-CHP","Duke Energy Progress East","CPLE","SERC","SRVC","SERC Virginia/Carolina","","37","103","Jones","",1,1,"SUN","SOLAR","",0,2,NA,"","",NA,NA,NA,"",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","--","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37103920300","37103","920300","NC","Jones",3237,300,0.2028,1,0.9521,8.18,0,0.13,0,18.6,19.6,11,41.7,7.7,17,c(-77.503222, 35.21377)
6573,2021,"NC","Hood Farm Solar, LLC","61256","Duke Energy Progress - (NC)",3046,"CD Global Solar Holdings, LLC",60865,"IPP Non-CHP","Duke Energy Progress East","CPLE","SERC","SRVC","SERC Virginia/Carolina","","37","103","Jones","",1,1,"SUN","SOLAR","",0.2097,4.9,NA,"","",NA,NA,NA,"",NA,NA,79596,40668,9001,4599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79596,40668,"","","","","","","--","EIA","EIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,9001,0,0,0,0,9001,9001,0,9001,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,"37103920300","37103","920300","NC","Jones",3237,300,0.2028,1,0.9521,8.18,0,0.13,0,18.6,19.6,11,41.7,7.7,17,c(-77.497, 35.205)
6641,2021,"NC","Lang Solar Farm","63449","Duke Energy Carolinas, LLC",5416,"Lang Solar Farm, LLC",63197,"IPP Non-CHP","Duke Energy Carolinas","DUK","SERC","SRVC","SERC Virginia/Carolina","","37","107","Lenoir","",1,1,"SUN","SOLAR","",0.21135,5,NA,"","",NA,NA,NA,"",NA,NA,81859,41824,9257,4730,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81859,41824,"","","","","","","--","EIA","EIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,9257,0,0,0,0,9257,9257,0,9257,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,"37103920300","37103","920300","NC","Jones",3237,300,0.2028,1,0.9521,8.18,0,0.13,0,18.6,19.6,11,41.7,7.7,17,c(-77.502759, 35.19587)
6339,2021,"NC","Bondi Solar","61352","Jones-Onslow Elec Member Corp",9837,"Cypress Creek Renewables",61060,"IPP Non-CHP","Duke Energy Progress East","CPLE","SERC","SRVC","SERC Virginia/Carolina","","37","103","Jones","",1,1,"SUN","SOLAR","",0.22178,5,NA,"","",NA,NA,NA,"",NA,NA,85900,43889,9714,4963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85900,43889,"","","","","","","--","EIA","EIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,9714,0,0,0,0,9714,9714,0,9714,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,"37103920300","37103","920300","NC","Jones",3237,300,0.2028,1,0.9521,8.18,0,0.13,0,18.6,19.6,11,41.7,7.7,17,c(-77.53849, 35.134054)
6416,2021,"NC","Cougar Solar, LLC","61658","Duke Energy Progress - (NC)",3046,"Cougar Solar, LLC",61269,"IPP Non-CHP","Duke Energy Progress East","CPLE","SERC","SRVC","SERC Virginia/Carolina","","37","105","Lee","",1,1,"SUN","SOLAR","",0.21425,1.9,NA,"","",NA,NA,NA,"",NA,NA,31533,16111,3566,1822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31533,16111,"","","","","","","--","EIA","EIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,3566,0,0,0,0,3566,3566,0,3566,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,"37105030300","37105","030300","NC","Lee",3015,485,0.7465,0.8,0.9971,9.61,0,0.27,0,24.5,9.4,11.9,44.7,5.3,18.5,c(-79.180654, 35.462405)
6337,2021,"NC","Boaz Farm Solar","61157","Duke Energy Progress - (NC)",3046,"CD Global Solar Holdings, LLC",60865,"IPP Non-CHP","Duke Energy Carolinas","DUK","SERC","SRVC","SERC Virginia/Carolina","","37","105","Lee","",1,1,"SUN","SOLAR","",0.21646,5,NA,"","",NA,NA,NA,"",NA,NA,83841,42837,9481,4844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83841,42837,"","","","","","","--","EIA","EIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,9481,0,0,0,0,9481,9481,0,9481,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,"37105030401","37105","030401","NC","Lee",4011,497,0.8545,0.8,0.9644,9.67,0,0.26,0,20.6,15.1,10.7,37.1,5.7,16.9,c(-79.13444, 35.46777)
6295,2021,"NC","Balsam","59828","Duke Energy Progress - (NC)",3046,"SRE Utility Solar 1, LLC",61119,"IPP Non-CHP","Duke Energy Progress East","CPLE","SERC","SRVC","SERC Virginia/Carolina","","37","105","Lee","",1,1,"SUN","SOLAR","",0.19553,5,NA,"","",NA,NA,NA,"",NA,NA,75732,38694,8564,4376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75732,38694,"","","","","","","--","EIA","EIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,8564,0,0,0,0,8564,8564,0,8564,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,"37105030402","37105","030402","NC","Lee",7509,753,0.7153,0.8,0.9704,9.59,0,0.26,0,16.6,11.7,10.9,39,6.4,16.6,c(-79.173889, 35.458889)
6947,2021,"NC","Sweetgum Solar","59824","Duke Energy Progress - (NC)",3046,"SRE Utility Solar 1, LLC",61119,"IPP Non-CHP","Duke Energy Progress East","CPLE","SERC","SRVC","SERC Virginia/Carolina","","37","105","Lee","",1,1,"SUN","SOLAR","",0.20185,5,NA,"","",NA,NA,NA,"",NA,NA,78181,39946,8841,4517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78181,39946,"","","","","","","--","EIA","EIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,8841,0,0,0,0,8841,8841,0,8841,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,"37105030402","37105","030402","NC","Lee",7509,753,0.7153,0.8,0.9704,9.59,0,0.26,0,16.6,11.7,10.9,39,6.4,16.6,c(-79.181111, 35.458333)
6468,2021,"NC","Elm Solar, LLC","60136","Duke Energy Progress - (NC)",3046,"SRE Utility Solar 1, LLC",61119,"IPP Non-CHP","Duke Energy Carolinas","DUK","SERC","SRVC","SERC Virginia/Carolina","","37","105","Lee","",1,1,"SUN","SOLAR","",0.20219,5,NA,"","",NA,NA,NA,"",NA,NA,78313,40013,8856,4525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78313,40013,"","","","","","","--","EIA","EIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,8856,0,0,0,0,8856,8856,0,8856,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,"37105030402","37105","030402","NC","Lee",7509,753,0.7153,0.8,0.9704,9.59,0,0.26,0,16.6,11.7,10.9,39,6.4,16.6,c(-79.189525, 35.453828)
6414,2021,"NC","Cotten Farm, LLC","60965","Duke Energy Progress - (NC)",3046,"Heelstone Energy Holdings, LLC",59462,"IPP Non-CHP","Duke Energy Progress East","CPLE","SERC","SRVC","SERC Virginia/Carolina","","37","105","Lee","",1,1,"SUN","SOLAR","",0.21735,5,NA,"","",NA,NA,NA,"",NA,NA,84184,43012,9520,4864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84184,43012,"","","","","","","--","EIA","EIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,9520,0,0,0,0,9520,9520,0,9520,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,"37105030601","37105","030601","NC","Lee",3141,290,0.753,0,0.1677,9.55,0,0.21,0,6.3,18.3,8.7,31.6,7.1,11.3,c(-79.198481, 35.528489)
6404,2021,"NC","Cohen Farm Solar, LLC","60146","Duke Energy Progress - (NC)",3046,"Cypress Creek Renewables",61060,"IPP Non-CHP","Duke Energy Carolinas","DUK","SERC","SRVC","SERC Virginia/Carolina","","37","105","Lee","",1,1,"SUN","SOLAR","",0.22312,4.9,NA,"","",NA,NA,NA,"",NA,NA,84690,43270,9577,4893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84690,43270,"","","","","","","--","EIA","EIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,9577,0,0,0,0,9577,9577,0,9577,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,"37105030601","37105","030601","NC","Lee",3141,290,0.753,0,0.1677,9.55,0,0.21,0,6.3,18.3,8.7,31.6,7.1,11.3,c(-79.195789, 35.557224)
6650,2021,"NC","Lenoir Farm 2","58334","Duke Energy Progress - (NC)",3046,"Strata Manager, LLC",64778,"IPP Non-CHP","Duke Energy Progress East","CPLE","SERC","SRVC","SERC Virginia/Carolina","","37","107","Lenoir","",1,1,"SUN","SOLAR","",0.18411,5,NA,"","",NA,NA,NA,"",NA,NA,71309,36434,8064,4120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71309,36434,"","","","","","","--","EIA","EIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,8064,0,0,0,0,8064,8064,0,8064,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,"37107010100","37107","010100","NC","Lenoir",4085,481,0.5461,0.8,0.9189,8.53,0,0.15,0,12.7,20.1,11.6,42.3,6.9,17.6,c(-77.475106, 35.350081)
6480,2021,"NC","Exum Farm Solar, LLC","60400","Duke Energy Progress - (NC)",3046,"Cypress Creek Renewables",61060,"IPP Non-CHP","Duke Energy Carolinas","DUK","SERC","SRVC","SERC Virginia/Carolina","","37","107","Lenoir","",1,1,"SUN","SOLAR","",0.19281,4.9,NA,"","",NA,NA,NA,"",NA,NA,73185,37392,8276,4228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73185,37392,"","","","","","","--","EIA","EIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,8276,0,0,0,0,8276,8276,0,8276,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,"37107010100","37107","010100","NC","Lenoir",4085,481,0.5461,0.8,0.9189,8.53,0,0.15,0,12.7,20.1,11.6,42.3,6.9,17.6,c(-77.4549, 35.370441)
6568,2021,"NC","Highland Solar Center LLC","59163","Duke Energy Progress - (NC)",3046,"SRE Utility Solar 1, LLC",61119,"IPP Non-CHP","Duke Energy Progress East","CPLE","SERC","SRVC","SERC Virginia/Carolina","","37","107","Lenoir","",1,1,"SUN","SOLAR","",0.20183,5,NA,"","",NA,NA,NA,"",NA,NA,78172,39941,8840,4517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78172,39941,"","","","","","","--","EIA","EIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,8840,0,0,0,0,8840,8840,0,8840,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,"37107010100","37107","010100","NC","Lenoir",4085,481,0.5461,0.8,0.9189,8.53,0,0.15,0,12.7,20.1,11.6,42.3,6.9,17.6,c(-77.451944, 35.363889)
6256,2021,"NC","Albemarle Solar Center LLC","58806","City of Kinston - (NC)",10345,"SRE Utility Solar 1, LLC",61119,"IPP Non-CHP","Duke Energy Progress East","CPLE","SERC","SRVC","SERC Virginia/Carolina","","37","107","Lenoir","",1,1,"SUN","SOLAR","",0.20194,5,NA,"","",NA,NA,NA,"",NA,NA,78214,39962,8845,4519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78214,39962,"","","","","","","--","EIA","EIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,8845,0,0,0,0,8845,8845,0,8845,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,"37107010100","37107","010100","NC","Lenoir",4085,481,0.5461,0.8,0.9189,8.53,0,0.15,0,12.7,20.1,11.6,42.3,6.9,17.6,c(-77.556944, 35.293056)
6632,2021,"NC","Kinston Solar","59832","Duke Energy Progress - (NC)",3046,"Cypress Creek Renewables",61060,"IPP Non-CHP","Duke Energy Progress East","CPLE","SERC","SRVC","SERC Virginia/Carolina","","37","107","Lenoir","",1,1,"SUN","SOLAR","",0.20534,5,NA,"","",NA,NA,NA,"",NA,NA,79535,40637,8994,4595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79535,40637,"","","","","","","--","EIA","EIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,8994,0,0,0,0,8994,8994,0,8994,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,"37107010100","37107","010100","NC","Lenoir",4085,481,0.5461,0.8,0.9189,8.53,0,0.15,0,12.7,20.1,11.6,42.3,6.9,17.6,c(-77.472283, 35.351436)
6630,2021,"NC","Kinston","59125","Duke Energy Progress - (NC)",3046,"Strata Manager, LLC",64778,"IPP Non-CHP","Duke Energy Progress East","CPLE","SERC","SRVC","SERC Virginia/Carolina","","37","107","Lenoir","",1,1,"SUN","SOLAR","",0.21124,2,NA,"","",NA,NA,NA,"",NA,NA,32728,16722,3701,1891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32728,16722,"","","","","","","--","EIA","EIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,3701,0,0,0,0,3701,3701,0,3701,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,"37107010900","37107","010900","NC","Lenoir",3225,317,0.5318,0.8,0.9709,8.69,0,0.16,0,7.8,19.5,11.1,43.9,7,15.9,c(-77.608333, 35.370556)
6894,2021,"NC","Smithfield Packaged Meats Corp.","58575","City of Kinston - (NC)",10345,"Smithfield Packaged Meats Corp",58536,"Industrial CHP","Duke Energy Progress East","CPLE","SERC","SRVC","SERC Virginia/Carolina","","37","107","Lenoir","",4,4,"DFO","OIL","",0.01965,9.2,1,"","Yes",4488.8,1.204,0.616245,"",10537.179,3213.103,10537.179,3213.103,1584,482,15.84,4.829,1.528,860.495,69.692,13.938,863.443,NA,20,20.037,1.929,1086.484,0.044,0.009,1090.206,NA,3.006,3.006,0.29,163.326,0.007,0.001,163.885,NA,20.004,20.041,1.929,1086.704,0.044,0.009,1090.427,NA,25.704,7.836,2.479,1396.352,113.091,22.618,NA,17099,5214,17099,5214,"EIA","EIA","EIA","EIA","EIA","EIA","--","EIA","EIA",NA,NA,NA,NA,NA,NA,6561.821,2000.897,9.864,3.007,0.951,535.857,43.399,8.68,6653.603443,0,1583.68,0,0,0,0,0,0,0,0,0,1583.68,0,0,1583.68,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,"37107011001","37107","011001","NC","Lenoir",4778,412,0.3185,0.6,0.814,8.73,0,0.18,0,13.6,20.8,10.2,39.2,7.9,14.6,c(-77.659167, 35.268333)
6649,2021,"NC","Lenoir Farm","58333","Duke Energy Progress - (NC)",3046,"Strata Manager, LLC",64778,"IPP Non-CHP","Duke Energy Progress East","CPLE","SERC","SRVC","SERC Virginia/Carolina","","37","107","Lenoir","",1,1,"SUN","SOLAR","",0.19164,5,NA,"","",NA,NA,NA,"",NA,NA,74227,37925,8394,4289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74227,37925,"","","","","","","--","EIA","EIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,8394,0,0,0,0,8394,8394,0,8394,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,"37107011002","37107","011002","NC","Lenoir",3777,324,0.085,0,0.5625,8.86,0,0.15,0,11.7,16.8,9.9,34.5,6.5,14.5,c(-77.666389, 35.331667)
