"FIPS_Code","PCTPOVALL_2021","MEDHHINC_2021"
27151,10.8,59516
27153,13.1,58012
27155,12.6,60270
27157,7.4,68843
27159,12.7,55215
27161,8.8,69110
27163,5.2,105251
27165,11.6,65099
27167,10,65514
27169,12.3,63878
27171,4.9,99744
27173,10.7,64247
28000,19.2,48871
28001,25.8,40007
28003,17,46712
28005,22,41927
28007,22.3,40592
28009,19.7,41019
28011,34.2,35599
28013,22.4,38073
28015,15.9,46012
28017,19.9,40762
28019,20.9,43567
28021,33.3,33163
28023,18.5,43774
28025,22.7,40257
28027,37.9,31234
28029,20.9,43471
28031,19.9,43796
28033,10.8,72890
28035,20.1,45326
28037,22.1,43579
28039,16.4,54560
28041,21.2,45013
28043,22.1,39562
28045,17.3,54207
28047,18,54090
28049,25.2,42092
28051,37.8,28236
28053,33.3,30555
28055,43.9,29050
28057,13.1,51454
28059,14.7,57664
28061,16.7,43527
28063,31.7,32234
28065,25.2,34876
28067,18.8,44670
28069,26.1,37262
28071,16.5,52428
28073,11.8,65261
28075,22.8,44492
28077,19.3,45844
28079,21.1,42938
28081,15.2,57597
28083,35.6,31091
28085,17.7,45609
28087,18.5,49086
28089,11.5,77665
28091,22.9,40017
28093,19.9,40650
28095,16.9,47768
28097,21.2,40442
28099,21.2,44008
28101,20.2,45278
28103,26.8,34467
28105,22.2,43226
28107,22.6,42287
28109,16.1,51023
28111,20.5,45758
28113,27.6,39063
28115,16.3,50133
28117,16.5,49750
28119,33.8,31877
28121,10.8,71478
28123,19.1,41496
28125,35.1,32650
28127,21.3,43757
28129,17,48335
28131,16.6,51353
28133,38.7,34017
28135,33.7,35671
28137,14.9,54882
28139,19,49254
28141,15.7,47839
28143,26.6,37886
28145,14.1,51678
28147,23.7,37080
28149,20.7,50060
28151,28.1,38040
28153,22.5,38380
28155,16.5,49335
28157,32.4,33777
28159,22.2,48427
28161,22.3,42995
28163,31.3,37119
29000,12.8,61815
29001,23.9,47619
29003,8.7,63665
29005,12.5,54708
29007,16.3,55262
29009,19,47532
29011,15.5,46554
29013,13.7,54634
29015,15.6,51574
29017,15,54291
29019,16.6,62805
29021,18.6,51811
29023,19.9,43640
29025,13.2,52861
29027,10.5,64333
29029,13.2,54637
29031,12.4,60997
29033,12.1,59257
29035,20.4,39423
29037,7.3,79949
29039,18.2,43563
29041,11.8,56898
29043,8.3,70623
29045,13,50390
29047,8.1,75129
29049,10.1,64823
29051,11.6,63972
29053,12.5,56824
29055,15.8,49511
29057,15.2,43303
29059,16.6,46189
29061,12.9,56786
29063,13.3,54112
29065,16.4,45530
29067,20.5,41505
29069,22.3,42932
29071,9.6,68162
29073,11.3,56626
29075,14.1,49726
29077,13.2,53391
29079,16.7,49560
29081,15.1,47536
29083,14.5,48263
29085,18.1,40224
29087,13.9,54322
29089,12.2,55699
29091,18.4,45132
29093,18.6,44817
29095,13.1,63282
29097,16.8,51936
29099,8.7,68959
29101,11.7,59146
29103,17.1,45464
29105,15.7,46405
29107,10.5,68142
29109,14.6,51385
29111,14.9,47136
29113,9.3,76182
29115,14.7,49490
29117,13.8,51789
29119,17.8,41784
29121,13.7,49295
29123,13.9,46428
29125,11.3,52560
29127,13.8,54542
29129,13,49815
29131,15,47185
29133,23.2,38559
29135,11.4,56419
29137,15,52079
29139,13.2,52818
29141,17.6,50410
29143,22.1,39778
29145,15.1,58832
29147,15.2,49751
29149,21.2,37898
29151,8.4,67603
29153,20.4,41194
29155,23.7,36828
29157,10.1,56788
29159,16.1,49333
29161,18.1,49346
29163,16.6,51699
29165,6.9,86720
29167,15.3,53856
29169,12.7,58046
29171,14.4,46774
29173,9.8,61239
29175,15.3,48560
29177,10.4,68609
29179,16.4,42611
29181,23.4,37865
29183,5.3,92029
29185,18.2,41754
29186,10.3,63729
29187,18,48557
29189,10.5,72507
29195,13.7,51994
29197,13.1,49163
29199,14.2,48665
29201,15.9,49257
29203,21.5,36683
29205,14.3,50838
29207,17.9,46818
29209,14.6,53039
29211,16.1,46864
29213,15.6,47210
29215,22,41483
29217,19.3,48273
29219,7.9,71073
29221,19.4,44063
29223,20,41271
29225,15,59303
29227,14,45477
29229,19.8,41748
29510,21.5,49246
30000,12,63357
30001,12.7,53776
30003,25.7,47179
30005,18.9,46335
30007,8.6,66307
30009,9.2,62841
30011,13.1,52116
30013,13,57085
30015,14.4,51113
30017,13.2,54913
30019,11.2,52852
30021,11.2,70252
30023,14.6,45725
30025,8.9,63793
30027,12,54823
30029,9.5,65835
30031,8.8,78910
30033,14.8,49898
30035,24.6,44777
30037,16.6,43820
30039,11.7,52984
30041,16.9,54377
30043,7.4,68128
30045,15.1,51392
30047,17.2,50978
30049,9,67702
30051,16.1,49277
30053,16.8,48156
30055,13.9,51881
30057,9.1,62516
30059,15.3,45391
30061,14.2,50327
30063,12.9,65682
30065,15.8,54003
30067,9.9,59113
30069,12.9,48141
30071,14.5,53626
30073,17,47900
30075,11.1,52298
30077,16.9,47687
30079,13.7,46328
30081,9.5,60030
30083,9.1,63148
30085,25.3,47266
30087,17.6,61331
30089,14.7,50270
30091,11.8,56095
30093,13,52495
30095,8.1,75820
30097,9.7,61454
30099,12.5,59787
30101,14.6,49297
30103,12.1,58275
30105,11.8,55338
30107,17.2,42431
30109,11.1,51924
30111,11.3,69182
31000,10.5,66949
31001,11.7,57136
31003,10,57413
31005,13,58677
31007,10.3,59863
31009,13.7,53541
31011,9.6,64705
31013,11.2,65493
31015,14.1,51107
31017,10.9,52738
31019,10.7,65721
31021,10,61317
31023,8.3,66416
31025,6.4,77771
31027,7.9,64037
31029,8.8,59492
31031,11.1,53533
31033,11.9,54772
31035,9.9,64315
31037,8.3,69498
31039,8.5,66165
31041,10.6,56531
31043,10.4,64231
31045,15.3,50905
31047,10.7,61817
31049,11.1,51583
31051,8,64943
31053,10.6,59872
31055,11.7,69475
31057,13.9,52916
31059,8.9,65739
31061,13,54192
31063,12,53735
31065,11.9,54308
31067,12,56261
31069,15,53240
31071,11.3,51055
31073,8.6,67263
31075,10,64244
31077,13,53225
31079,12,60751
31081,6.7,73024
31083,9.7,58928
31085,14,57060
31087,13.2,50300
31089,10.9,61415
31091,7,52254
31093,8.1,70906
31095,9.7,57098
31097,13.3,50886
31099,7.7,72694
31101,11.6,53637
31103,19.3,49421
31105,11.9,52460
31107,12.3,54189
31109,12,65436
31111,11.1,61702
31113,9.9,61004
31115,15.6,53369
31117,11.4,54138
31119,9.7,61263
31121,9,64309
31123,13.5,52933
31125,10.5,56880
31127,11.5,56658
31129,9.9,59602
31131,9.3,67595
31133,12.4,50501
31135,9.4,61156
31137,8.8,66986
31139,10.1,64607
31141,7.8,70177
31143,6.6,69503
31145,10.9,63958
31147,11.4,54044
31149,14,53120
31151,10.1,63187
31153,5.5,88913
31155,7.3,78689
31157,13.6,53206
31159,7.8,75305
31161,13.3,47543
31163,11.1,54771
31165,15.5,46834
31167,7.1,71709
31169,8.9,56626
31171,11.8,53019
31173,19,52202
31175,11.4,52336
31177,6.3,100572
31179,12.5,59787
31181,11.4,58161
31183,11.2,50850
31185,8.5,64531
32000,14,66194
32001,10.4,67716
32003,15.1,63735
32005,8,74053
32007,9.7,81466
32009,14.5,53509
32011,10,80084
32013,10.6,77018
32015,11,85773
32017,13.9,64304
32019,9.4,71547
32021,17.5,53515
32023,14.9,59282
32027,18.3,52412
32029,7,79281
32031,11,76123
32033,12.8,63070
32510,11.8,64869
33000,7.4,88268
33001,7.6,75781
33003,7.9,66874
33005,9.9,67883
33007,12.5,53602
33009,8.6,77378
33011,7.3,90806
33013,8.7,80842
33015,4.6,104281
33017,8.9,91928
33019,9.1,64919
34000,10.2,89227
34001,15.1,65693
34003,7.5,104777
34005,7.6,94043
34007,12,77675
34009,9,74896
34011,14.4,58030
34013,15.1,66191
34015,7.7,93783
34017,15.9,79159
34019,4.1,122095
34021,10.4,86499
34023,8,98992
34025,7.4,107500
34027,5.6,122525
34029,11.4,75732
34031,14.1,74016
34033,12,69844
34035,5.5,123708
34037,6.1,99695
34039,9.3,85926
34041,9.3,82900
35000,17.7,54304
35001,15.2,59723
35003,19.8,40273
35005,27.6,45098
35006,26.4,42862
35007,18.8,42787
35009,18.9,50322
35011,19.6,40181
35013,19.3,46619
35015,13.8,66191
35017,18.6,46503
35019,25.8,37534
35021,17.4,44080
35023,24.1,40226
35025,18.8,51749
35027,18.4,50472
35028,3.7,134050
35029,27.6,35040
35031,30.3,40149
35033,21.9,41734
35035,19.9,49845
35037,22.3,35776
35039,20.4,47042
35041,21.1,46977
35043,9.4,72545
35045,24.3,49977
35047,21.4,43564
35049,12.3,67311
35051,26.7,37660
35053,22.2,38817
35055,18.6,45626
35057,22.7,45684
35059,19.5,41518
35061,18.8,50510
36000,14,74230
36001,11.9,74512
36003,14.6,55320
36005,26.4,43143
36007,14.1,55729
36009,16.1,54602
36011,14.8,62839
36013,17.2,48102
36015,14.9,59155
36017,13.3,58177
36019,15.1,60094
36021,10.5,69403
36023,11,62292
36025,15.9,53385
36027,9.7,87370
36029,13.7,63014
36031,11.3,62884
36033,16.7,54960
36035,13.6,56169
36037,9.6,62785
36039,11.7,61375
36041,9.6,57427
36043,13.3,59366
36045,12.4,59430
36047,19.2,66943
36049,12.6,59978
36051,12,65221
36053,10.4,66419
36055,13.3,66003
36057,15,55523
36059,6.1,125118
36061,17.4,84371
36063,13,61068
36065,14.2,59804
36067,14.2,65548
36069,7.8,76137
36071,12.2,88494
36073,16.1,56140
36075,15.7,59394
36077,13.8,61664
36079,6.6,107014
36081,13.6,72807
36083,12.3,74106
36085,11.9,84744
36087,15.2,98054
36089,15,55531
36091,7.7,87154
36093,12.9,72357
36095,12.9,67080
36097,13.6,57706
36099,13.4,60985
36101,13.7,57584
36103,6.4,112681
36105,17.1,57017
36107,11.7,64052
36109,16.2,65402
36111,11.3,77427
36113,10.2,69314
36115,12.3,61633
36117,10,65299
36119,9.4,109131
36121,9.4,66261
36123,10.6,63619
37000,13.5,61997
37001,12.5,58847
37003,12.6,52989
37005,17.8,45239
37007,21.2,40773
37009,14.2,45551
37011,17,48470
37013,20.1,50312
37015,20.7,41280
37017,21.6,42398
37019,9.8,67286
37021,11.7,63838
37023,14.3,53758
37025,9.4,79148
37027,14.8,44705
37029,8,79162
37031,11.8,63146
37033,20.7,50879
37035,13.5,59841
37037,12.2,82764
37039,13.9,44211
37041,17.6,48568
37043,13.8,51537
37045,18,49009
37047,23.4,41206
37049,12.6,57628
37051,15.8,52463
37053,8.6,82759
37055,8.7,68682
37057,13.6,53473
37059,9.7,67224
37061,19.1,45149
37063,13.4,71436
37065,22.4,41157
37067,14.3,60228
37069,12.5,63687
37071,14.9,56017
37073,13.5,59762
37075,17.1,43647
37077,14,62715
37079,23.3,42884
37081,13.5,60915
37083,27.3,38944
37085,13.3,61701
37087,13.7,51817
37089,12,60384
37091,24.5,40461
37093,15.5,54948
37095,21,44880
37097,9.5,69734
37099,18.7,50652
37101,11.8,69889
37103,17.6,47616
37105,15.1,56679
37107,21.1,44244
37109,8.8,73319
37111,14.5,50476
37113,14.2,49406
37115,15.3,51849
37117,20.1,43261
37119,10.2,75138
37121,15,49086
37123,17.6,52897
37125,9.2,69373
37127,14.8,55956
37129,11.9,66212
37131,23.6,40524
37133,13.9,55645
37135,12.2,79814
37137,15.3,53732
37139,15.4,51365
37141,10.8,69555
37143,15.5,53760
37145,17.5,55287
37147,21.6,48116
37149,12.3,58064
37151,13.5,57088
37153,26.2,42158
37155,27.9,38613
37157,18.1,46868
37159,17,56441
37161,17.5,44477
37163,20.4,48267
37165,24.4,44060
37167,14.5,57465
37169,13.1,57763
37171,16.1,51820
37173,17.4,47838
37175,12.5,61737
37177,21.1,39970
37179,7.7,87553
37181,20.8,45557
37183,9.4,91558
37185,19.9,44794
37187,20.7,42582
37189,21.8,55183
37191,18.7,49955
37193,17.1,47891
37195,18.8,48777
37197,12.7,56547
37199,17.4,46299
38000,10.9,67603
38001,12,56364
38003,11.2,61111
38005,26.3,47080
38007,10.8,77375
38009,11.2,67400
38011,9,68253
38013,8.9,71492
38015,8.3,71980
38017,10.6,66351
38019,8,65006
38021,11.2,55270
38023,10.8,64646
38025,11,75713
38027,11.7,57277
38029,13.4,55883
38031,8.9,69364
38033,12.7,63973
38035,13.6,64804
38037,17.3,48544
38039,10.7,59520
38041,14.4,54282
38043,14.2,55020
38045,10.9,65932
38047,14.2,51318
38049,11.9,64262
38051,13.8,54211
38053,9.1,86294
38055,10.6,68419
38057,8,78823
38059,9.9,71415
38061,11.2,71941
38063,10.4,62095
38065,11.1,72965
38067,9.7,63809
38069,12.3,55747
38071,12.3,63973
38073,8.9,71594
38075,8.5,66937
38077,10.1,65184
38079,27.2,47394
38081,9,69666
38083,16.5,49374
38085,42.8,40307
38087,12.8,57922
38089,10.1,73453
38091,8.5,77013
38093,11.7,63871
38095,11.4,66452
38097,9.9,72320
38099,11.9,61472
38101,9.4,69957
38103,12.4,63665
38105,8.5,77051
39000,13.3,62286
39001,18.9,47001
39003,15.3,52518
39005,10.9,59117
39007,15.7,48916
39009,20.9,49023
39011,7.9,64942
39013,15.9,50602
39015,16.8,58990
39017,11.6,72859
39019,13.3,56287
39021,10.6,64876
39023,16,59077
39025,9.5,70789
39027,12,62999
39029,16.7,51019
39031,13.9,50135
39033,13.5,50656
39035,16.2,55250
39037,10.4,59456
39039,10.1,66697
39041,4.1,118661
39043,12.6,59226
39045,8.2,80245
39047,16.3,58020
39049,14.3,66056
39051,8.1,68985
39053,18,49575
39055,6.2,91701
39057,10.3,79035
39059,15.2,50599
39061,15.7,64087
39063,10,65866
39065,16.9,53940
39067,14.1,50691
39069,8.9,69634
39071,13.9,56772
39073,16.5,55814
39075,10.1,70027
39077,11.2,62153
39079,17.7,48745
39081,17.2,50442
39083,12.5,61642
39085,7,74208
39087,17.2,49916
39089,11,72936
39091,10.1,65499
39093,12.8,63348
39095,17.4,53379
39097,13.4,71958
39099,19.3,50216
39101,15.8,53172
39103,6.1,86880
39105,21.1,45935
39107,7.3,67958
39109,8.2,65537
39111,14.2,53036
39113,15.2,56636
39115,16.4,46327
39117,11.3,62516
39119,15.8,52806
39121,16.3,50109
39123,8.4,71409
39125,10.3,60274
39127,13.9,63329
39129,10.2,72652
39131,19.2,49357
39133,12.4,65445
39135,11,56134
39137,7.1,72588
39139,13.4,51733
39141,18.9,53068
39143,13.1,54399
39145,23.9,43981
39147,12,59292
39149,10.7,63848
39151,12.8,59205
39153,12.5,63191
39155,15.5,51838
39157,12.4,58282
39159,5.5,98167
39161,8.9,61842
39163,19.3,46511
39165,5.9,97011
39167,13.6,55133
39169,9.6,60709
39171,9,57131
39173,10.9,64702
39175,7.9,65757
40000,15.4,55829
40001,20.8,43371
40003,16.4,55157
40005,17.1,44489
40007,11.6,60260
40009,18.4,46744
40011,18,50068
40013,16.5,47916
40015,26.1,44121
40017,8.2,75806
40019,14.2,53211
40021,21.8,42269
40023,18.6,41228
40025,15.9,50300
40027,12.3,67692
40029,18.7,44733
40031,19.2,50090
40033,17.6,48703
40035,17.5,48825
40037,14.3,53287
40039,17,51098
40041,18.1,47774
40043,16.4,53165
40045,12.9,52503
40047,12.9,59514
40049,15.6,50043
40051,13.4,61326
40053,14.1,51688
40055,23,39391
40057,27.8,38826
40059,11.4,58116
40061,21.5,36954
40063,21.4,39603
40065,14.9,55293
40067,24.2,37798
40069,20.9,47039
40071,15.8,50034
40073,10.7,66770
40075,20.6,40937
40077,20,37294
40079,23.5,42198
40081,15.8,51525
40083,13.1,68955
40085,15.3,52205
40087,9.2,72895
40089,21.5,43930
40091,18.1,42506
40093,10.7,55948
40095,14.9,49443
40097,14.6,53161
40099,13.5,55997
40101,19.2,44521
40103,11.8,58612
40105,15.5,50228
40107,26.8,36567
40109,16.3,57890
40111,18,46411
40113,12.3,56156
40115,20.5,45523
40117,14.8,52367
40119,20.7,50651
40121,18.2,47589
40123,17.4,51044
40125,14.4,51569
40127,18.2,42360
40129,15,54944
40131,9.7,69436
40133,20.1,42053
40135,19.6,43293
40137,18.9,49840
40139,12.9,56229
40141,20.9,44231
40143,14.7,59232
40145,9.7,70603
40147,16.7,54108
40149,15.9,51073
40151,14.7,51371
40153,14,56666
41000,12.2,71441
41001,16,53107
41003,17.3,65419
41005,8.4,91076
41007,12.9,59539
41009,10.2,78267
41011,17.4,54067
41013,12,65755
41015,14.8,52586
41017,8.7,79648
41019,16.5,52042
41021,10.4,69135
41023,15.6,53079
41025,16.2,50113
41027,10.9,70850
41029,13.5,63308
41031,15.9,59317
41033,16.8,49833
41035,19.1,49660
41037,15.7,52012
41039,14.4,61509
41041,15.2,52751
41043,12.1,64834
41045,20,51466
41047,13.3,64412
41049,13.8,67334
41051,12.4,77851
41053,11,71606
41055,12.8,69892
41057,14.6,56158
41059,13.2,58764
41061,17.5,53294
41063,12.9,58311
41065,13.3,59638
41067,8.6,91899
41069,17.4,43468
41071,10.9,75303
42000,12,68931
42001,8.6,72849
42003,11.3,68874
42005,11.8,54089
42007,11.1,64593
42009,11.6,52984
42011,12.9,68693
42013,11.9,55843
42015,13.7,55199
42017,6.5,99755
42019,8.5,77902
42021,12.9,52441
42023,13.4,47588
42025,14,58295
42027,15.2,66239
42029,6.6,109616
42031,11.8,55551
42033,14.2,54539
42035,13.2,54171
42037,16.2,56300
42039,15,55141
42041,8,81975
42043,11.8,66121
42045,10.1,78194
42047,10.1,56843
42049,15.8,56799
42051,15.9,47812
42053,19.6,46432
42055,9.5,66983
42057,11.4,55100
42059,14.8,55287
42061,13.9,54516
42063,13.7,51887
42065,13.3,51099
42067,9.9,55279
42069,13.7,61227
42071,8.8,75619
42073,12.2,58307
42075,9,71826
42077,11.1,68688
42079,12.8,58645
42081,10.7,58862
42083,13.4,54377
42085,12.9,54112
42087,15.1,51503
42089,11.3,74989
42091,7,102648
42093,9.3,68053
42095,9.7,78768
42097,11.8,50930
42099,7.9,76010
42101,22.3,52882
42103,8.8,70065
42105,16.1,51348
42107,12.8,57868
42109,9.7,61208
42111,12.9,53770
42113,12.9,55516
42115,12,56995
42117,13.3,56920
42119,12.1,67424
42121,13.1,56992
42123,12.3,54073
42125,9.1,68238
42127,12.6,54336
42129,11.2,63184
42131,11.6,63118
42133,9.2,72949
44000,12.1,73324
44001,7.5,94553
44003,8.1,74282
44005,9.7,85764
44007,14.3,66610
44009,9.2,90152
45000,14.5,59447
45001,14.8,49485
45003,15.5,56711
45005,35.4,31262
45007,15.9,58951
45009,25.9,37906
45011,23,42265
45013,11.3,72661
45015,10.2,74289
45017,18.7,39476
45019,13.8,71755
45021,18.8,45829
45023,17.3,46500
45025,20.2,45395
45027,20.8,41240
45029,20.9,46629
45031,20.9,46291
45033,26.1,39613
45035,9.9,71548
45037,16.8,57774
45039,20.6,40766
45041,18.8,52062
45043,14.7,58419
45045,10.9,68487
45047,15.9,52462
45049,23.5,41281
45051,12.6,56342
45053,16.1,54099
45055,14,54900
45057,11.8,68993
45059,18.5,53130
45061,25.9,39125
45063,11.1,65016
45065,19.5,50005
45067,29.2,37534
45069,24.1,38254
45071,14.9,57072
45073,16.4,53432
45075,26.5,39832
45077,17.8,54415
45079,17,56940
45081,16.5,50440
45083,13.7,60470
45085,20,48286
45087,20.1,43615
45089,21.2,40235
45091,9.7,73466
46000,11.9,66843
46003,9.9,56110
46005,12.7,53648
46007,31,41607
46009,14,54009
46011,12.6,61581
46013,11.6,62070
46015,12.8,58516
46017,35.9,25653
46019,12.2,53812
46021,10.9,61892
46023,22.6,50712
46025,10.6,59637
46027,16.8,51388
46029,9.6,65106
46031,41.9,34372
46033,9.8,68600
46035,11.4,60924
46037,14.5,56687
46039,9.1,63342
46041,23.7,45120
46043,11.4,60711
46045,10.1,67142
46047,13.5,52113
46049,15.7,59970
46051,9.8,66697
46053,14.2,45603
46055,10.7,54380
46057,7.8,75467
46059,8.7,64118
46061,8.2,79602
46063,11.5,58187
46065,9.8,72724
46067,12.8,60502
46069,11.3,60715
46071,28.1,39639
46073,13.2,67818
46075,12.9,53891
46077,9.3,60106
46079,9.6,67151
46081,13,62652
46083,3.9,91352
46085,20.7,48076
46087,9.2,69208
46089,16.7,49970
46091,11.2,62871
46093,9.3,63475
46095,30,40223
46097,10.9,60032
46099,9.5,73040
46101,10.5,66527
46102,43.5,35046
46103,11.6,64387
46105,14.3,49810
46107,10.1,64542
46109,17.6,55666
46111,12.4,61286
46115,11.2,62269
46117,7.5,73957
46119,7.5,62078
46121,39.8,36362
46123,20.5,50688
46125,9.7,66854
46127,6.5,87314
46129,16.4,53162
46135,11,65826
46137,38.1,37066
47000,13.7,59698
47001,14.3,58633
47003,13.4,55420
47005,18.3,45165
47007,22.1,44867
47009,9.7,62724
47011,11.7,56273
47013,19.9,44325
47015,14.9,53093
47017,15.9,45997
47019,17.1,45293
47021,8.6,75162
47023,17.6,51615
47025,17.1,43331
47027,18.7,39770
47029,21,40572
47031,15.6,55070
47033,15.6,50792
47035,14.9,52000
47037,15,65463
47039,17.7,48292
47041,15.5,45612
47043,12.1,61219
47045,16,51499
47047,12.3,70943
47049,19.9,41469
47051,12.4,57723
47053,13.4,51280
47055,12.4,55468
47057,16.9,46983
47059,12.5,54166
47061,20.5,41266
47063,18.4,48483
47065,12.6,65689
47067,27.6,34055
47069,20.9,44314
47071,17.6,50309
47073,16.5,49873
47075,21.3,42634
47077,13.6,53282
47079,16.4,45980
47081,16.3,50345
47083,15.3,48788
47085,12.1,55298
47087,21.2,43611
47089,14.7,50969
47091,23.7,42230
47093,12.1,64817
47095,33.4,29281
47097,21.5,42280
47099,13.6,49794
47101,14.7,50422
47103,14.6,52018
47105,9.6,72378
47107,14.5,50480
47109,15.4,45083
47111,15.9,49357
47113,17.1,53954
47115,16.2,51898
47117,11.1,64710
47119,10.3,68425
47121,15.2,51337
47123,15.6,50364
47125,10.8,63593
47127,9.7,62609
47129,18.1,48122
47131,15.5,50021
47133,14.9,45793
47135,17,43998
47137,14.2,44566
47139,13.5,50863
47141,13.7,52138
47143,15.8,50479
47145,13.1,56355
47147,10.5,67539
47149,8.7,77942
47151,22.4,40788
47153,13.6,55099
47155,13.2,51771
47157,18,54931
47159,11.7,56567
47161,13.3,56764
47163,17.1,49489
47165,8.6,71268
47167,13.1,62814
47169,17.8,49014
47171,14.5,44971
47173,15.6,51102
47175,17,45565
47177,15.6,48444
47179,14.3,56071
47181,19.8,47563
47183,18,44799
47185,16.4,45239
47187,4,123474
47189,7.5,82489
48000,14.2,66959
48001,20.4,54515
48003,11.8,70005
48005,18.4,50620
48007,15.1,55435
48009,9.6,69286
48011,9.9,64401
48013,16.4,57905
48015,10.4,68150
48017,16.1,47375
48019,11.4,69051
48021,11.5,72809
48023,17.6,45408
48025,27.1,45431
48027,14.3,58878
48029,14.8,63014
48031,9,69247
48033,9.9,69744
48035,13.2,56041
48037,17.8,52934
48039,9,82165
48041,22.6,50494
48043,13.3,51197
48045,14.7,49905
48047,28.6,33460
48049,15.3,48803
48051,14.4,57469
48053,9.9,72510
48055,12.8,60063
48057,14.6,70662
48059,12.1,56708
48061,24.6,46436
48063,16.7,51024
48065,9.1,66548
48067,18.2,42896
48069,16.2,62236
48071,10.4,89767
48073,18.1,48664
48075,21.1,42758
48077,10.7,60973
48079,21.3,42274
48081,15.1,46767
48083,19.3,42253
48085,6.6,102119
48087,16.9,45734
48089,12.4,62004
48091,5.3,93487
48093,16.1,49076
48095,14.9,48563
48097,13,58060
48099,13.6,59718
48101,18.8,44590
48103,11.3,63555
48105,14.6,53159
48107,23.2,42728
48109,19.6,48217
48111,10.5,70895
48113,14.4,63549
48115,21.3,43627
48117,17.3,50967
48119,15.8,50329
48121,7.4,98027
48123,17.1,54279
48125,20.7,42690
48127,25.7,41838
48129,16.9,44353
48131,30,37921
48133,18.5,47526
48135,16.6,58389
48137,20.1,47573
48139,8.8,87698
48141,20.1,50983
48143,17.9,51964
48145,20.3,46173
48147,14.3,56794
48149,11,64711
48151,15.3,51362
48153,18.2,43855
48155,17.4,42616
48157,7.2,98070
48159,14.8,51885
48161,15.8,48397
48163,26.7,47833
48165,13.8,58712
48167,12.1,77627
48169,24.8,43890
48171,8.8,71594
48173,8.5,116958
48175,14.7,58937
48177,16.1,48164
48179,17.7,45530
48181,11.2,62678
48183,16.1,57608
48185,16.1,52540
48187,9.5,80145
48189,19.6,47373
48191,24.1,34766
48193,14.8,53759
48195,11.7,57692
48197,17.2,45677
48199,9.7,67183
48201,16.4,63539
48203,15,56645
48205,10.4,71332
48207,20.6,43546
48209,12.4,79336
48211,10.2,65387
48213,15.8,50348
48215,28.8,44260
48217,13.9,52495
48219,16.4,51078
48221,10.2,68911
48223,14.5,56680
48225,19.8,45603
48227,16.9,55842
48229,24,38904
48231,13.8,58326
48233,12.6,56646
48235,8.8,69966
48237,16,51846
48239,13.5,60666
48241,23.8,50038
48243,21.3,56149
48245,19.2,55575
48247,23.2,37454
48249,21.4,43852
48251,9.8,76226
48253,19.7,52288
48255,22.1,48470
48257,8.9,73660
48259,6.8,102832
48261,14.2,42379
48263,11.5,54154
48265,12.4,60834
48267,15.6,48671
48269,11.6,74890
48271,19,50567
48273,24.6,49226
48275,17.1,45558
48277,17,50787
48279,19.1,48981
48281,12.2,64401
48283,28.6,40549
48285,12.4,54421
48287,12.8,59469
48289,16.3,51582
48291,15.6,57174
48293,16.8,50381
48295,13.3,64249
48297,17.7,52910
48299,12.1,61037
48301,5.3,100917
48303,16.1,57270
48305,16.8,50374
48307,17.3,43525
48309,14.7,58524
48311,12.1,63120
48313,17.5,48251
48315,23,43178
48317,13.3,69505
48319,11.8,56690
48321,22.9,50054
48323,20.5,41815
48325,14.2,62907
48327,19.4,41507
48329,10.5,84837
48331,14.6,53320
48333,13.7,54948
48335,19.2,44476
48337,14.1,54988
48339,10.5,87831
48341,11.9,61833
48343,18.5,44957
48345,16.9,47835
48347,20.8,46970
48349,16,51015
48351,19.8,44030
48353,18.3,44342
48355,18.2,59337
48357,11.8,60914
48359,15.7,62868
48361,12.5,65908
48363,14.8,57580
48365,13.5,54244
48367,7.9,85613
48369,15.2,56632
48371,22.6,49291
48373,16.9,50827
48375,20.7,45904
48377,21.3,39791
48379,12.8,57294
48381,9.1,72082
48383,11.9,65162
48385,15.6,46907
48387,18.7,46134
48389,22.2,46275
48391,15.5,46695
48393,7.4,73224
48395,16.9,50816
48397,5.1,120696
48399,15.3,48190
48401,16.8,53186
48403,16.3,46233
48405,22.7,43335
48407,17.3,52302
48409,16.4,58227
48411,17.9,45437
48413,14.8,52408
48415,15.1,49727
48417,12,61351
48419,19.6,43244
48421,12,62557
48423,13,62903
48425,9.3,68280
48427,31.6,33535
48429,16.2,46064
48431,11.8,69212
48433,15.5,49813
48435,13.9,59905
48437,20.9,45509
48439,11.6,71399
48441,17.9,53820
48443,17.4,44343
48445,22.3,42225
48447,15,46253
48449,16,49513
48451,13.2,60750
48453,11.2,84519
48455,17.1,46569
48457,17.5,46955
48459,14.9,51634
48461,15.6,49340
48463,20.5,48438
48465,18.8,50532
48467,13.3,59929
48469,16.2,57142
48471,23.9,43012
48473,13.6,65437
48475,14.1,58461
48477,14,66601
48479,22.6,50865
48481,15.9,56522
48483,14.1,49282
48485,14.6,53148
48487,14.1,48117
48489,34.3,37087
48491,6,96653
48493,9.8,78794
48495,14.7,62477
48497,10.2,77668
48499,14.1,53485
48501,12.8,66816
48503,14.8,53715
48505,28.9,37474
48507,25.4,35046
49000,8.7,79449
49001,9.2,59437
49003,8,69538
49005,11,69670
49007,15.9,50503
49009,7.2,57400
49011,6.4,93260
49013,13.1,63327
49015,11.8,62257
49017,9.9,56943
49019,11.1,52645
49021,13.3,61421
49023,8.8,77036
49025,9.4,62311
49027,10.2,68131
