"FIPS_Code","PCTPOVALL_2021","MEDHHINC_2021"
49029,4.5,111472
49031,15.1,50768
49033,8,70815
49035,8.8,80676
49037,26.8,48071
49039,11.7,62098
49041,9.7,68303
49043,5.8,124354
49045,5.6,90591
49047,11.9,64105
49049,8.1,86597
49051,4.9,102206
49053,9.4,63639
49055,11.1,57768
49057,9.3,72348
50000,10.2,72415
50001,8.4,79756
50003,12.5,65185
50005,12.5,59762
50007,10,84290
50009,14.4,50840
50011,9.2,69583
50013,7.7,80693
50015,8.7,64083
50017,9.8,71487
50019,12.6,54346
50021,10.5,59916
50023,8.8,75692
50025,11.3,64381
50027,9.7,65086
51000,10.3,80926
51001,16.2,50949
51003,7,91849
51005,13.3,49197
51007,9.9,62884
51009,12.4,57294
51011,11.5,58860
51013,7.9,124474
51015,8.5,69243
51017,11.1,56200
51019,8.8,66026
51021,14.4,50492
51023,7,74081
51025,21.3,47401
51027,23.9,38087
51029,16.8,54263
51031,10.9,53059
51033,10.9,73390
51035,14.6,45956
51036,11.4,63299
51037,16.9,48382
51041,7.4,86101
51043,7.2,91603
51045,11.5,57299
51047,8.9,82220
51049,14.8,52200
51051,22,39722
51053,11.9,66397
51057,11.5,59012
51059,7.1,133845
51061,6.5,106714
51063,12.1,54765
51065,7.7,77226
51067,11.2,60062
51069,7.5,85262
51071,11.8,55018
51073,8.4,75630
51075,6.3,104379
51077,17.6,42553
51079,7.8,76941
51081,24.4,49323
51083,16,46244
51085,6.7,95195
51087,7,78888
51089,17,45784
51091,13.1,48972
51093,8.2,86286
51095,7,92270
51097,14.1,59730
51099,6.5,98668
51101,7.1,79378
51103,12,58578
51105,25.1,38529
51107,3.6,153716
51109,10,68838
51111,18.7,44852
51113,9.4,67527
51115,9.1,69978
51117,15.7,48013
51119,13,62710
51121,23.3,57752
51125,12.4,61224
51127,4.9,102920
51131,17.6,51059
51133,13.1,63255
51135,21,46442
51137,8.9,94547
51139,13.4,53449
51141,14.3,46963
51143,13.1,52006
51145,6,99854
51147,18.7,51239
51149,10.4,79710
51153,6.4,116354
51155,13.5,53111
51157,9.1,80098
51159,16.9,53959
51161,8.1,73438
51163,10.2,59252
51165,8.3,72392
51167,18.4,45254
51169,19.6,42894
51171,9.8,65308
51173,17.5,42303
51175,14.1,57965
51177,7.2,100162
51179,5.4,116569
51181,12.2,61358
51183,19.5,54282
51185,19.6,40728
51187,9.2,73546
51191,13.3,54223
51193,15.1,59959
51195,19.2,41994
51197,16.9,51206
51199,5.1,97500
51510,9.9,100877
51520,18.4,41272
51530,15.1,47144
51540,21.6,61255
51550,8.3,87057
51570,9.4,59455
51580,17.4,43075
51590,24.2,37652
51595,21.1,41610
51600,7.3,107334
51610,4,142430
51620,19.6,46460
51630,14.2,77437
51640,21,42023
51650,12.4,57662
51660,25,50250
51670,20.8,47263
51678,21,53400
51680,17.8,52127
51683,8.6,100530
51685,7.3,87255
51690,19.9,38571
51700,15.8,58303
51710,16.9,56951
51720,20.4,38316
51730,22.8,40682
51735,5.4,105525
51740,17.6,53618
51750,25.6,48898
51760,21.1,52011
51770,17.9,47545
51775,10.5,60740
51790,12,54508
51800,10.6,78090
51810,9.4,81364
51820,12.3,54106
51830,19.3,61750
51840,12.5,55908
53000,9.9,84155
53001,16,57405
53003,13.9,56438
53005,10.6,77339
53007,10.8,64700
53009,12,62623
53011,9,83790
53013,13.2,59650
53015,12.6,70104
53017,10,64932
53019,17.5,50565
53021,11.8,79532
53023,13.2,61268
53025,11.7,61815
53027,13.7,55018
53029,8.1,76729
53031,11.2,61548
53033,9.3,110351
53035,8.7,86826
53037,14.4,62721
53039,13,61542
53041,13.5,63828
53043,11.3,64692
53045,12.6,73696
53047,16,55233
53049,13.4,58715
53051,15.9,55060
53053,8.2,85492
53055,10.8,71678
53057,11.6,72831
53059,10.9,75158
53061,7.2,99650
53063,11.2,65571
53065,13.6,60180
53067,9.9,81544
53069,11.7,64777
53071,12.1,63631
53073,13,71739
53075,18.1,53140
53077,14.7,60058
54000,16.8,51122
54001,19.7,43545
54003,9.9,70893
54005,24.7,41227
54007,21.3,41587
54009,13,52217
54011,19,46923
54013,23.8,38835
54015,22.3,38261
54017,18.1,48473
54019,19.9,40478
54021,25.3,40450
54023,15.2,47357
54025,18.9,41958
54027,15.9,52186
54029,14.9,52301
54031,17.5,51591
54033,14.6,52026
54035,15.4,58606
54037,9.7,85277
54039,15.9,55069
54041,17.9,47275
54043,20.3,41452
54045,23.5,40394
54047,31.7,28720
54049,15.1,51252
54051,16.4,51385
54053,18.6,44360
54055,18.1,45679
54057,13.5,54960
54059,31.1,33416
54061,18.3,56706
54063,15.3,47344
54065,12.8,58460
54067,19.8,47186
54069,14.7,53560
54071,16,48035
54073,14.3,53712
54075,16.2,40260
54077,14.3,57174
54079,10.1,66946
54081,22,42525
54083,17.6,44451
54085,19.2,47873
54087,18.2,41202
54089,24.8,40704
54091,16,51580
54093,14.7,49097
54095,14,51594
54097,18.6,49704
54099,16.2,49227
54101,25.2,36919
54103,16.4,50110
54105,17.7,50160
54107,14.7,53435
54109,25,37522
55000,10.8,67150
55001,15.2,53592
55003,14.6,54799
55005,9.2,60371
55007,11.6,63136
55009,9.3,67232
55011,8.9,61382
55013,12.2,56874
55015,5.3,78666
55017,9.9,62306
55019,12.4,59258
55021,7.7,74842
55023,11.9,57130
55025,11.3,77653
55027,8.5,67743
55029,8.7,64818
55031,14.4,58412
55033,12.2,64065
55035,12.5,63073
55037,10.5,62243
55039,8.1,69428
55041,13.7,52275
55043,12.6,57861
55045,7.1,73386
55047,13,59732
55049,7.5,73294
55051,12.2,50731
55053,12.6,59478
55055,7.5,69247
55057,13.9,57000
55059,10.7,71051
55061,7.7,71861
55063,12.1,62302
55065,9.8,66719
55067,12.2,57229
55069,10.2,62064
55071,10.7,59774
55073,7.6,74050
55075,9.3,56942
55077,12,60020
55078,24.2,42976
55079,17.8,56417
55081,11.4,62742
55083,8.3,68480
55085,9.2,60679
55087,7.3,73882
55089,4.7,91014
55091,9.8,66179
55093,8.5,80354
55095,8.5,68732
55097,10.4,66471
55099,11.7,56249
55101,12.4,69021
55103,13.7,59120
55105,10.1,66383
55107,13.8,51585
55109,5.4,94629
55111,9.7,70254
55113,14.4,51748
55115,9.7,62669
55117,8.7,64133
55119,10.3,59473
55121,9.6,63235
55123,14.7,60041
55125,11.5,61716
55127,10.3,70688
55129,11.8,57536
55131,5.2,85266
55133,5,94506
55135,10,63216
55137,12.9,57188
55139,11,64640
55141,11.3,55946
56000,10.6,66508
56001,17.7,53112
56003,12.6,58697
56005,8.5,88491
56007,12.3,63984
56009,9.7,74174
56011,7.5,63270
56013,14.8,56316
56015,13,53428
56017,13.1,54680
56019,10,57275
56021,9.9,63134
56023,7.6,75872
56025,10.7,63940
56027,15.6,50733
56029,11.4,63286
56031,11.7,59634
56033,9.5,63745
56035,7.1,76703
56037,9.2,74677
56039,5.9,102709
56041,9.4,70162
56043,10.2,62176
56045,10.4,62509
