"GEOID","CountyFIPS","StateAbbr","COUNTY","E_TOTPOP","M_TOTPOP","Tract_Generation","Tract_NAMEPCAP","Tract_PLNOXAN","Tract_PLSO2AN","Tract_PLCH4AN","Tract_UNNOX","Tract_UNSO2","Tract_UNCH4","RPL_EBM","RPL_HVM","RPL_SVM","E_PM","E_OZONE","E_DSLPM","E_COAL","EP_UNINSUR","EP_AGE65","EP_ASTHMA","EP_BPHIGH","EP_CANCER","EP_MHLTH","geometry"
"37071031402","37071","NC","Gaston",2492,150,9427,5,NA,NA,NA,NA,NA,NA,0.8114,0.6,0.4638,10.05,0.67,0.42,0,3.3,24.6,9.7,38.4,8.6,14.4,c(-81.13735, 35.30498)
"37071031500","37071","NC","Gaston",3760,459,101.001,5.4,2.769,0.267,12.183,2.769,0.267,12.183,0.9156,0.8,0.9802,10.01,0.67,0.44,0,18.6,17.4,12.9,42.1,6.6,21.6,c(-81.205219, 35.28914)
"37071032100","37071","NC","Gaston",2952,436,9,1.8,0.149,0.014,0.615,0.149,0.014,0.615,0.8179,1,0.9903,10.06,0.67,0.55,0,19.6,19.8,10.9,40.2,7.9,16.6,c(-81.1383, 35.2747)
"37071033202","37071","NC","Gaston",2232,202,8291,4.3,NA,NA,NA,NA,NA,NA,0.9858,0,0.5432,10.01,0.67,0.33,0,9.7,14.7,10,33.3,6.9,14.9,c(-81.189078, 35.229033)
"37073970100","37073","NC","Gates",3905,271,18469,10,NA,NA,NA,NA,NA,NA,0.0322,0.6,0.7531,7.74,0.33,0.15,0,6.9,23.1,10.1,41.3,7.7,14,c(-76.597825, -76.581, 36.437752, 36.443)
"37073970300","37073","NC","Gates",3641,256,9531,5,NA,NA,NA,NA,NA,NA,0.1185,0.6,0.5561,7.99,0.33,0.15,0,6.2,18.6,10.5,39.5,7,15.1,c(-76.803611, 36.450833)
"37075920100","37075","NC","Graham",2554,294,811865.001,185,NA,NA,NA,NA,NA,NA,0.0101,0.6,0.4466,8.14,0,0.09,0,15.2,28.3,9.8,39.4,8.9,14.2,c(-83.9383, -83.863889, 35.4478, 35.4475)
"37077970101","37077","NC","Granville",4876,476,4880,2.5,NA,NA,NA,NA,NA,NA,0.1569,0.4,0.6991,8.96,0,0.14,0,5.6,20.9,10.3,39.6,7.1,14.6,c(-78.593889, 36.411667)
"37077970200","37077","NC","Granville",4820,479,34419,25,NA,NA,NA,NA,NA,NA,0.4808,0.8,0.8705,9.14,0,0.22,0,11.1,20.1,10.6,43.4,7.9,14.3,c(-78.612, -78.626111, -78.622242, -78.584212, -78.598507, 36.383, 36.366944, 36.326821, 36.353533, 36.372546)
"37077970300","37077","NC","Granville",3529,424,NA,15.2,NA,NA,NA,NA,NA,NA,0.6405,0.8,0.9326,9.32,0,0.25,0,13.8,19,10.9,40.9,6.9,15.6,c(-78.604589, -78.633283, -78.653997, 36.288911, 36.289625, 36.271819)
"37081012803","37081","NC","Guilford",8474,763,18890,5,0,2.924,0,105.455,3.927,405.992,0.7358,0.6,0.7604,9.59,1,0.38,0,12.9,11.4,10.9,37.7,6,14.5,c(-79.723622, 36.10447)
"37081014406","37081","NC","Guilford",2576,219,184,5.6,3.868,0.373,17.011,3.868,0.373,17.011,0.6439,0.6,0.7704,9.82,1,0.41,0,14.7,17.9,11.4,45.2,6.8,15,c(-79.9708, -79.9497, 35.9678, 35.9861)
"37081014501","37081","NC","Guilford",1136,159,-54,1.8,0.065,0.006,0.284,0.065,0.006,0.284,0.9755,0.8,0.9994,9.84,0.67,0.4,0,22.2,13.4,11.3,38,7.1,19.6,c(-79.990124, 35.924393)
"37081014503","37081","NC","Guilford",3618,342,48,1.8,1.631,0.158,7.183,1.631,0.158,7.183,0.6966,0.8,0.9949,9.84,1,0.42,0,16.7,8.4,12.5,39.4,5.3,19.5,c(-79.96, 35.97)
"37081016201","37081","NC","Guilford",6366,362,1351,1.3,NA,NA,NA,NA,NA,NA,0.6499,0,0.1582,9.45,1,0.31,0,6.3,12.5,8.5,27.9,7.1,11.4,c(-79.9692, 36.1053)
"37081016600","37081","NC","Guilford",2266,265,434.001,5.4,6.255,0.601,27.401,6.255,0.601,27.401,0.7329,0.4,0.8146,9.83,0.67,0.37,0,11.7,22.1,9.5,34.8,8.2,14.4,c(-79.9089, 35.9428)
"37081017000","37081","NC","Guilford",4681,437,15569,9,NA,NA,NA,NA,NA,NA,0.3595,0.2,0.4436,9.55,0,0.2,0,8.3,21.7,9.1,33.5,8.1,13.2,c(-79.60948, -79.618368, 35.97485, 35.975586)
"37081017200","37081","NC","Guilford",8084,766,8789,5,NA,NA,NA,NA,NA,NA,0.2248,0,0.3552,9.55,0.33,0.31,0,5.1,17.2,9.2,32.6,7.2,12.8,c(-79.548056, 35.991111)
"37083930100","37083","NC","Halifax",3246,346,68437,36,NA,NA,NA,NA,NA,NA,0.4724,0.8,0.9641,8.62,0,0.23,0,14.1,18.9,12.6,49.9,7.3,18.2,c(-77.571, -77.593, 36.371, 36.395)
"37083930200","37083","NC","Halifax",4617,352,189504.39,28.3,63.144,448.376,17258.44,635.548,4512.896,173706.056,0.5421,0.6,0.6718,8.68,0,0.36,0,4.1,19.7,9.9,37.6,7.7,13.8,c(-77.6414, 36.4769)
"37083930300","37083","NC","Halifax",4300,353,294966,280,NA,NA,NA,NA,NA,NA,0.414,0.8,0.9405,8.68,0,0.29,0,15.6,14.3,10.9,39.8,7,16.8,c(-77.6722, -77.6594, 36.4789, 36.4517)
"37083930600","37083","NC","Halifax",4333,369,27319,16,NA,NA,NA,NA,NA,NA,0.2511,0.8,0.7544,8.65,0,0.21,0,9.6,17.7,12,46.8,7.1,17.6,c(-77.655833, 36.418333)
"37083930800","37083","NC","Halifax",5047,377,13642,15,NA,NA,NA,NA,NA,NA,0.0651,0.8,0.8688,8.7,0,0.15,0,10.1,18.6,13.4,49.2,6.7,19.4,c(-77.897552, 36.23891)
"37083931000","37083","NC","Halifax",3168,360,58688,30,NA,NA,NA,NA,NA,NA,0.1329,0.8,0.8436,8.51,0,0.17,0,8.7,24.3,10.8,48.7,6.2,15.9,c(-77.631511, -77.633477, -77.624, 36.348734, 36.345842, 36.213)
"37085070300","37085","NC","Harnett",5062,348,4022,2,NA,NA,NA,NA,NA,NA,0.3504,1,0.9319,9.51,0,0.27,0,10.7,24.7,10.8,43.6,8.6,15.8,c(-78.610091, 35.330022)
"37085070401","37085","NC","Harnett",3904,373,9418,5,NA,NA,NA,NA,NA,NA,0.4747,0.6,0.7804,9.56,0,0.21,0,16.5,16.4,10.3,36.2,6.9,16,c(-78.690576, 35.414507)
"37085070402","37085","NC","Harnett",6773,602,8234,4.3,NA,NA,NA,NA,NA,NA,0.1062,0.6,0.8968,9.56,0,0.2,0,15.3,12.4,10.4,34.3,6,17.4,c(-78.603088, 35.41218)
"37085070500","37085","NC","Harnett",6224,182,6834,5,NA,NA,NA,NA,NA,NA,0.5199,1,0.8529,9.52,0,0.22,0,16.1,21.1,10.4,39.7,8,15.8,c(-78.661389, 35.333333)
"37085070600","37085","NC","Harnett",4520,439,9428,5,NA,NA,NA,NA,NA,NA,0.387,0.8,0.6121,9.52,0,0.2,0,15.1,12.5,10.9,39.9,6.1,15.8,c(-78.774331, 35.308639)
"37085070700","37085","NC","Harnett",5321,403,9790,5,NA,NA,NA,NA,NA,NA,0.5422,0.8,0.8992,9.57,0,0.21,0,8,16.4,10.4,40.1,6.2,16,c(-78.801, 35.368)
"37085070802","37085","NC","Harnett",4924,409,13926,7.8,NA,NA,NA,NA,NA,NA,0.4439,0.2,0.5632,9.59,0,0.22,0,8.3,9.7,10.2,23.1,4.2,16.3,c(-78.721683, -78.71433, 35.421964, 35.41424)
"37085070904","37085","NC","Harnett",3785,292,7558,5,NA,NA,NA,NA,NA,NA,0.1706,0,0.6833,9.69,0,0.25,0,16.1,13.7,9.6,32.3,5.8,14.8,c(-78.75, 35.516389)
"37087920101","37087","NC","Haywood",3483,396,383474.001,108,NA,NA,NA,NA,NA,NA,0.0171,0.4,0.4031,7.86,0.33,0.1,0,10,22.4,9.4,38.2,8.4,13.2,c(-83.0503, 35.6946)
"37087921301","37087","NC","Haywood",5069,433,2284,1.5,NA,NA,NA,NA,NA,NA,0.0531,0.4,0.3573,7.72,0.33,0.07,0,10.9,21.5,9.5,37.2,8.6,13.4,c(-82.890319, 35.473629)
"37089932000","37089","NC","Henderson",4290,405,21802,5,NA,NA,NA,NA,NA,NA,0.0819,0.2,0.2817,8.34,0.33,0.13,0,8.5,25.5,8.9,34,8.2,12,c(-82.389371, 35.245006)
"37091950300","37091","NC","Hertford",3567,433,224470,95,NA,NA,NA,NA,NA,NA,0.1745,0.6,0.7715,8.18,0,0.15,0,16,23.9,11.1,41.9,7.1,15.4,c(-77.085241, -77.066561, -77.060278, -77.076389, 36.248563, 36.29116, 36.270278, 36.260556)
"37091950401","37091","NC","Hertford",3546,308,16874,10,NA,NA,NA,NA,NA,NA,0.1797,0.8,0.7755,8.09,0,0.18,0,8.5,20.2,10.8,44.1,8.4,14.2,c(-76.993138, -76.997222, 36.306369, 36.306389)
"37093970202","37093","NC","Hoke",4224,492,9657,5,NA,NA,NA,NA,NA,NA,0.3164,0.8,0.8274,9.1,0,0.17,0,16.9,9.9,11.8,39.9,5.9,17.3,c(-79.268026, 34.983772)
"37093970300","37093","NC","Hoke",5237,374,8392,5,NA,NA,NA,NA,NA,NA,0.632,1,0.9881,9.18,0,0.21,0,17.9,19.1,11.4,45.9,7.5,16,c(-79.211944, 34.968889)
"37093970402","37093","NC","Hoke",3245,412,8329,4.8,NA,NA,NA,NA,NA,NA,0.2872,0.8,0.9876,9.14,0,0.17,0,22.1,15.2,13.8,45,5.9,21.3,c(-79.195833, 34.943889)
"37097060601","37097","NC","Iredell",5555,453,-50,2.2,0.084,0.008,0.364,0.084,0.008,0.364,0.4549,0.4,0.8236,9.74,0.67,0.54,0,6.4,17.6,9.9,39.6,7.3,14.6,c(-80.8542, 35.7972)
"37097060603","37097","NC","Iredell",1868,335,25995,3.2,0,4.653,0,201.382,6.25,646.096,0.8099,0.8,0.9597,9.83,0.67,0.35,0,23.1,18.3,10.6,40.1,6.8,17.3,c(-80.826001, 35.769281)
"37097060701","37097","NC","Iredell",2569,334,9547,5,NA,NA,NA,NA,NA,NA,0.7127,0,0.4837,9.78,0.67,0.28,0,15.6,15.9,9.6,33.6,6.6,14.8,c(-80.774867, 35.734972)
"37097060802","37097","NC","Iredell",3466,459,3962,4.9,NA,NA,NA,NA,NA,NA,0.4692,0.6,0.4982,9.41,0.33,0.22,0,11.5,15.2,9.9,36.1,6.9,15.7,c(-80.835488, 35.916178)
"37097061101","37097","NC","Iredell",3240,255,112008.999,25.8,NA,NA,NA,NA,NA,NA,0.3569,0,0.4695,9.59,0.33,0.2,0,10.5,17.3,9.5,34.1,7.1,14.5,c(-81.0894, 35.7575)
"37097061102","37097","NC","Iredell",3347,276,-43,1.8,0.075,0.007,0.331,0.075,0.007,0.331,0.6333,0.2,0.5759,9.66,0.67,0.25,0,10.4,17.6,9.6,36.3,7.3,15,c(-80.942709, 35.798462)
"37099950600","37099","NC","Jackson",10688,666,8100,3,NA,NA,NA,NA,NA,NA,0.0325,0.4,0.6914,7.77,0.33,0.09,0,7.1,11.4,10.4,22.1,4.1,18.5,c(-83.128111, 35.247011)
"37099950700","37099","NC","Jackson",2927,460,56803,19.8,NA,NA,NA,NA,NA,NA,0.0041,0.4,0.5848,7.63,0.33,0.07,0,11.4,14.2,9.9,36.3,7.4,15.5,c(-83.072007, -83.0028, 35.242677, 35.2139)
"37099950800","37099","NC","Jackson",2244,346,104341,28,NA,NA,NA,NA,NA,NA,0.0029,0.6,0.689,7.68,0.33,0.08,0,22.3,25.2,9.6,40.1,8.9,14.2,c(-83.125398, -83.0983, 35.233988, 35.2531)
"37101040301","37101","NC","Johnston",4899,476,2706,1.8,NA,NA,NA,NA,NA,NA,0.4137,0.8,0.9873,9.47,0,0.3,0,18.5,15.2,11.8,43,6.7,19.7,c(-78.2898, 35.5262)
"37101040400","37101","NC","Johnston",4422,311,8847,5,NA,NA,NA,NA,NA,NA,0.4095,0.2,0.7336,9.45,0,0.27,0,14.7,15.5,9.8,36,6.8,15,c(-78.192222, 35.504444)
"37101040600","37101","NC","Johnston",3821,354,21137,11.8,NA,NA,NA,NA,NA,NA,0.308,0.8,0.9502,9.44,0.33,0.23,0,15.1,8.8,11.5,43.9,6.8,18.1,c(-78.291129, -78.313889, -78.319751, 35.511698, 35.486944, 35.48835)
"37103920100","37103","NC","Jones",3472,288,NA,93.7,NA,NA,NA,NA,NA,NA,0.0293,1,0.9194,7.68,0,0.13,0,13.8,26.3,10.9,43.9,7.8,15.6,c(-77.186594, -77.2514, -77.219, -77.202453, 35.059582, 34.9915, 34.998, 35.035589)
"37103920300","37103","NC","Jones",3237,300,27972,16.9,NA,NA,NA,NA,NA,NA,0.2028,1,0.9521,8.18,0,0.13,0,18.6,19.6,11,41.7,7.7,17,c(-77.502759, -77.497, -77.503222, -77.53849, 35.19587, 35.205, 35.21377, 35.134054)
"37105030300","37105","NC","Lee",3015,485,3566,1.9,NA,NA,NA,NA,NA,NA,0.7465,0.8,0.9971,9.61,0,0.27,0,24.5,9.4,11.9,44.7,5.3,18.5,c(-79.180654, 35.462405)
"37105030401","37105","NC","Lee",4011,497,9481,5,NA,NA,NA,NA,NA,NA,0.8545,0.8,0.9644,9.67,0,0.26,0,20.6,15.1,10.7,37.1,5.7,16.9,c(-79.13444, 35.46777)
"37105030402","37105","NC","Lee",7509,753,26261,15,NA,NA,NA,NA,NA,NA,0.7153,0.8,0.9704,9.59,0,0.26,0,16.6,11.7,10.9,39,6.4,16.6,c(-79.173889, -79.181111, -79.189525, 35.458889, 35.458333, 35.453828)
"37105030601","37105","NC","Lee",3141,290,19097,9.9,NA,NA,NA,NA,NA,NA,0.753,0,0.1677,9.55,0,0.21,0,6.3,18.3,8.7,31.6,7.1,11.3,c(-79.195789, -79.198481, 35.557224, 35.528489)
"37107010100","37107","NC","Lenoir",4085,481,43019,24.9,NA,NA,NA,NA,NA,NA,0.5461,0.8,0.9189,8.53,0,0.15,0,12.7,20.1,11.6,42.3,6.9,17.6,c(-77.472283, -77.475106, -77.556944, -77.451944, -77.4549, 35.351436, 35.350081, 35.293056, 35.363889, 35.370441)
"37107010900","37107","NC","Lenoir",3225,317,3701,2,NA,NA,NA,NA,NA,NA,0.5318,0.8,0.9709,8.69,0,0.16,0,7.8,19.5,11.1,43.9,7,15.9,c(-77.608333, 35.370556)
"37107011001","37107","NC","Lenoir",4778,412,1584,9.2,15.84,1.528,69.692,25.704,2.479,113.091,0.3185,0.6,0.814,8.73,0,0.18,0,13.6,20.8,10.2,39.2,7.9,14.6,c(-77.659167, 35.268333)
"37107011002","37107","NC","Lenoir",3777,324,8394,5,NA,NA,NA,NA,NA,NA,0.085,0,0.5625,8.86,0,0.15,0,11.7,16.8,9.9,34.5,6.5,14.5,c(-77.666389, 35.331667)
"37107011100","37107","NC","Lenoir",5847,664,3939,2,NA,NA,NA,NA,NA,NA,0.2365,0.8,0.9564,8.94,0,0.16,0,17.2,19.5,11.1,41.7,7.1,16.3,c(-77.795061, 35.287803)
"37107011400","37107","NC","Lenoir",3709,414,9129,5,NA,NA,NA,NA,NA,NA,0.5256,0.6,0.7041,8.44,0,0.15,0,8.7,22.9,10.2,37.3,7.3,16,c(-77.5525, 35.230833)
"37109070100","37109","NC","Lincoln",5125,412,41,1.8,1.407,0.136,6.204,1.407,0.136,6.204,0.7624,0.6,0.8125,9.93,1,0.38,0,6.3,18.9,10.3,38.8,8,15.3,c(-81.262259, 35.477415)
"37109070800","37109","NC","Lincoln",6848,484,7965,5,NA,NA,NA,NA,NA,NA,0.7002,0.8,0.7164,9.92,1,0.28,0,18.4,16.5,10.5,35.6,6.4,17,c(-81.235278, 35.525833)
"37109071002","37109","NC","Lincoln",2676,248,27526,1753.6,88.237,84.159,6587.466,88.237,84.159,6587.466,0.4043,0.8,0.5921,10.01,1,0.25,0,9.5,19.4,10.7,37.9,7,16.7,c(-81.0347, 35.4317)
"37109071102","37109","NC","Lincoln",5841,262,8432,5,NA,NA,NA,NA,NA,NA,0.4423,0,0.1047,10.04,1,0.34,0,3.6,17.1,8.9,29.9,7.1,12.4,c(-80.997219, 35.427587)
"37109071201","37109","NC","Lincoln",1839,173,179301,350,NA,NA,NA,NA,NA,NA,0.3833,0.2,0.131,10.03,1.33,0.3,0,7.6,24.3,8.4,32.9,8.2,11,c(-80.9588, 35.4346)
"37113970100","37113","NC","Macon",2790,356,4748,1,NA,NA,NA,NA,NA,NA,0.0174,0.6,0.3546,8.03,0.33,0.1,0,7.6,22.4,9.3,41.4,9.3,13.1,c(-83.3708, 35.2194)
"37113970200","37113","NC","Macon",3828,467,217464,44.6,NA,NA,NA,NA,NA,NA,0.117,0.6,0.8144,8.11,0.33,0.08,0,6.1,29.4,9.9,40.6,9,15,c(-83.6762, -83.676016, 35.2715, 35.27127)
"37117970100","37117","NC","Martin",4508,306,390237.48,129.2,NA,NA,NA,NA,NA,NA,0.2046,0.8,0.6916,7.77,0,0.13,0,7,16.3,10.5,40.8,7.5,15.4,c(-77.02194, -76.790764, -76.801491, -76.7831, 35.83079, 35.829426, 35.845354, 35.8628)
"37117970200","37117","NC","Martin",3905,449,52114,29.9,NA,NA,NA,NA,NA,NA,0.1419,0.8,0.9471,7.96,0,0.19,0,14.4,25.3,10.8,44.8,8.2,14.6,c(-77.108044, -77.126944, -77.063056, 35.836544, 35.836944, 35.801111)
"37117970300","37117","NC","Martin",3774,393,28959,14.9,NA,NA,NA,NA,NA,NA,0.1168,0.8,0.8536,7.98,0,0.17,0,5,25.1,11.2,44.5,7.7,15.4,c(-77.11023, -77.111389, -77.081111, 35.85028, 35.847222, 35.875278)
"37117970500","37117","NC","Martin",5306,432,37214,20,NA,NA,NA,NA,NA,NA,0.2056,0.8,0.7458,8.01,0,0.14,0,10.5,19.5,10.5,40.7,7.3,15.9,c(-77.164201, -77.1397, 35.887545, 35.8748)
"37117970600","37117","NC","Martin",3263,293,41089,22,NA,NA,NA,NA,NA,NA,0.6021,1,0.9376,8.2,0,0.16,0,14.4,22.5,12.2,51,7.9,16.7,c(-77.291111, -77.30957, -77.269722, -77.270556, 35.815556, 35.821137, 35.831667, 35.806667)
"37119005301","37119","NC","Mecklenburg",4247,365,11959,5.2,238.183,0.398,284.705,238.183,0.398,284.705,0.8807,0.8,0.9469,10.2,1.67,0.74,0,24.3,4.6,11.1,37.2,4.1,16.9,c(-80.811667, 35.2625)
"37119005826","37119","NC","Mecklenburg",3106,246,-34,1.8,0.056,0.005,0.245,0.056,0.005,0.245,0.7548,0,0.2427,10.13,1.67,0.65,0,14.6,9.4,9.3,28.5,5.3,13.2,c(-80.8816, 35.0767)
"37119006005","37119","NC","Mecklenburg",3380,422,26559,3.5,0,2.199,0,100.892,6.262,647.378,0.972,0,0.5362,10.17,1,0.51,0,8,6.7,9.5,30.3,5.5,13,c(-80.998889, 35.294444)
"37123960401","37123","NC","Montgomery",2320,364,NA,3.5,NA,NA,NA,NA,NA,NA,0.3761,1,0.8213,8.96,0,0.17,0,8,28.8,11.6,48.3,7.8,16.1,c(-80.013247, 35.198537)
"37123960402","37123","NC","Montgomery",2691,456,197176.999,89,NA,NA,NA,NA,NA,NA,0.2904,1,0.5663,8.97,0,0.16,0,7.7,21.9,10.8,45,8.2,16.2,c(-80.06483, -80.03465, 35.206741, 35.24125)
"37127010400","37127","NC","Nash",2784,408,0,1.6,NA,NA,NA,NA,NA,NA,0.508,0.8,0.97,9.07,0,0.42,0,14.7,16.1,13.1,48.6,6.2,19.3,c(-77.802435, 35.960058)
"37127010700","37127","NC","Nash",2948,328,96060,51.6,NA,NA,NA,NA,NA,NA,0.6543,0.8,0.8836,8.86,0,0.25,0,15.1,18.7,10.9,44.1,7.5,14.4,c(-77.725147, -77.734444, -77.721389, -77.783333, -77.76077, -77.75, -77.762458, 36.115542, 36.127222, 36.129722, 36.0939, 36.05864, 36.06, 36.052801)
"37127010900","37127","NC","Nash",5511,560,37980,20.8,NA,NA,NA,NA,NA,NA,0.0803,0.8,0.7826,8.93,0,0.16,0,13.1,18,11.1,42.7,6.5,16.2,c(-78.030833, -78.029612, -78.038319, -78.010611, -77.97928, -77.992, 36.047222, 36.066109, 36.070336, 36.034354, 36.094719, 36.091)
"37127011000","37127","NC","Nash",4902,449,7096,5,NA,NA,NA,NA,NA,NA,0.2546,1,0.8656,9.18,0,0.18,0,15.1,21,11,44,7.7,15.7,c(-78.0925, 35.949444)
"37127011101","37127","NC","Nash",6501,619,9608,5,NA,NA,NA,NA,NA,NA,0.476,0,0.4312,9.1,0,0.26,0,4.6,15.4,9.6,34.6,6.6,13,c(-77.933518, 35.993015)
"37127011400","37127","NC","Nash",3880,376,44371,25,NA,NA,NA,NA,NA,NA,0.2564,0.6,0.8068,9.33,0,0.2,0,9.4,17.3,10.2,35.6,6.3,15.7,c(-78.102178, -78.135, -78.139722, -78.1398, 35.79915, 35.819, 35.7875, 35.7998)
"37131920401","37131","NC","Northampton",4405,369,35802,19.3,NA,NA,NA,NA,NA,NA,0.1607,0.8,0.9768,8.64,0,0.19,0,17.5,25.3,12,47.7,7.2,16.7,c(-77.617957, -77.6058, -77.61444, -77.656111, -77.677474, 36.467021, 36.4972, 36.50806, 36.514722, 36.50592)
"37131920402","37131","NC","Northampton",1334,179,277538,177.6,NA,NA,NA,NA,NA,NA,0.0325,0.6,0.5245,8.59,0,0.15,0,6,44.9,9.9,48.8,10.6,12,c(-77.811543, 36.499147)
"37133000103","37133","NC","Onslow",5720,549,34591,19.5,NA,NA,NA,NA,NA,NA,0.0374,0.2,0.3691,7.73,0,0.13,0,8.1,9.2,10.2,31.8,5.9,16.7,c(-77.185771, -77.213772, -77.21041, -77.228776, 34.773578, 34.800947, 34.810913, 34.83896)
"37133000700","37133","NC","Onslow",7246,598,18193,12.8,NA,NA,NA,NA,NA,NA,0.7881,0.2,0.4185,7.59,0,0.17,0,0.4,1.1,9.2,19.8,2.5,16.3,c(-77.350273, 34.725699)
"37135011700","37135","NC","Orange",5337,620,54266,32,43.133,202.782,4038.668,326.738,1536.106,30593.602,0.4244,0.4,0.2178,9.82,0,0.41,0,2.7,4.5,10.5,16.2,2.4,18.5,c(-79.0617, 35.9069)
"37139960503","37139","NC","Pasquotank",2942,361,30888,20,NA,NA,NA,NA,NA,NA,0.1188,0.8,0.6901,7.61,0.33,0.16,0,6.4,14.8,11,37.3,6.5,16.1,c(-76.364244, 36.421064)
"37139960600","37139","NC","Pasquotank",6960,729,47780,23.1,NA,NA,NA,NA,NA,NA,0.3436,0,0.4496,7.5,0.33,0.18,0,8.5,18.1,9.8,34.5,6.9,13.6,c(-76.299469, -76.306111, 36.269175, 36.264722)
"37141920204","37141","NC","Pender",2608,393,9619,4.5,NA,NA,NA,NA,NA,NA,0.0094,0.4,0.6159,7.62,0,0.13,0,7.3,20.9,10.2,40.6,7.1,14.3,c(-77.642, 34.437)
"37141920300","37141","NC","Pender",4368,527,246683,118.3,NA,NA,NA,NA,NA,NA,0.3082,0.8,0.9401,8.08,0,0.15,0,13.5,15.1,10.8,39.9,7.4,16.5,c(-77.924167, -77.928889, -77.977497, -78.005377, -77.9697, 34.61, 34.611944, 34.67704, 34.623309, 34.70249)
"37141920401","37141","NC","Pender",2667,397,16018,9.5,NA,NA,NA,NA,NA,NA,0.0724,0.8,0.9846,7.7,0,0.15,0,18.6,15.1,11.6,41.6,6.5,17.7,c(-77.908113, -77.911678, 34.53827, 34.536)
"37143920201","37143","NC","Perquimans",2948,294,28424,15,NA,NA,NA,NA,NA,NA,0.0982,1,0.9658,7.6,0.33,0.15,0,18.5,19.9,10.9,43.5,8.2,15.8,c(-76.489357, -76.489563, -76.52924, 36.160629, 36.157401, 36.107345)
"37143920202","37143","NC","Perquimans",4059,350,19818,10,NA,NA,NA,NA,NA,NA,0.1196,0.6,0.5569,7.48,0.33,0.14,0,10.5,37.5,9.8,45,10,12.7,c(-76.490915, -76.507778, 36.13026, 36.114444)
"37145920100","37145","NC","Person",6712,499,1303167,763.2,1072.89,1293.367,401212.499,1072.89,1293.367,401212.499,0.5604,0.6,0.6216,9.13,0,0.15,0,5.3,21.9,10.4,39.3,7.2,15.2,c(-78.8917, 36.5278)
"37145920200","37145","NC","Person",6554,523,5548254,2575.2,NA,NA,NA,NA,NA,NA,0.3598,0.6,0.4426,9.15,0,0.16,0,3.5,20.3,9.9,38.1,7.7,14,c(-79.0731, -78.956739, -78.95, -78.921771, -78.917364, 36.4833, 36.458658, 36.464, 36.486008, 36.4797)
"37145920300","37145","NC","Person",5487,582,60859,69.5,NA,NA,NA,NA,NA,NA,0.7549,1,0.9616,9.18,0,0.26,0,13.9,19.6,12,46.6,7.8,18.4,c(-78.9619, -78.97198, 36.435, 36.43741)
"37145920500","37145","NC","Person",6946,575,1754,1,NA,NA,NA,NA,NA,NA,0.3664,0,0.3342,9.25,0,0.17,0,5.2,17.6,9.9,34.6,6.9,14.5,c(-78.9675, 36.3125)
"37145920602","37145","NC","Person",4982,588,3918,2.5,NA,NA,NA,NA,NA,NA,0.2575,0,0.5046,9.24,0,0.17,0,9,14.1,9.6,34.4,7,13.9,c(-78.986111, 36.288056)
"37147001500","37147","NC","Pitt",3328,371,102263,52.1,NA,NA,NA,NA,NA,NA,0.1462,0.8,0.8557,8.35,0,0.15,0,9.1,17.4,10.8,40.6,7.4,15.9,c(-77.405992, 35.380683)
"37147001800","37147","NC","Pitt",6599,609,NA,11.6,NA,NA,NA,NA,NA,NA,0.4978,0.6,0.728,8.78,0,0.18,0,5.8,16.5,10.8,40.6,7.4,15.1,c(-77.609438, -77.614507, -77.639109, 35.597904, 35.591719, 35.599685)
"37147002002","37147","NC","Pitt",5186,546,18195,12,NA,NA,NA,NA,NA,NA,0.501,0.6,0.8256,8.4,0,0.15,0,12.6,21.4,10.7,40.5,7.1,14.8,c(-77.513, -77.384542, -77.381111, 35.759, 35.794328, 35.794722)
"37151030301","37151","NC","Randolph",6291,458,12310,9.6,NA,NA,NA,NA,NA,NA,0.5399,0.6,0.9151,9.58,0,0.28,0,21.8,13.2,10.4,34.3,5.7,17.8,c(-79.784627, -79.78992, -79.78553, 35.7527, 35.75101, 35.74901)
"37151030302","37151","NC","Randolph",2735,395,903,2.3,NA,NA,NA,NA,NA,NA,0.3709,1,0.9994,9.55,0,0.31,0,23.9,22,11.5,41.4,7.8,17.2,c(-79.788, 35.713)
"37151030700","37151","NC","Randolph",6503,640,2227,1.3,NA,NA,NA,NA,NA,NA,0.1775,0.2,0.6927,9.33,0,0.17,0,11.1,15.5,10.1,33.4,7,16.3,c(-79.8727, 35.62845)
"37151031200","37151","NC","Randolph",4940,388,NA,12,NA,NA,NA,NA,NA,NA,0.5886,1,0.9286,9.53,0,0.21,0,15.7,18.4,10.6,39.1,7.7,16.1,c(-79.555024, -79.57982, -79.577907, 35.850341, 35.86546, 35.859618)
"37151031303","37151","NC","Randolph",4369,340,9669,5,NA,NA,NA,NA,NA,NA,0.5395,0.8,0.4175,9.77,0.67,0.24,0,10,21,10.2,36,7.5,15.8,c(-79.9282, 35.87025)
"37153970100","37153","NC","Richmond",4315,415,9265,5,NA,NA,NA,NA,NA,NA,0.1107,0.8,0.7768,8.9,0,0.14,0,17.6,10.6,10.8,38.2,5.6,17.5,c(-79.603732, 34.980661)
"37153970200","37153","NC","Richmond",5095,542,87218,49.7,NA,NA,NA,NA,NA,NA,0.1085,0.8,0.8203,8.82,0,0.16,0,12.7,16.9,10.7,41.4,7.3,16,c(-79.636372, -79.73, 35.148503, 35.1)
