"FIPS_Code","Unemployment_rate_2000","Unemployment_rate_2001","Unemployment_rate_2002","Unemployment_rate_2003","Unemployment_rate_2004","Unemployment_rate_2005","Unemployment_rate_2006","Unemployment_rate_2007","Unemployment_rate_2008","Unemployment_rate_2009","Unemployment_rate_2010","Unemployment_rate_2011","Unemployment_rate_2012","Unemployment_rate_2013","Unemployment_rate_2014","Unemployment_rate_2015","Unemployment_rate_2016","Unemployment_rate_2017","Unemployment_rate_2018","Unemployment_rate_2019","Unemployment_rate_2020","Unemployment_rate_2021","Unemployment_rate_2022"
32023,6.3,7.7,7.4,7.5,6,5.6,5.5,6.6,10,14.4,17.6,17.1,14.9,12.6,10,8.9,7.4,6.4,5.6,5.4,10.2,5.9,5.7
32027,4.1,4.7,4.8,5.1,4.3,4.8,4.9,5,7.2,10.1,11.1,11,10,9.3,7.5,7,6,4.6,4,4.1,4.9,3.3,3.6
32029,2.9,3.7,3.9,3.5,3.3,4.3,4.2,5,7.1,12.2,17,16,13.8,12,9.3,7.5,6.4,5,4.2,3.9,8.6,4.4,4
32031,3.4,4.3,4.9,4.6,4.1,4,3.8,4.4,7,11.5,13.1,12.8,11.5,9.8,7.8,6.3,5.1,4.1,3.5,3.4,8.2,4.1,3.5
32033,3.8,4.5,4.1,4.1,3.7,3.9,3.7,3.7,4.8,7.2,9.3,8.9,7.9,7.6,6.3,5.5,4.7,4.1,3.5,3.1,4.3,2.9,3.1
32510,3.4,5,5.8,5.8,5,4.6,4.6,4.9,7.3,11.5,13.7,13.5,12.2,10.8,8.9,7.3,6.2,5,4.5,4.1,8.7,4.6,4
33000,2.7,3.4,4.5,4.5,3.8,3.6,3.5,3.5,3.7,6.1,6.1,5.5,5.4,5.3,4.3,3.4,2.9,2.8,2.6,2.6,6.7,3.4,2.5
33001,2.4,3,3.9,4,3.5,3.4,3.4,3.6,4,6.6,6.7,5.6,5.4,5.2,4.2,3.4,2.8,2.8,2.6,2.5,7,3.6,2.5
33003,2.7,3.1,3.6,3.6,3.2,3.5,3.3,3.4,3.5,5.5,5.9,5.5,5.2,5.1,4.2,3.5,2.9,2.8,2.6,2.6,7.7,3.7,2.6
33005,2.6,3,3.5,3.7,3.4,3.2,3.3,3.5,3.5,5.6,5.8,5.1,5,4.9,4.1,3.2,2.7,2.7,2.6,2.6,6.2,3.7,2.7
33007,3.6,5.2,6.6,5.3,4.6,4.2,4.3,4.6,5,7.8,7.7,7.4,7.3,6.3,5.7,4.4,3.8,3.6,3.3,3.2,7.9,4.3,3.3
33009,2.4,2.7,3,3.1,2.8,2.9,2.9,3,3.1,5,5,4.5,4.4,4.4,3.5,2.8,2.4,2.3,2.2,2.2,5.9,3.2,2.3
33011,2.5,3.5,4.8,4.7,3.9,3.7,3.6,3.5,3.7,6.4,6.4,5.7,5.7,5.5,4.5,3.6,3,3,2.7,2.6,7,3.5,2.6
33013,2.4,2.8,3.4,3.7,3.2,3.2,3.2,3.3,3.5,5.6,5.6,5,4.9,4.8,3.8,3.1,2.6,2.5,2.3,2.3,5.8,3.1,2.3
33015,3,3.9,5.5,5.4,4.6,4.2,3.9,3.8,4.1,6.5,6.3,5.7,5.8,5.6,4.6,3.6,3,3,2.9,2.7,7,3.4,2.6
33017,2.7,3.2,4.4,4.1,3.4,3.4,3.2,3.3,3.5,6.1,5.9,5.3,5.4,5,4,3.2,2.5,2.5,2.4,2.4,6.3,3.2,2.3
33019,2.5,2.7,3.2,3.6,3.2,3,3,3,3.3,5.7,5.4,4.6,4.4,4.2,3.5,2.8,2.3,2.3,2.2,2.3,5.4,3.2,2.4
34000,3.7,4.2,5.8,5.8,4.9,4.4,4.6,4.2,5.4,9,9.7,9.4,9.4,8.4,6.7,5.7,4.9,4.5,4,3.5,9.4,6.6,3.7
34001,4.6,4.7,6,6.2,5.6,5.3,5.7,5.8,6.9,11.8,12.5,12.6,12.8,11.9,10.5,9.5,7.4,7.1,5.7,4.9,17.1,9.8,5.1
34003,3.1,3.7,5,5.1,4.2,3.7,3.8,3.4,4.5,7.7,8.1,7.7,7.7,6.8,5.4,4.6,4.1,3.8,3.3,2.8,9.2,6.3,3.4
34005,3.1,3.5,4.8,4.8,4.1,3.8,4.1,3.8,5,8.3,9.1,8.7,8.7,7.9,6.4,5.3,4.4,4,3.6,3.2,7.9,5.6,3.3
34007,3.8,4.3,5.8,6,5.2,4.8,5.2,4.8,6,9.8,11.1,10.9,10.8,9.6,7.7,6.4,5.5,5,4.5,3.9,9.7,7,4
34009,6.4,6.6,7.9,8,6.9,6.5,6.8,6.5,8,11.1,14.2,14.9,15.5,14.5,12.2,11,9.8,9.1,8.2,7,13.7,9.2,6.5
34011,5.8,6.5,7.5,7.9,6.6,6.3,6.9,6.4,8,12.4,13.2,13,13.2,12,9.9,8.7,7.4,6.8,6.3,5.3,10.4,8,5.1
34013,4.5,5.3,7.2,7.2,6.2,5.6,5.8,5.3,6.6,10.2,11,10.8,10.8,9.9,8,6.8,6,5.5,5,4.3,11.2,8.3,4.5
34015,3.6,3.9,5.2,5.4,4.7,4.3,4.7,4.3,5.4,9.1,10.4,10.2,10.2,9.2,7.3,6,5,4.6,4.1,3.6,8.9,6.3,3.7
34017,4.8,5.5,7.6,7.3,6.1,5.4,5.5,4.9,6.3,10.4,9.7,9.1,8.9,8,6.3,5.3,4.6,4.3,3.7,3.2,10.2,7,3.6
34019,2.3,2.8,4.1,4.3,3.4,3.1,3.3,2.8,3.8,6.6,7.5,6.9,6.9,6,4.9,4.2,3.7,3.5,3.1,2.7,6.9,4.8,2.9
34021,3.2,3.7,5.3,5.1,4.3,3.9,4.2,3.8,4.8,7.5,8.5,8.3,8.3,7.4,5.8,4.9,4.3,4,3.5,3.1,7.2,5.5,3.2
34023,3.3,4,5.6,5.5,4.6,4.2,4.3,3.8,5,8.4,9.1,8.8,8.7,7.7,6.1,5.1,4.4,4,3.5,3,8.5,6,3.3
34025,3.2,3.7,5.2,5.4,4.5,4.1,4.1,3.7,4.9,8.2,8.9,8.6,8.8,7.7,6.1,5.1,4.4,4,3.6,3.1,8.5,5.8,3.3
34027,2.6,3.2,4.6,4.6,3.7,3.2,3.3,3,4,7,7.5,7.1,7.1,6.3,5,4.3,3.9,3.5,3.1,2.7,7.5,5.3,3
34029,3.7,4.1,5.4,5.8,5.1,4.6,4.9,4.5,5.9,9.4,10.4,10.5,10.7,9.5,7.4,6.1,5.2,4.7,4.1,3.6,9.1,6.3,3.7
34031,4.6,5.4,7,7.3,6.2,5.5,5.6,5.3,6.8,10.9,11.5,11,11.1,10.1,8.2,7,6.1,5.6,4.9,4.2,12.1,8.6,4.6
34033,3.8,4.4,5.8,6,5.2,4.8,5,4.9,6.2,10.5,11.8,11.7,11.9,10.6,8.5,7.3,6.4,6,5.3,4.7,9.2,7.6,4.6
34035,2.6,3.2,4.7,4.6,3.7,3.4,3.4,3.1,4.1,7.2,7.7,7.4,7.5,6.5,5.2,4.5,4,3.7,3.3,2.9,7.5,5.4,3.1
34037,2.9,3.6,4.9,5.2,4.4,3.9,4.1,3.9,5,8.5,9.6,9.3,9.1,8.1,6.4,5.4,4.7,4.3,3.8,3.3,9,6.2,3.7
34039,3.9,4.6,6.3,6.3,5.3,4.7,4.8,4.4,5.7,9.2,9.7,9.5,9.5,8.5,6.9,6,5.1,4.6,4.1,3.6,9.5,6.9,3.9
34041,2.9,3.4,4.8,5,4.4,3.9,4.1,3.7,5,8.7,10,9.1,8.8,7.8,6.3,5.3,4.6,4.1,3.7,3.3,8.2,5.8,3.5
35000,5,5,5.5,5.9,5.6,5.2,4.2,3.6,4.3,7.1,7.8,7.2,7,6.9,6.6,6.6,6.7,6.1,4.9,5,7.9,7.1,4
35001,4.1,4.2,4.9,5.3,5,4.8,3.9,3.4,4.2,7.1,7.4,6.9,6.6,6.4,6.1,6,5.9,5.4,4.5,4.5,7.6,6.5,3.6
35003,6.8,6.2,6.2,7.5,7.4,6.7,5.5,4.7,5.1,8.7,11.6,10.8,9.4,8.9,8.2,8.4,8.2,6.9,6.3,6.4,7,6.6,5.1
35005,5.7,5.7,6.4,7.4,6.7,5.9,4.4,3.7,4.2,6.6,7.2,6.5,6.4,6.3,6,6.4,6.8,6.4,4.8,4.9,7.7,7.3,4.2
35006,6.9,6.2,6.4,6.3,5.8,5.7,4.6,4,4.4,6.4,9.2,9.1,8.4,8.6,8.5,8.1,8.3,7.7,6.2,6.4,8.8,9.7,5.5
35007,5.1,5.2,5.4,6.3,5.8,5.4,4.4,3.4,4.2,7.1,8,7.8,7.7,7.1,6.2,6.1,6.1,5.9,4.9,4.7,6.7,6.3,3.9
35009,4.7,4.3,4.7,4.5,4.3,4.2,3.5,2.7,3,4.2,5.1,4.9,4.9,5.1,5,4.9,5.1,4.7,4,4.2,5.2,5.2,3.2
35011,4.8,5,5,8,7,5.8,4.3,3.8,3.9,4.9,5.7,4.9,4.2,4.5,4.6,5.1,4.8,4.6,4.4,4.3,4.6,5.4,3.4
35013,6.2,6.1,6.2,6.5,6.2,5.8,4.7,4,4.6,6.9,7.4,7.3,7.2,7.5,7.2,7.4,7.2,6.7,5.7,5.8,7.8,6.9,4.4
35015,5.7,5,5.8,6,5.5,4.7,3.6,2.8,2.9,5.5,6.1,4.9,4.6,4.6,4.4,5,6.6,5.2,3.3,3.2,6.5,6.6,3.3
35017,5.9,6.3,9.8,10.3,8.4,6.1,4.3,3.7,4.7,12,9.3,7,6.5,6.7,6.5,6.5,6.5,6,4.8,4.9,8.4,7.5,4.1
35019,7.4,7.9,7.7,7.8,7,7.6,5.3,5.6,5.9,7.4,9.7,10.1,9.8,8.7,7.6,7.2,6.6,6.4,5.5,5.4,6.4,7.4,5.6
35021,4.4,4.3,4.1,5.3,5.2,4.3,4.2,2.6,2.8,4.7,5.8,6.1,6.1,5.2,4.7,8.7,7.1,6,5,4.5,4,5,3.5
35023,6.9,6.1,4.4,5.1,5.9,5.1,3.6,2.9,4.1,7.7,8.2,7.3,7.2,7.5,7,6.3,5.6,5.1,3.8,4.3,5.5,5.7,3.4
35025,5.3,4.3,5.3,5.3,4.8,4.2,3.1,2.4,2.7,7.4,7.6,5.4,4.6,4.5,4.3,6.3,9.3,6.5,4.1,4.1,10.4,9.8,4.4
35027,4.3,4.3,4,4.3,4.2,4.5,3.9,3,3.4,5.5,7.2,6.5,6.4,6.4,5.9,5.8,6,5.4,4.5,4.7,8.5,7.8,4
35028,3.1,2.6,2.3,2.7,2.7,2.8,2.4,2.1,2.9,3,3.5,3.4,3.8,4.2,4.1,4.1,4.3,3.8,3.4,3.2,3.5,3.2,2.2
35029,15.8,16.7,14.9,16,15.6,13.2,10.9,9.7,11.7,16.6,19.3,19.5,19.6,18.9,17.9,17.5,14.6,13.9,11.8,12.3,15.4,15.3,9.9
35031,6.7,6.2,6.1,6.9,6.9,6.8,5.6,4.5,5.3,7.8,9.5,9.6,9.4,10.1,10,9.9,9.5,8.5,7.1,7.1,9.8,10,5.7
35033,10.7,9.9,10.2,10.8,11,11.5,8.8,7.6,8.3,12.1,11.8,11.8,10.8,11.6,10.9,9.8,8.8,7.8,6,6.1,7.7,6.6,5.5
35035,5.4,5.4,5.6,6.1,5.1,5,4.2,3.6,4.2,6.3,6.9,6.6,6.4,6.4,6.2,6.3,6.1,6,4.9,5,7.9,6.9,4.1
35037,5,5.4,5.4,6.6,6.1,5.4,4.7,4.3,4.7,6.4,9,9.3,8,7.2,6.5,7.2,6.9,6.1,4.8,5.3,7,7.4,4.3
35039,6.2,6.1,6.5,6.7,6.5,6.1,5,4.6,5.2,7.2,8.8,8.9,9.1,9.5,8.6,8.1,7.5,6.3,5.2,5.4,7.7,7.4,4.3
35041,4.5,4,4.1,4,3.7,3.9,3.1,2.7,3,4.5,6,5.5,5.5,5.6,5.5,5.5,5.8,5.1,4.3,4.5,5.8,5.9,3.8
35043,4.3,4.7,5.9,6.1,5.6,5.3,4.3,4.1,5,8,8.1,7.7,7.6,7.4,7.1,6.7,6.7,6.1,4.9,4.9,8,6.9,3.8
35045,5.8,5.4,6.1,6.8,5.9,5.4,4.3,3.2,3.8,7.4,9,7.6,7,6.8,6.3,7,8.9,7.4,5.7,5.8,9.4,8.4,4.6
35047,5.9,6.1,6.2,6.3,6.5,6.3,4.8,4,4.8,6.9,9.2,9.2,8.7,8.3,8,7.8,7.8,7.3,5.9,5.9,7.8,7.6,4.9
35049,3.7,3.6,3.9,4.3,4.3,4.2,3.4,2.9,3.6,6.2,6.5,6,5.7,5.6,5.4,5.4,5.3,5,4.1,4.1,7.7,6.4,3.6
35051,4.5,4.7,5.3,5.6,5.7,5.5,4.4,3.4,3.9,5.4,8.8,9.5,9.6,9.7,9.1,9.2,8.5,7.7,7,6.8,8.7,8.4,5.9
35053,5.1,5.3,5,5.1,4.8,4.5,3.7,3.1,3.4,4.9,7.4,7.3,6.8,7.4,7.3,7.6,7.4,6.3,5.3,5.9,6.7,6.6,4.3
35055,6.8,6.7,6.6,7.3,7.3,6.8,5.5,4.7,5.3,8.3,10.3,10.1,10.3,10.3,9.8,9.3,8.5,7.8,6.5,6.1,10.9,9.2,4.9
35057,5.1,4.5,4.9,5.6,5.7,5.6,4.4,4.5,5.3,8.8,11.1,11.1,10.4,10.2,9.7,9.1,9.2,8.5,7.6,6.9,8.9,8.2,5.4
35059,3.8,3.5,3.6,3.9,3.7,3.7,3,2.6,2.8,5.2,6,4.5,4.3,4.6,4.5,4.4,4.1,3.7,3.3,3.5,4.8,4.5,2.9
35061,4.7,4.8,5.5,6,5.6,5.4,4.3,3.8,4.9,8,9.2,8.6,8.5,8.3,7.8,7.5,7.3,6.6,5.4,5.4,7.7,7.2,4.3
36000,4.5,4.9,6.2,6.4,5.8,5,4.5,4.4,5.4,8.4,8.7,8.3,8.6,7.8,6.3,5.2,4.9,4.6,4.1,3.9,9.8,7,4.3
36001,3.3,3.3,4,4.3,4.2,3.9,3.8,3.8,4.8,6.9,7.1,7,7.2,6.2,4.9,4.4,4.1,4.2,3.7,3.5,6.9,4.4,3
36003,4.9,4.8,5.4,6.6,6.5,5.8,5.2,5.4,6.3,8.9,9.3,9,8.5,7.7,6.3,6.5,6.4,6.6,5.6,5.2,7.7,5,4
36005,7.1,7.4,9.7,10.5,9.1,7.4,6.5,6.6,7.5,12,12,12,12.5,11.7,9.5,7.6,7.1,6.2,5.7,5.4,16,13.8,7.8
36007,3.6,4.3,5.9,5.9,5.5,4.9,4.6,4.4,5.5,8.3,8.9,8.7,8.8,8,6.7,6,5.5,5.5,4.8,4.5,8.3,5.3,3.8
36009,4.5,5,5.7,5.9,6.1,5.4,5.1,5,6,8.8,9.7,9.4,9.5,8.7,7.1,6.3,6.1,6.2,5.3,4.8,9.1,5.3,4
36011,3.9,4.3,4.9,5.3,5.2,4.9,4.7,4.4,5.5,8.4,8.7,8.2,8.4,7.6,6,5.4,5.1,5,4.4,4.1,7.6,4.7,3.4
36013,4,4.7,5.6,5.8,5.5,4.8,4.5,4.4,5.5,8.4,9,8.2,8.6,8.2,6.9,6.1,5.9,6,5,4.5,8.5,5.6,3.9
36015,4.3,5,6.5,6.5,6.1,5.3,4.9,4.5,5.5,9.1,8.6,7.9,8.5,8.1,6.3,5.9,5.8,5.5,4.6,4,8.4,5.3,3.7
36017,4,4.5,5.6,5.9,5.6,5,4.9,4.9,6.3,9.1,9.4,8.7,8.8,7.5,6.3,5.5,5.1,5.3,4.6,4.3,6.6,4.4,3.3
36019,4.6,4.5,5.4,6.1,6.1,5.3,5.3,5.5,6.5,9.5,10,9.6,9.5,8.5,6.7,5.9,5.5,5.2,4.4,4.2,7.7,4.7,3.3
36021,3.4,3.5,4.3,4.4,4.4,3.9,3.7,3.8,4.8,7.5,7.5,7.2,7.2,6.2,4.8,4,3.7,3.8,3.3,3.1,5.9,3.9,2.7
36023,4.3,4.7,6,5.9,6.3,5.4,5.3,5.1,6.3,9.3,9.1,8.5,8.8,7.9,6.6,5.9,5.8,5.8,5.1,4.7,7.7,5.1,3.8
36025,4.1,4.1,4.8,4.9,4.6,4.4,4.3,4.3,5.9,8.7,8.9,8.7,8.9,8.1,6.6,6,5.6,5.5,4.8,4.5,7,4.7,3.7
36027,3.2,3.4,4.2,4.2,4.3,3.9,3.8,3.8,5.1,7.8,7.9,7.6,7.9,6.8,5.4,4.5,4.2,4.3,3.7,3.4,7.3,4.5,3.1
36029,4.2,4.7,5.5,5.8,5.8,5.2,4.9,4.6,5.6,8.2,8.5,8,8.4,7.6,6.2,5.4,5,5.1,4.4,4.1,9.1,5.4,3.6
36031,4.8,4.6,5.2,5.3,5.5,5.4,5.6,5.6,6.6,9.3,9.3,9.2,9.7,8.5,6.9,6.1,5.4,5.4,4.8,4.5,7.9,4.8,3.6
36033,5.7,6,6.1,6.7,6.5,5.9,5.5,5.5,6.8,8.6,9.1,9.2,9.7,9.1,7.3,6.6,5.8,6,5.1,4.7,7.9,4.8,3.6
36035,4.6,4.5,5,5.8,5.7,5.6,5.2,5.3,6.6,9.8,10.8,10.7,11.2,9.7,7.7,6.5,5.8,5.7,5.1,4.8,8.3,5.5,3.9
36037,3.9,4.3,5.3,5.6,5.6,4.8,4.6,4.5,5.5,7.8,8.2,7.9,8,7,5.6,5,4.7,4.7,4.1,3.7,7.1,4.3,3.1
36039,4.5,4.5,5,5.2,5.4,4.8,4.7,4.7,5.8,8.5,9.3,9.5,10.1,9,6.8,5.7,5.1,5.2,4.5,4.3,8,5,3.5
36041,5.5,4.8,5.1,5.5,5.6,5.5,5,4.6,6.2,7.6,10.1,10,10.9,9.8,7.5,6.8,6.6,7.3,6.8,5.7,7.7,4.5,4.3
36043,4.2,4.5,5.4,5.8,5.7,5.3,4.9,4.8,6,8.1,8.8,8.8,8.9,8,6.8,6.3,5.6,5.7,4.9,4.7,7.9,5.8,3.9
36045,5.9,6.3,6.8,6.9,7,6.2,5.5,5.4,6.7,9,9.4,9.8,10,9.5,7.7,6.6,6.3,6.5,5.5,5.3,8.4,5.1,4
36047,6.4,6.6,8.7,9,7.5,6.1,5.3,5.3,6,9.9,10,9.6,9.9,9.3,7.4,5.8,5.3,4.6,4.2,4.1,12.4,10.3,5.9
36049,5.1,6.1,6.3,6.5,6.6,6,5.4,5.3,6.6,8.9,9.3,9.7,10.1,9.7,7.9,7,6.8,6.6,5.5,5.3,7.4,5.1,4
36051,4,4.4,5.8,6.1,5.9,5,4.8,4.8,5.9,8.5,8.2,7.7,7.9,7.2,5.8,5.3,5,5,4.3,4.1,6.8,4.4,3.3
36053,3.8,4.5,5.3,5.6,5.6,5.2,4.6,4.6,5.7,8.2,8.4,8.2,8.6,7.8,6.5,5.7,5.4,5.5,4.7,4.3,7.5,4.6,3.4
36055,3.5,4.1,5.4,5.6,5.3,4.6,4.3,4.3,5.4,8,8.2,7.7,8,7.2,5.8,5.1,4.8,4.9,4.2,4,8.2,5.2,3.4
36057,4.8,5,5.8,6.5,6,5.3,5.7,5.8,7,9.6,10.3,10.3,10.5,9.4,7.5,6.6,5.8,5.7,5.1,4.9,8.4,5.7,4
36059,3.3,3.7,4.7,4.7,4.6,4,3.7,3.6,4.7,7,7.3,6.9,7.1,6.1,4.8,4.3,4,4.1,3.5,3.3,8,4.5,2.9
36061,5.1,5.8,7.6,7.4,6.1,4.9,4.2,4.2,4.9,8.4,8.6,7.9,8.1,7.5,6,4.8,4.5,4,3.7,3.5,9.5,7.7,4.6
36063,4.7,5.5,6.4,6.7,6.3,5.6,5.4,5.2,6.6,9.4,9.8,9.2,9.5,8.7,7.1,6.2,5.9,6.1,5.2,4.7,10.1,5.6,3.8
36065,3.9,4.6,5.3,5.5,5.2,4.8,4.3,4.2,5.3,7.5,7.8,8.1,8.4,7.6,6.2,5.4,4.9,5,4.4,4.1,7.8,5.1,3.5
36067,3.5,4,4.9,5.1,5.1,4.5,4.3,4,5.1,7.8,8.2,7.8,8,7,5.6,5,4.6,4.6,4,3.8,8,4.9,3.3
36069,3.5,4,5.2,5.2,5,4.5,4.4,4.1,5.1,7.4,7.6,7.1,7.4,6.5,5.3,4.8,4.4,4.5,3.9,3.7,6.9,4.3,3.1
36071,3.4,3.7,4.4,4.8,4.8,4.2,4.2,4.2,5.3,8,8.1,7.8,8,7,5.5,4.7,4.4,4.5,3.9,3.6,8,4.7,3.2
36073,4.6,5.1,6.4,7,6.4,5.6,5.6,5.7,6.9,9.5,9.8,9.3,9.8,9.3,7.7,6.4,5.8,5.9,4.9,4.5,8,5.2,3.8
36075,4.7,5.3,6.5,7.4,7,6.2,5.8,5.5,6.9,10,10.9,10.9,11.1,10.1,8.1,7.2,6.6,6.4,5.4,5.2,8.6,5.5,4
36077,4.2,4.3,4.7,4.9,4.9,4.5,4.4,4.4,5.6,7.6,7.7,7.8,8,7,5.8,5.4,5,5,4.3,4.1,6.9,4.5,3.4
36079,2.9,3.2,4,4.1,4,3.7,3.5,3.3,4.4,6.8,7.3,7.1,7.3,6.2,5,4.3,4.1,4.2,3.7,3.5,7.2,4.2,2.9
36081,5.3,5.4,7.1,7.3,6.2,5.1,4.4,4.3,5,8.4,8.7,8.1,8.4,7.7,6.2,4.9,4.5,3.9,3.6,3.5,12.4,9.8,5.2
36083,3.6,3.8,4.6,4.7,4.7,4.2,4.1,4.2,5.1,7.5,7.9,7.7,7.9,6.8,5.4,4.7,4.4,4.4,3.9,3.6,6.7,4.4,3.1
36085,5.1,5.2,7,7.4,6.3,5.1,4.4,4.4,5.1,8.2,9.5,9.2,9.6,8.9,7.3,5.7,5.2,4.6,4.1,3.8,10.5,8.9,5.5
36087,3.3,3.5,4.4,4.7,4.5,4,3.7,3.8,4.7,7,7.6,7.2,7.4,6.4,5.2,4.6,4.3,4.3,3.7,3.4,7.7,4.4,2.8
36089,5.7,6.1,6.7,7.1,7.1,6.1,5.7,5.7,7,10,10.5,10.4,10.3,9.4,7.8,7.4,6.7,6.6,5.6,5.3,7.9,5.2,4.1
36091,3.3,3.4,3.9,4,3.9,3.7,3.5,3.6,4.5,6.5,7,6.7,6.9,6,4.7,4.2,3.9,3.9,3.5,3.2,6.4,3.8,2.7
36093,3.5,3.4,4.2,4.6,4.5,4.2,4.1,4.1,5,7.4,7.8,7.6,7.8,6.9,5.4,4.8,4.4,4.5,4,3.7,7.7,4.9,3.3
36095,4.2,4.3,5.7,5.4,5.6,5.1,5.1,5.7,6.8,9,9.1,9,9.3,8.3,6.8,5.8,5.5,5.4,4.8,4.4,6.8,4.6,3.6
36097,4.5,5.4,7,6.5,6,5.5,5,4.9,5.7,8.5,9.3,8.9,9.5,9,7.1,6.7,6.1,5.8,5.1,4.4,8.3,4.9,3.7
36099,4.1,4.3,5.5,5.5,5.3,4.7,4.5,4.4,5.4,7.7,8.4,8,8.1,7.1,5.7,5.2,4.8,4.5,3.8,3.7,7.8,4.7,3.2
36101,4.1,4.9,7.2,7.4,6.5,5.7,5.2,5.2,6,9.8,9.8,9.2,9.5,8.7,6.9,6.3,5.9,5.7,4.9,4.4,7.9,5,3.6
36103,3.4,3.8,4.7,4.9,4.7,4.2,3.9,3.8,5,7.4,7.9,7.7,7.9,6.8,5.4,4.7,4.4,4.4,3.8,3.5,8.1,4.6,3.1
36105,4.3,4.5,5,5.3,5.4,4.9,5,5.1,6.4,8.8,9.1,8.9,9.2,8.3,6.6,5.4,4.9,4.9,4.1,3.8,8.4,4.9,3.3
36107,3.4,4.1,5.5,5.7,5.3,4.7,4.3,4.6,5.2,8.2,8.1,7.7,8,7.3,6.1,5.6,5.2,5.1,4.3,4,7.5,4.5,3.2
36109,3.3,3.4,4.1,4,4.1,3.6,3.4,3.3,4.1,6,6.3,6.1,6.2,5.3,4.4,4.4,4.2,4.3,3.6,3.5,5.8,3.8,2.8
36111,3.5,3.8,4.4,4.6,4.9,4.4,4.1,4.3,5.4,7.8,7.9,7.9,8.4,7.3,5.7,4.8,4.5,4.5,3.9,3.6,7.7,4.7,3.2
36113,4.1,4.4,5,5.2,5,4.6,4.5,4.4,5.6,8,9.2,9,9.3,8.4,6.6,5.6,5.3,5.2,4.6,4.4,8.1,4.9,3.4
36115,3.7,4,4.7,4.6,4.8,4.5,4.1,4.1,5.3,7.6,8.4,8.2,8.4,7.7,6.1,5.1,4.7,4.6,4.1,3.9,6.9,4.6,3.2
36117,3.8,4.6,6.3,6,5.6,4.9,4.7,4.6,5.8,8.5,9,8.5,8.7,7.8,6.2,5.4,5.1,4.9,4.1,3.8,7.1,4.5,3.2
36119,3.4,3.8,4.6,4.5,4.5,4,3.8,3.6,4.7,7.2,7.5,7.1,7.4,6.4,5.2,4.6,4.4,4.5,3.9,3.6,8,4.8,3.1
36121,4.7,4.9,5.8,6.1,6.3,5.3,4.9,4.8,6.1,9.1,9.6,8.8,9,8.1,6.6,5.7,5.4,5.6,4.6,4.2,7.2,4.5,3.5
36123,3.7,3.8,4.9,4.9,4.6,4.3,4.2,4.1,4.8,6.9,7.5,7.6,7.9,7,5.7,5,4.5,4.4,3.7,3.6,6.3,3.9,2.9
37000,3.7,5.6,6.9,6.7,5.9,5.6,5.1,5.1,6.2,11,10.7,10.3,9.5,7.8,6.1,5.7,5.1,4.5,4,3.9,7.2,4.9,3.7
37001,3.2,5.6,7.5,7.5,6.6,6.4,5.9,5.5,6.4,12.2,10.8,9.6,8.7,7.1,5.5,5.3,4.7,4.3,3.8,3.8,7.1,4.9,3.7
37003,2.8,5.9,7.3,7.4,6.4,5.8,5.2,5.7,7,14.5,12.9,11.3,9.8,7.6,5.5,4.9,4.3,3.6,3.2,3.3,7.4,4.3,3.2
37005,6,8.6,9.5,9.7,6.7,5.9,5.4,5.6,7.5,12.4,11.9,12.2,10.7,8.5,6.6,6.1,5.5,5.1,4.6,4.7,7.2,4.7,3.9
37007,5.3,8.6,9.6,10,9.1,7.9,8.1,7.9,8.9,15.4,14,12.3,11.2,9.2,6.9,6.5,5.8,5.2,4.5,4.1,7.5,6.4,4.4
37009,5.1,8.1,8.8,7,5.7,6.1,6.1,5.4,6.8,12.5,11.7,11,10.7,8.9,6.7,5.9,4.8,4.1,3.6,3.6,6.2,4.1,3.4
37011,4,5.5,6.9,6.1,5.4,5.7,5.2,5.1,5.7,9.7,10.7,11.1,10.9,8.7,6.4,5.9,5,4.3,3.7,3.7,6.2,4.1,3.3
37013,6.1,8.7,9.4,9,7.3,6.8,6.2,6,7.2,11.8,11.6,11.1,10.8,9.2,7.1,6.5,5.7,5.1,4.7,4.5,6.2,4.9,3.9
37015,7.1,8,8.4,7.7,8.2,7.6,7,6,7.6,11.4,11.7,12,11.7,9.8,7.7,7.1,6.6,5.9,5,4.7,6.3,6.1,4.9
37017,6.1,8.8,10.1,8.8,7.5,7.9,6.9,6.7,7.8,12.7,13.2,13.4,13,11.2,9.1,7.9,6.9,5.8,5.3,4.7,7.1,5.9,4.3
37019,4.5,5.7,7.2,6.7,5.7,5.3,4.8,4.9,6.4,11.2,12.4,12.2,11.5,9.5,7.7,7.2,6.5,5.7,5.3,5.2,8.7,6.1,4.7
37021,3.1,4.3,5.3,5,4.6,4.7,4,3.8,4.7,8.7,8.5,7.9,7.4,5.8,4.6,4.3,3.9,3.4,3,3,8.2,4.2,3
37023,3.6,6.6,8.2,8.1,7.1,6.8,6.2,6.4,8.2,14.7,12.8,11.4,10.1,8.1,6,5.6,4.9,4.2,3.7,3.7,7.1,4.6,3.4
37025,3,4.9,5.8,7.6,6.6,4.9,4.4,4.8,5.7,11.4,11.4,10.4,9.2,7.4,5.7,5.1,4.6,4.2,3.7,3.6,6.8,4.4,3.4
37027,2.9,6.6,8.3,8.9,7.9,8.7,8,7.6,7.8,15.6,14.7,13.2,11.9,9.3,7.1,6.2,5.2,4.5,3.9,4,7.8,5,3.6
