"FIPS_Code","Unemployment_rate_2000","Unemployment_rate_2001","Unemployment_rate_2002","Unemployment_rate_2003","Unemployment_rate_2004","Unemployment_rate_2005","Unemployment_rate_2006","Unemployment_rate_2007","Unemployment_rate_2008","Unemployment_rate_2009","Unemployment_rate_2010","Unemployment_rate_2011","Unemployment_rate_2012","Unemployment_rate_2013","Unemployment_rate_2014","Unemployment_rate_2015","Unemployment_rate_2016","Unemployment_rate_2017","Unemployment_rate_2018","Unemployment_rate_2019","Unemployment_rate_2020","Unemployment_rate_2021","Unemployment_rate_2022"
18073,3.4,4.8,5.7,5.6,5.8,5.6,5,4.8,5.8,10.3,10.2,8.9,8,7.6,6.7,5.8,5.3,4.3,3.9,3.7,7.2,3.8,3.3
18075,3.3,5.7,6.1,7.4,5.8,5.3,4.5,4.4,5.8,11.4,10.4,8.8,7.8,7.6,5.8,5,4.5,3.5,3.3,3,6.7,3,2.7
18077,3.3,4.3,5,4.8,4.8,5.3,4.8,5,6.1,11,11.1,9.6,8.4,7.8,6.1,4.8,4.6,3.7,3.4,3.3,7.6,3.5,2.8
18079,2.8,4.8,6.4,6.3,6,6.7,5.7,5.2,7.2,13.8,12.6,11.3,10.2,9,6.7,5.1,4.7,3.8,3.6,3.2,7.8,4,3.3
18081,2.1,2.8,3.9,4,4.3,4.3,3.8,3.5,4.7,8.4,8.6,7.6,6.9,6.1,5,4.1,3.6,2.9,2.9,2.7,5.7,2.8,2.4
18083,3.7,3.8,4.4,4.4,4.8,5.1,4.7,4.1,5,7.5,8,7.3,7,6.6,5.2,4.6,4.3,3.4,3.1,3,6.1,3.1,2.7
18085,2.5,4.2,4.7,4.3,4.2,4.3,4.8,4.5,6.5,12.6,10.7,8.8,7.6,6.5,4.9,4,3.7,2.7,2.6,2.8,6.3,3,2.5
18087,2.4,4.8,4.7,4.4,4.4,4.9,5.1,4.9,8.6,17.7,11.7,8.8,7,5.8,4.4,3.6,3.4,2.5,2.5,2.8,6.5,2.2,2.2
18089,3.8,4.9,6.5,6.1,6.4,6.1,5.7,5.2,6.2,10.8,10.5,9.4,9,8.9,7.9,6.8,6.2,5.1,4.9,4.9,10.5,6.5,4.6
18091,3.5,4.9,6.8,6.7,6.3,6,5.6,5.1,6.2,12,11.7,10.2,9.6,9.1,7.6,6.2,5.8,4.4,4.3,4.3,9.8,5.4,3.7
18093,4,6.9,7.6,7,7.2,7.7,6.9,6.6,8.3,13.4,12.4,11.4,10.8,9.9,8.1,6.5,5.6,4.3,3.8,3.6,7.1,3.8,3.3
18095,3.1,4.6,5.8,5.9,6.1,6.5,6,6.4,7,11.1,11.8,10.7,9.8,9.2,7.1,5.6,5,3.9,3.9,3.7,8.1,4.5,3.3
18097,2.8,3.8,5.2,5.3,5.5,5.5,4.9,4.6,5.6,9.5,10.3,9.7,9.1,8.3,6.5,5,4.4,3.6,3.5,3.3,8.1,4.8,3.2
18099,3.1,4.3,5.1,5.4,5.3,5.2,5.3,4.9,7.3,13.7,11,9.3,8.1,7.2,5.4,4.1,3.7,3,3.1,3.1,6.5,2.9,2.6
18101,3.4,4.7,5.3,5,5.4,5.4,4.8,3.9,4.9,7.4,7.4,7.4,7,6.2,5.3,4.2,4,3,2.7,2.6,4.4,2.8,2.7
18103,3.4,5.3,6.2,7.3,6.8,6.2,6.1,5.7,7.9,14.7,12.2,10.2,9.6,8.5,6.6,5.2,4.7,3.9,4,3.9,8.3,4.9,4.1
18105,2.7,3.8,4.4,4.2,4.5,4.8,4.2,3.8,4.5,6.6,7.7,7.4,7.2,6.7,5.7,4.9,4.6,3.6,3.6,3.3,5.7,3.2,2.8
18107,2.6,3.7,4.2,4.3,4.4,4.6,4.1,3.9,4.9,10.3,9.9,8.7,8.1,7,5.4,4,3.8,3,3,3,5.3,2.9,2.5
18109,2.4,3.3,4.7,4.8,4.7,4.9,4.5,4.2,5.8,9.3,10.1,9.1,8.3,7.4,5.8,4.7,4.2,3.5,3.4,3.1,5.6,3.2,2.8
18111,3,4.3,5.5,5.3,5.2,5.3,4.9,5.3,6.3,11.4,11.1,9.7,9.4,8.8,6.9,5.8,5.5,4.8,4.3,4.1,7,4.1,3.6
18113,2.9,5.6,5.7,6.1,5.9,6.1,6,5.5,8.5,17.4,12.8,9.9,8.5,7.2,5.2,4.2,4,3.1,2.9,3.1,8.5,3.6,2.8
18115,3.4,3.7,4.3,4.9,5.6,5.2,5.2,5,6.2,10.9,10.8,9.3,8.7,8.1,6.9,5.5,4.8,3.6,3.5,3.5,7.5,2.8,2.2
18117,4.4,6.9,7.8,7.8,7.6,7.3,7.1,5.2,6.4,10.9,12.4,11.6,10.6,9.7,7.7,5.9,5,3.9,3.9,3.4,11.3,4.7,3.4
18119,3,4.6,5.7,5.5,5.4,6.2,5.3,5,6.4,9.6,11.3,11,10.7,9.9,8.1,6.3,5.5,4.3,4.3,4,6.5,3.9,3.2
18121,3.5,4.6,5.5,5.7,6.3,6.4,5.5,5,6,10.2,10.7,10.2,10.1,9.1,7,5.6,5.1,4,4,3.8,5.6,3.2,3
18123,4.7,5.3,5.2,5.4,5.6,5.8,5.1,4.5,5.2,10.4,10.3,8.9,8.3,7.6,5.8,4.7,4.5,3.8,3.7,3.3,6.7,3.4,3.1
18125,3.5,3.9,5,5.3,5.5,5.5,4.5,4.4,5.6,9.7,9.3,7.7,7.3,6.7,5.1,4.3,4.3,3.3,3.5,3.3,5.9,3.8,3.2
18127,2.8,3.8,5,5,4.9,4.7,4.3,3.9,4.8,9.5,9.2,8,7.5,7.1,6.2,5.3,5.1,4,3.8,3.8,8.2,4.2,3.3
18129,3,3.5,4.4,4.3,4.6,4.8,4.3,4.3,4.9,8.3,7.6,6.7,6.7,6.2,4.8,3.9,3.9,3,2.8,2.7,5,2.9,2.4
18131,4.4,4.7,5.7,5.6,5.3,5,4.5,4.2,5.6,10.6,9.7,7.9,7.3,6.9,5.4,4.5,4.4,3.4,3.1,3,6.2,3.2,2.6
18133,2.9,3.8,5.1,5.5,5.7,6.6,5.3,5.4,6.7,11.1,11.4,10.6,9.8,8.5,6.6,5.1,4.4,3.6,3.8,3.4,6.4,3.4,3.1
18135,3.8,5.3,5.9,6.8,7.1,7.3,6.8,5.7,6.9,12.1,11.5,10.2,9.4,8.5,6.4,4.9,4.4,4.1,3.9,3.7,6.7,3.3,3
18137,2.6,3.5,4.3,4.6,5.2,5.2,4.7,4.6,6,11,10.9,9.2,8.8,8.4,6.6,5.3,4.5,3.5,3.6,3.2,6.5,3.1,3
18139,2.6,3.7,4.5,4.9,4.9,4.7,4.4,4.6,6.2,10.7,10.9,9.4,8.4,7.3,5.6,4.3,3.7,3,2.8,2.6,6.4,3.1,2.5
18141,3.2,4.6,5.4,5.3,5.2,5.3,5.1,4.9,6.6,11.7,11.3,9.9,9.3,8.5,6.5,5,4.5,3.5,3.5,3.5,8.6,4.6,3.4
18143,3.3,5,6.1,6.4,5.8,6.2,6.4,5.3,6.5,13.1,12.8,11.6,10.2,8.8,6.8,5.4,4.8,3.8,3.9,3.6,8.6,4.3,3.4
18145,2.6,3.7,4.8,4.8,5,5,4.4,4.4,5.9,10.6,10.7,9.3,8.2,7.2,5.7,4.4,3.9,3.3,3.1,2.9,7.3,3.3,2.5
18147,3.5,4.5,4.7,5.2,5.4,5.6,4.9,4.2,5.1,9.4,8.6,7.5,7.1,6.5,5.1,4.1,4,3.3,3.3,3.1,5.7,3,2.6
18149,4.8,5.9,7.4,7.2,7.1,6.9,6.5,6,7.8,14.4,13,11.2,10.5,9.3,7.2,5.9,5.3,4.4,4.3,4.3,8.2,4.7,3.8
18151,3,5.3,6.4,6.4,5.9,6.2,6.3,6.1,7.5,14.8,10.8,8.8,7.2,6.1,4.8,3.9,3.6,2.9,2.6,2.7,6.4,2.8,2.2
18153,5.2,5.5,6,6.8,7.5,7.4,6,5.6,6.7,10.1,9.8,9.1,9.2,8.9,7.1,6.2,5.8,4.4,4.6,4.3,7.1,4.2,3.8
18155,4.8,3.3,4.8,4.4,4.7,4.7,4,3.9,5,8,9.1,8,7.6,7.3,5.9,4.9,4.8,4,3.9,3.3,8.2,3.7,2.8
18157,2.6,3.5,4.3,4.7,4.8,4.8,4.2,4,4.7,9.2,8.6,7.3,6.9,6.5,5,4.2,4,3.2,3.2,3,6.6,3.6,2.8
18159,2.7,4.9,5.1,5.4,5.3,5.7,5.4,4.7,7.2,13.2,10,8.8,7.7,6.6,5.2,4,3.8,3,2.8,2.7,6.3,3.3,2.8
18161,3.1,4.5,5.3,5.1,5.6,5.5,5.4,4.7,6.2,10.4,10,8.6,7.9,7.1,5.6,4.4,4,3.1,3.1,3.2,5.6,2.6,2.4
18163,3.2,3.9,4.6,4.7,5,5.2,4.7,4.7,5.2,8.3,8.7,7.8,7.5,7,5.4,4.2,4.1,3.2,3.2,3.1,7.3,4,3
18165,4.6,5.3,6.3,6.5,8.3,7.3,6.4,5.7,7.3,12.3,12.6,11.5,11.2,10.6,8.6,7.1,6.5,5.3,5.5,5.3,7.6,4.4,3.6
18167,4,5.1,5.9,5.9,7.3,6.7,6.3,5.4,6.4,10.3,10.9,10.1,9.8,9.2,7.6,6.1,5.3,4.2,4.4,4.4,8,4.7,3.5
18169,3,5.2,5.3,5.6,6.4,6.5,5.5,4.9,7.5,13.3,11.1,9.4,8.4,7.5,5.5,4.8,4.2,3.5,3.4,3.1,6.2,3.2,2.7
18171,2.7,3.3,5.1,4.9,4.6,4.4,4,3.3,4.1,10.6,10.3,8,7.3,8.6,6.1,4.9,4.8,3.3,3.2,3,5.6,2.8,2.6
18173,3.3,3.5,4,4.2,4.5,4.6,4.1,3.9,4.6,7.8,7.8,6.9,6.7,6.2,4.9,4,4,3.1,2.9,2.9,5.5,2.9,2.6
18175,3.8,5.5,5.6,5.7,6.5,6.1,6.1,5.3,6.7,12.1,11.9,10.4,9.3,8.6,6.6,5.2,4.5,3.7,3.5,3.3,7.1,3.4,2.7
18177,3.6,5.2,6,6.6,7.2,7,5.8,5.4,7.1,12.5,12.5,10.9,9.8,8.5,6.5,5.3,4.7,3.7,3.6,3.5,6.9,3.9,3.1
18179,2.4,3.9,4.2,4.7,5.1,4.8,4.3,4.2,5.6,10.8,9.5,8.1,7.1,6.2,4.8,3.9,3.5,2.9,2.8,2.7,5.9,2.8,2.3
18181,3,4.8,7,7.4,6.7,5.7,4.9,4.5,5.8,11.2,10.2,8.5,7.7,6.7,5.1,4,3.9,3.3,3,2.7,5.2,2.9,2.5
18183,2.5,4.5,5,5.6,5.8,5,4.7,4.5,6.4,12.8,11.2,9.1,7.8,6.8,5.1,4.1,3.8,2.9,2.9,3,6.1,2.9,2.4
19000,2.7,3.3,4,4.4,4.5,4.3,3.7,3.7,4.1,6.4,6.1,5.6,5.1,4.7,4.2,3.7,3.6,3.1,2.6,2.7,5.2,3.8,2.7
19001,2.7,2.7,3.6,4,4.2,4,3.2,3.5,4,5.8,5.6,4.9,4.4,4.2,4,3.2,2.9,2.8,2.4,2.3,3.8,2.8,2.1
19003,3.9,4.2,4.7,5,5,5.3,4.5,4.2,4.2,6.1,4.9,4.5,4,3.7,3.3,2.8,2.6,2.3,2,1.7,3.7,2.7,2
19005,3.4,4,4.5,5.5,5.9,5.3,4.6,4.8,6.4,10.2,8,7.3,6.5,6.3,5.6,4.8,4.9,3.9,3.1,3.4,5,4.1,3.8
19007,4.4,5.2,5.2,5.4,5.5,5.2,5.4,6.9,5.4,8.7,7.4,7,6.6,6.4,5.7,4.8,4.7,3.7,3.4,3.5,5.2,3.9,2.9
19009,3,3.2,3.9,4,4.2,4.6,4,3.9,4.5,5.8,5.7,5.8,4.8,4.9,4.3,3.9,3.3,3,2.5,2.4,3.4,2.9,2.3
19011,2.3,3.1,4.3,4.7,4.6,4.8,3.9,3.9,4.1,6.3,6.3,5.9,5.3,5.1,4.6,3.8,3.6,3.2,2.8,2.9,5,4,3
19013,2.8,3.4,4,4.5,4.6,4.4,3.8,3.7,4.1,6.1,6.3,5.9,5.5,5.1,4.9,4.5,4.6,3.7,2.8,3.1,6,4.1,2.9
19015,2.2,2.8,3.2,3.5,3.5,3.5,2.9,3.3,3.6,5.9,5.8,5,4.3,4.1,3.4,3,2.8,2.4,2.2,2.3,4,3.1,2.3
19017,2.5,3.1,3.3,3.9,3.8,3.7,3.2,3.1,3.5,5.4,5,4.4,3.9,3.8,3.7,3.5,3.5,2.8,2.1,2.2,3.8,2.9,2.3
19019,2.9,3.9,4.5,4.5,4.6,4.6,4.2,4.2,4,6.6,6.1,5.8,4.8,4.7,4.6,4.2,4.1,3.1,2.6,2.7,4.5,3.3,2.8
19021,2.4,2.7,3.2,3.6,4,3.8,3.2,3.2,3.6,5.2,4.8,4.6,4.2,4,4,3.6,3.5,2.6,2.1,2,3.6,2.9,2.3
19023,3.3,4.4,4.5,5,4.6,4.8,4.1,4,4.6,6.6,6.2,5.1,4.5,4.5,4.2,4.3,4.3,3.5,2.8,3.1,4.5,3.4,2.8
19025,2.8,3.3,3.6,4.2,4.2,4,3.4,3.3,3.5,5.2,6.1,5.8,5.5,5.2,4.8,4.3,3.7,3,2.6,2.5,4,3.6,2.5
19027,2.3,2.5,2.9,2.8,2.9,3,2.6,2.6,2.8,4.2,4.4,4.1,3.8,3.4,3.2,2.6,2.5,2.3,1.9,1.9,3.9,2.8,2
19029,3.6,4,4.5,5,4.9,4.6,4.2,4.1,4.6,6.8,6.4,6.1,5.2,5,4.3,3.6,3.2,3.5,2.7,2.7,3.8,3.3,2.5
19031,2.3,2.8,3.5,3.7,4,3.8,3.2,3.2,3.6,5.6,5.5,5.3,4.6,4.3,3.9,3.4,3.3,2.8,2.5,2.4,4.3,3.4,2.6
19033,3,3.4,4.1,4.2,4.4,4.4,3.9,3.9,4.7,6.9,7,6.2,5.6,5.4,4.6,3.9,3.6,3,2.6,2.7,5.1,3.9,2.8
19035,2.4,3,4.1,4.2,4.4,4.7,4.1,3.6,3.5,4.6,4.6,4.8,4.4,4.3,5.1,5.1,3.6,2.5,2.2,2.4,3.7,3,2.3
19037,6.5,6.2,5.4,6,6,5.3,4.5,4.2,4.9,8.9,7.6,6.4,5.2,5,4.7,4.5,4.4,3.1,2.7,2.8,4.6,3.2,2.5
19039,3.2,4.1,5.3,8,6.4,5.2,4,4.2,4.6,7.6,7.8,7.1,6,5.5,4.5,4,3.3,3.1,2.9,2.8,5.3,3.8,2.9
19041,2.5,3.1,3.8,4.1,4,4,3.3,3.1,3.4,6.8,6,5.5,5.1,4.5,4.2,3.6,3.8,3.7,3.3,2.7,4.4,3.3,2.7
19043,3.5,4.6,5.7,6.1,6.9,6.5,5,4.8,5.4,8.6,7.3,6.3,5.7,5.6,5,4.1,4.2,3.9,3.2,3.5,5.6,4.6,3.8
19045,3.5,4.5,5.3,5.4,5.2,4.8,3.9,3.7,4.2,7.3,7.2,6.7,6.2,5.8,5.2,4.9,4.9,4,3.3,3.6,6.6,4.8,3.5
19047,2.5,3.1,3.8,3.8,3.7,3.9,3,3.3,3.3,4.6,4.8,4.8,4.5,4.4,4.1,4.1,5.4,4,3.5,3.4,5.1,4.7,4
19049,1.9,2.4,2.9,3.3,3.4,3.4,2.8,2.9,3.2,4.9,4.6,4.3,3.9,3.6,3.3,2.8,2.6,2.1,1.7,1.9,3.5,2.6,2
19051,3.3,4.1,4.8,4.9,5,5.4,4.6,4.5,5,9.1,7.3,6.2,5.8,5.5,5.1,4.4,4.2,3.3,2.7,2.8,3.9,3,2.4
19053,3.4,3.4,4.3,5.7,5.2,4.9,4,4.1,3.8,6.7,6.2,5.1,4.5,4.5,3.8,3.3,3.2,2.6,2.3,2.2,3.8,3,2.5
19055,2.9,3.6,5,5,4.7,4.4,3.7,3.6,3.9,6.7,6.2,5.6,4.5,4.3,3.8,3.3,3.4,2.6,2.1,2.3,3.9,3,2.3
19057,3.6,5,5.9,6.6,5.9,5.5,4.7,4.4,5.8,8,7.6,6.9,6.2,6,5,4.7,4.9,4.2,3.3,3.8,7.3,5.7,4.2
19059,2.8,3.3,3.7,4.6,4,4.3,4.1,3.9,4.4,7.1,6.9,6.4,5.7,5.3,4.7,3.8,4.3,3.6,3.2,2.8,5,3.5,2.8
19061,3.3,4.1,4,4.3,4.4,4.4,3.7,4,4.3,6.6,5.9,5.1,4.5,4.5,4.1,3.6,3.5,2.9,2.5,2.6,5.7,4,2.8
19063,2.9,3.8,4.5,5.3,4.5,4.4,4,3.7,3.9,8.3,7.2,5.7,4.5,4.1,3.9,3.7,4.2,3.1,2.8,2.5,4.9,3.7,2.9
19065,3.8,4.7,4.8,5.1,5.3,5,4.5,4.4,5.3,8.6,7.3,6.3,5.4,5.3,5,4.5,4.4,3.6,3,3.5,5.4,4.2,3.1
19067,3.8,4.3,4.7,5,4.9,5.1,4.7,4.5,5.8,8.7,7.4,6.6,6.3,5.5,4.5,3.7,3.6,3.2,2.7,3.4,5.9,3.9,2.9
19069,2.8,3.4,4.2,4.5,4.7,4.7,3.8,3.5,4.4,7.4,6.3,5.2,4.5,4.5,3.9,3.3,3.4,2.7,2.2,2.3,3.7,3.4,2.5
19071,2.4,2.7,2.7,3.3,4,4,3.7,4,4.5,6.9,6,5.9,5.1,4.2,3.9,3.3,3.3,2.6,1.9,2.7,3,2.6,2.4
19073,3.3,3.8,3.8,3.9,4.2,4.6,3.9,3.5,3.9,5.9,6,5.7,5,4.7,4,3.5,3.1,2.7,2.3,2.3,4.2,3.1,2
19075,2.3,2.7,3.2,3.8,3.6,3.8,3,3.2,3.6,5.8,5.8,5.1,4.6,4.4,4.1,3.8,3.4,2.9,2.5,2.7,4.3,3.3,2.5
19077,2.7,3,3.5,4,4.2,4.2,3.7,3.8,4.3,6.3,6.6,6.2,5.6,5.1,4.4,3.7,3.6,3.2,2.7,2.9,4.9,3.8,2.8
19079,2.5,3.1,3.3,4.3,4.2,3.9,3.5,3.2,3.8,7.6,7.4,9,6.9,5.5,4.5,4.2,3.7,3.2,2.7,2.8,4.3,3.8,2.8
19081,2.2,2.6,2.9,3.6,3.5,4.6,3.6,3.8,6.3,10,6.8,5.7,4.6,4,3.3,2.7,2.7,2.6,2.3,2.3,4.6,3.4,2.3
19083,3.1,3.5,4.2,5.1,5.3,4.8,3.7,3.8,4.2,6.6,6.6,6,5.4,5.1,4.3,3.9,3.9,3.1,2.9,3.1,4.5,3.8,3
19085,2.7,3.6,3.6,4.6,5,4.7,4.3,4.2,4.2,5,5.7,5.6,5.1,4.5,4,3.4,3.4,2.7,2.3,2.4,4,3.5,2.7
19087,3,4,5.1,6.6,6,5,5.2,4.7,5.3,9.3,8.5,6.9,6,5.3,4.4,3.9,3.5,2.9,2.5,2.6,5.2,3.8,2.9
19089,3.2,3.3,4.1,4.4,4.6,4.4,3.6,3.7,4.7,8.8,6.5,5.5,4.6,4.6,4,3.6,3.6,3,2.6,2.7,4.3,3.5,3.1
19091,2.6,3.3,3.6,4.2,4.1,3.7,3.3,3.1,3.6,5.9,5.3,5.1,4.2,4.1,3.8,3.3,2.9,3,2.5,2.6,4.1,3.1,2.4
19093,2.2,2.7,3.3,3.8,4.2,4,3.4,3.3,3.8,5.4,5.2,4.9,4,4,3.6,3.1,2.5,2.3,2,1.9,3.5,2.8,2.2
19095,2.1,2.4,3.4,3.7,4.2,4.4,3.6,3.7,4.2,7.1,5.6,5.1,4.5,4.1,4.2,3.5,3.1,2.6,2.1,2.1,4.3,3.4,2.5
19097,3.7,4.7,5.2,6,5.6,5.3,4.8,4.7,5.1,8.4,7.4,6.6,5.5,5.4,5,4.2,4.1,3.3,2.8,3.1,6,4.5,3.2
19099,2.5,3.1,4.1,5.1,5.7,5.9,5.1,6.3,7.6,8.6,7.5,6.8,6,5.1,4.4,3.8,3.5,3.1,2.7,2.9,5.2,3.9,3
19101,2.9,5,5.7,5.4,5.2,4.7,4.2,4.1,4.4,8.6,7.2,6.1,5.3,5,4.4,3.8,3.6,3,2.3,2.4,5.4,3.7,2.5
19103,1.9,2.2,2.7,3,3.3,3.2,2.6,2.7,3,4.5,4.3,4.1,3.7,3.4,3.1,2.6,2.6,2.4,2,2,4.7,3.4,2.3
19105,2.7,3.8,4.6,5.2,5,4.8,3.8,4.1,4.4,7.2,6.5,5.9,5.3,5.3,4.9,4.1,4.2,3.6,3,3.1,5.6,4,3.2
19107,3.2,4,4.5,4.5,4.8,4.8,4,4.2,4.5,8,6.6,6.2,5.5,5.1,4.4,4.2,4.3,3.5,2.9,3.2,4.8,4,3
19109,2.6,2.9,3.6,4.4,4.3,4,3.2,3.6,3.9,5.9,5.2,4.4,3.9,3.6,3.2,2.8,2.6,2.3,2.1,2.1,3.7,2.9,2.3
19111,4.5,6.5,7.5,7.6,7,6.6,6.2,5.7,6.5,10.2,9,8.2,7.2,7.1,5.9,5.3,6,5.3,4.1,3.8,6.4,5.3,4.4
19113,2.3,3.1,4.5,4.8,4.7,4.3,3.6,3.7,4,6.1,6.1,5.8,5.2,5,4.4,3.8,3.6,3.3,2.8,2.8,6.2,4.5,3.1
19115,3,3.5,4.6,4.6,4.6,4.4,3.8,3.7,4.8,8.3,7.4,6.2,5.5,5.1,4.5,3.8,3.9,3.2,2.7,3,4.8,3.9,3.1
19117,2.8,3.4,4.5,5.2,5.4,5.2,4.1,3.9,4.1,6.4,6.2,5.4,4.8,4.7,3.9,3.5,3.1,2.8,2,2,3.6,2.8,2.1
19119,2,2.4,3.3,3.5,3.3,2.9,2.3,2.4,2.6,4.3,3.9,3.2,3,2.9,2.5,2,2,1.7,1.6,1.6,2.5,2.1,1.8
19121,3.1,3.4,4.1,4.4,4.7,4.6,3.9,4.1,4.8,6.7,6.5,6.1,5.6,5.1,4.5,3.9,3.5,3.5,3.2,3.6,5.6,4.1,3.1
19123,2.4,3.5,4.5,4.8,4.4,4.3,3.6,3.6,4.5,8.3,6.9,5.9,5.2,4.8,4.4,3.9,3.7,3.2,2.5,2.5,4.7,3.3,2.4
19125,2.3,3.3,4.3,4.5,4.3,4,3.5,3.6,4,6.7,6,5.5,4.8,4.5,3.8,3.2,3,2.6,2.1,2.1,4.1,2.8,2.1
19127,2.8,3.2,4.1,5.3,5.2,4.8,3.7,4.1,5.1,7.3,7,6.7,6.4,6,5.4,5,4.9,4.5,4.5,4.4,6.9,5.8,5.3
19129,2,2.9,2.7,3.8,4.2,4.1,3.7,3.7,3.6,4.6,5.3,5,4.6,4.4,4.4,4,3.6,2.7,2.1,2.3,3.9,3.2,2.3
19131,2.8,2.9,3.6,3.7,3.9,4.3,3.4,3.3,4,5.9,5.3,4.8,4.6,4.3,3.6,2.8,2.6,2.1,1.8,1.7,3.3,2.7,2
19133,3.2,3.6,4.3,5.1,5.7,5.7,5.4,5.5,5.3,7.5,7.3,7,6.4,5.7,5,4.3,4,3.6,2.8,2.9,4.7,4,2.9
19135,3.1,4.4,4.9,5.6,5.3,5.1,4,4.1,4.4,7.6,7.3,6.8,5.8,5.7,5.1,4.4,4.6,3.7,3,3,5.1,3.7,2.8
19137,3.3,4.7,5.4,5,4.2,4.4,5.5,6.2,5.7,8.9,8.2,6,5.1,4.9,4.1,3.5,3.5,3.1,2.5,2.6,4.6,3.7,2.5
19139,2.8,3.6,4.1,4.2,4.2,3.9,3.2,3.4,4.4,8.7,8.2,6.7,5.8,5.2,4.5,3.8,3.8,3.2,2.7,2.8,5.8,4.2,3
19141,2.3,2.6,3.1,3.8,3.8,3.8,3,3,3.3,5.3,4.7,4.3,3.8,3.6,3.3,2.8,2.7,2.4,2,2.1,3.3,2.7,2.1
19143,2.5,3.1,3.1,3.7,3.8,4,3.4,3.3,3.8,6.2,5,4.5,4.2,3.8,3.3,2.8,2.6,2,1.9,1.9,2.8,2.2,1.8
19145,3.2,5,4.8,4.8,4.2,3.9,3.8,4.6,4.8,8.6,6.9,5.8,5.4,5.3,4.4,4.1,5,3.8,2.5,2.5,4.9,3.7,2.4
19147,2.3,3.7,3.6,3.8,3.8,4,3.2,3.4,4.2,7.1,6.1,4.8,4.3,3.7,3.6,3.1,3.1,2.6,2.2,2.1,4.5,3,2.5
19149,2.6,2.9,3.4,3.8,3.9,3.5,3.1,3.1,3.3,4.7,4.6,4.5,4.1,4,3.4,2.8,2.5,2.3,1.9,2.2,3.5,2.7,2.1
19151,2.8,3.5,4.5,5.7,5.2,4.2,3,3.2,3.1,5.7,5.2,4.5,4,3.8,3.5,3,2.8,2.4,1.8,1.9,3.4,2.8,2.1
19153,2.4,2.9,3.7,4.1,4.5,4,3.4,3.5,4,6.1,6.1,5.8,5.2,4.8,4.2,3.6,3.4,3,2.6,2.8,5.9,4,2.7
19155,2.4,3.1,3.3,4.7,5,4.9,4.4,4.3,4.2,5.1,5.9,5.7,5.1,4.6,4.3,3.6,3.4,2.7,2.4,2.4,5.2,3.8,2.8
19157,2.7,3.2,4,4.6,4.7,4.6,3.8,3.9,4.5,6.8,5.9,5.7,4.9,4.6,4.2,3.6,3.4,3.1,2.4,2.6,4.8,4,2.7
19159,3,3.1,3.7,4.6,5.1,4.6,4,4.2,4.5,5.5,4.8,4.7,4.4,4.3,3.8,3.3,3.5,3,2.8,2.8,3.8,3.1,2.3
19161,2.7,2.9,3.4,4,4,3.9,3.3,3.4,3.7,5.1,4.8,4.5,4.3,4.2,3.9,3.3,3,2.8,2.4,2.3,3.5,3,2.4
19163,3.3,4,4.6,4.7,4.8,4.5,3.8,3.8,4.2,7.1,6.7,6.2,5.7,5.6,5.2,4.6,4.5,3.6,3,3.2,6.6,4.9,3.2
19165,2.4,2.7,3.4,3.7,3.8,3.7,3.1,3.2,3,4,4.6,4.4,3.8,3.8,3.1,2.8,2.9,2.3,2,2.1,3.5,2.9,2.2
19167,2,2.4,2.8,3,3,2.9,2.4,2.5,2.8,4.4,4,3.8,3.5,3.5,2.9,2.4,2.3,2,1.8,1.8,2.6,2.2,1.9
19169,1.8,2.1,2.6,2.8,3,3.1,2.6,2.8,3.1,4.7,4.3,4,3.6,3.3,2.9,2.5,2.3,2,1.6,1.8,3.5,2.7,2
19171,3.4,3.5,4.3,8,6.4,5.6,4.2,4.3,5.3,7.2,6.5,6.2,6,5.6,5.3,4.3,4.1,3.4,3,3,5,4.2,3.3
19173,3.3,4.1,3.9,4.4,4.3,3.8,3.9,4,4,6.9,5.7,4.8,4.1,3.8,3.7,3.1,2.9,2.2,2,1.9,3.6,2.8,2
19175,3.4,3.7,5,5.6,5.5,5,4,4.1,4.5,6.6,5.7,5.4,5.1,4.9,4.7,4.1,3.8,3.1,3.6,3.1,5.7,4,2.7
19177,3.2,4.3,5.5,5.6,5.5,5.2,4.3,4.3,4.8,8.8,7.4,6.4,5.8,5.5,4.5,4,3.6,3,2.7,2.6,4.5,3.4,2.8
19179,3.6,4.6,5.5,5.5,5.6,5.5,4.5,4.3,5,8.7,8.1,7.3,7,6.3,5.5,5.1,5.7,4.5,3.5,3.6,5.9,4.5,3.2
19181,2.2,2.6,3.2,3.6,3.9,3.7,3.2,3.3,3.8,5.9,5.7,5.3,4.8,4.5,4,3.4,3.2,2.7,2.3,2.5,4.5,3.4,2.4
19183,2.2,2.8,3.3,3.7,4.5,3.8,3,3.4,4,5.6,5.2,4.8,4.2,3.8,3.6,3.1,2.9,2.9,2.4,2.4,4,3.4,2.6
19185,3.1,3.5,4.2,4.5,4.5,4.6,4,4.5,4.2,6.3,6.3,5.6,5.5,5.2,5,3.9,3.7,3,2.8,2.5,4.4,3.3,2.5
19187,3.1,3.6,4.1,4.7,4.8,4.3,3.9,4,4.3,7.4,7.1,7.1,6.4,5.3,4.8,4.3,4,3.7,3.3,3,5.1,4.1,3
19189,2.1,2.7,3.1,3.7,3.5,4.6,3.5,3.5,6.4,9.4,6.8,6.1,5.4,4.8,4.2,3.9,3.4,3.1,2.6,2.7,6.3,3.8,2.7
