ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV150,M_POV150,E_UNEMP,M_UNEMP,E_HBURD,M_HBURD,E_NOHSDP,M_NOHSDP,E_UNINSUR,M_UNINSUR,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_LIMENG,M_LIMENG,E_MINRTY,M_MINRTY,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV150,MP_POV150,EP_UNEMP,MP_UNEMP,EP_HBURD,MP_HBURD,EP_NOHSDP,MP_NOHSDP,EP_UNINSUR,MP_UNINSUR,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_LIMENG,MP_LIMENG,EP_MINRTY,MP_MINRTY,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV150,EPL_UNEMP,EPL_HBURD,EPL_NOHSDP,EPL_UNINSUR,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,EPL_LIMENG,SPL_THEME2,RPL_THEME2,EPL_MINRTY,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV150,F_UNEMP,F_HBURD,F_NOHSDP,F_UNINSUR,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_LIMENG,F_THEME2,F_MINRTY,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_DAYPOP,E_NOINT,M_NOINT,E_AFAM,M_AFAM,E_HISP,M_HISP,E_ASIAN,M_ASIAN,E_AIAN,M_AIAN,E_NHPI,M_NHPI,E_TWOMORE,M_TWOMORE,E_OTHERRACE,M_OTHERRACE,EP_NOINT,MP_NOINT,EP_AFAM,MP_AFAM,EP_HISP,MP_HISP,EP_ASIAN,MP_ASIAN,EP_AIAN,MP_AIAN,EP_NHPI,MP_NHPI,EP_TWOMORE,MP_TWOMORE,EP_OTHERRACE,MP_OTHERRACE
37,North Carolina,NC,37109,Lincoln,37109,"Lincoln County, North Carolina",295.846756711494,84580,0,36655,78,33621,439,16391,1500,2233,386,7082,717,6824,706,7597,1023,14982,231,17861,0,12236,817,1781,379,911,304,13245,754,689,219,7334,756,670,223,1308,298,739,173,19.6,1.8,5.2,0.9,21.1,2.1,11.2,1.2,9.0,1.2,17.7,0.3,21.1,0.0,14.6,1.0,5.3,1.1,1.1,0.4,15.7,0.9,1.9,0.6,20.0,2.1,2.0,0.7,3.9,0.9,0.9,0.2,0.1414,0.3636,0.1515,0.2828,0.0909,1.0302,0.0909,0.2828,0.5354,0.202,0.303,0.3838,1.707,0.0606,0.2222,0.2222,0.2222,0.4242,0.5455,0.4242,0.1414,0.1515,1.6868,0.101,4.6462,0.0202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72123,9478,938,4164,328,6083,0,683,121,119,114,54,49,1946,648,196,196,11.3,0.0,4.9,0.4,7.2,0.0,0.8,0.1,0.1,0.1,0.1,0.1,2.3,0.8,0.2,0.1
37,North Carolina,NC,37111,McDowell,37111,"McDowell County, North Carolina",439.954228576278,45402,0,21503,103,18275,399,12169,1270,1157,260,3282,455,5121,618,4983,679,9327,109,9087,63,9149,710,1210,254,357,228,5672,327,317,146,6592,487,418,135,1260,350,1149,234,27.5,2.9,5.7,1.3,18.0,2.5,15.4,1.8,11.2,1.5,20.5,0.2,20.0,0.1,20.6,1.6,6.6,1.4,0.8,0.5,12.5,0.7,1.5,0.7,30.7,2.3,2.3,0.7,6.9,1.9,2.5,0.5,0.596,0.4949,0.0101,0.6364,0.4747,2.2121,0.4343,0.6061,0.3232,0.9091,0.5657,0.1919,2.596,0.6061,0.1212,0.1212,0.1212,0.2828,0.9091,0.5556,0.7071,0.596,3.0506,0.7677,7.9799,0.5556,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,2,41875,8375,1214,1658,222,2798,0,465,34,77,76,0,28,661,223,13,13,18.9,0.1,3.7,0.5,6.2,0.0,1.0,0.1,0.2,0.2,0.0,0.1,1.5,0.5,0.0,0.1
37,North Carolina,NC,37113,Macon,37113,"Macon County, North Carolina",515.579182911204,35172,0,25653,97,16062,494,9421,1020,722,227,3718,476,2916,420,4701,554,10093,168,6301,93,6498,513,781,277,633,182,3929,207,189,96,3852,477,249,109,1084,250,355,182,27.0,2.9,4.8,1.5,23.1,2.9,11.0,1.6,13.4,1.6,28.7,0.5,17.9,0.3,18.6,1.5,4.9,1.7,1.9,0.5,11.2,0.6,0.7,0.4,15.0,1.8,1.6,0.7,6.7,1.5,1.0,0.5,0.5455,0.2727,0.3333,0.2323,0.8586,2.2424,0.4444,0.9394,0.1515,0.6869,0.2222,0.7071,2.7071,0.697,0.101,0.101,0.101,0.101,0.3131,0.2626,0.6768,0.1818,1.5353,0.0707,6.5858,0.303,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,32911,6818,777,498,132,2543,0,329,59,224,72,0,28,291,114,44,44,19.6,0.1,1.4,0.4,7.2,0.0,0.9,0.2,0.6,0.2,0.0,0.1,0.8,0.3,0.1,0.2
37,North Carolina,NC,37115,Madison,37115,"Madison County, North Carolina",449.61513227915,21608,0,11067,89,8373,278,5136,724,336,113,1897,303,1755,333,2387,384,4817,61,3861,113,3733,451,246,98,60,105,1334,118,135,114,2887,321,159,74,302,121,1076,214,24.9,3.5,3.4,1.1,22.7,3.5,11.2,2.1,11.2,1.8,22.3,0.3,17.9,0.5,17.5,2.1,2.9,1.2,0.3,0.5,6.2,0.5,1.2,1.0,26.1,2.9,1.9,0.9,3.6,1.4,5.0,1.0,0.4141,0.0303,0.2929,0.2828,0.4747,1.4948,0.1616,0.7273,0.1515,0.5455,0.0404,0.0404,1.5051,0.0303,0.0,0.0,0.0,0.2121,0.8485,0.3535,0.1111,0.8182,2.3434,0.4141,5.3433,0.1111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15535,4821,779,302,58,533,0,107,36,72,39,0,25,287,69,33,33,23.5,0.2,1.4,0.3,2.5,0.0,0.5,0.2,0.3,0.2,0.0,0.2,1.3,0.3,0.2,0.2
37,North Carolina,NC,37117,Martin,37117,"Martin County, North Carolina",456.412154512978,22644,0,11592,36,9622,329,7448,766,1041,270,2848,359,2753,387,2006,386,5203,42,4622,23,4572,394,836,233,311,164,10910,200,140,120,2791,351,112,75,791,216,138,47,33.4,3.4,9.9,2.5,29.6,3.6,16.8,2.4,8.9,1.7,23.0,0.2,20.4,0.1,20.3,1.7,8.7,2.4,1.4,0.8,48.2,0.9,1.2,1.0,24.1,3.0,1.2,0.8,8.2,2.3,0.6,0.2,0.8283,0.9798,0.8081,0.7172,0.0808,3.4142,0.798,0.7576,0.4444,0.8687,0.8485,0.5556,3.4748,1.0,0.7778,0.7778,0.7778,0.2121,0.7475,0.1212,0.8283,0.0505,1.9596,0.2323,9.6264,0.7576,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20445,4210,573,9497,138,942,0,145,5,67,63,0,25,259,126,0,0,18.7,0.0,41.9,0.6,4.2,0.0,0.6,0.1,0.3,0.3,0.0,0.2,1.1,0.6,0.0,0.2
37,North Carolina,NC,37119,Mecklenburg,37119,"Mecklenburg County, North Carolina",523.604535762058,1095170,0,455602,387,421950,1719,207730,5699,28991,1933,120894,3045,70098,2741,124453,3386,122780,34,257739,0,88084,3135,32135,1616,47686,2228,588479,3319,103999,2536,6451,729,9547,803,23730,1174,15281,883,19.3,0.5,4.7,0.3,28.7,0.7,9.5,0.4,11.4,0.3,11.2,0.1,23.5,0.0,8.1,0.3,7.6,0.4,4.7,0.2,53.7,0.3,22.8,0.6,1.4,0.2,2.3,0.2,5.6,0.3,1.4,0.1,0.1313,0.2323,0.7374,0.1616,0.5556,1.8182,0.2525,0.0202,0.8586,0.0,0.7172,0.9495,2.5455,0.596,0.8586,0.8586,0.8586,1.0,0.0,0.5556,0.5152,0.3434,2.4142,0.4747,7.6365,0.5051,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,2,1292913,88270,4430,340835,2035,146710,0,65898,1066,2351,312,380,117,28282,2258,4023,4023,8.2,0.0,31.1,0.2,13.4,0.0,6.0,0.1,0.2,0.1,0.0,0.1,2.6,0.2,0.4,0.1
37,North Carolina,NC,37121,Mitchell,37121,"Mitchell County, North Carolina",221.25043254495,14959,0,8844,57,6402,311,3365,543,310,122,1189,206,1527,304,1558,283,3738,69,2744,82,2908,305,300,129,117,134,1213,134,151,70,1267,214,79,44,382,91,335,109,23.1,3.7,4.5,1.8,18.6,3.1,13.7,2.7,10.5,1.9,25.0,0.5,18.3,0.5,19.6,2.0,4.7,2.0,0.8,0.9,8.1,0.9,1.7,0.8,14.3,2.4,1.2,0.7,6.0,1.4,2.2,0.7,0.2828,0.1717,0.0303,0.5051,0.3636,1.3535,0.1313,0.8485,0.1919,0.8081,0.1717,0.1919,2.2121,0.2828,0.0505,0.0505,0.0505,0.3434,0.2828,0.1212,0.5657,0.5455,1.8586,0.1818,5.4747,0.1414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13384,2847,420,21,25,848,0,28,22,76,90,0,21,240,90,0,0,19.5,0.1,0.1,0.2,5.7,0.0,0.2,0.2,0.5,0.6,0.0,0.3,1.6,0.6,0.0,0.3
37,North Carolina,NC,37123,Montgomery,37123,"Montgomery County, North Carolina",491.537045349852,27223,0,16297,110,10265,472,7026,743,386,140,2211,368,3491,446,3235,540,5583,90,5926,48,4594,576,557,199,1428,517,10011,278,106,62,3692,449,348,163,539,152,1068,240,26.9,2.8,3.5,1.3,21.5,3.4,18.3,2.4,12.4,2.1,20.5,0.3,21.8,0.2,17.5,2.2,5.4,1.9,5.5,2.0,36.8,1.0,0.7,0.4,22.7,2.8,3.4,1.6,5.3,1.5,3.9,0.9,0.5354,0.0606,0.1717,0.8283,0.7273,2.3233,0.4747,0.6061,0.6263,0.5455,0.3131,0.9899,3.0809,0.8586,0.5758,0.5758,0.5758,0.101,0.6465,0.9293,0.4848,0.7374,2.899,0.7172,8.879,0.6566,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,2,25658,7079,917,4729,191,4201,0,419,42,129,51,0,25,525,190,8,8,27.1,0.3,17.4,0.7,15.4,0.0,1.5,0.2,0.5,0.2,0.0,0.1,1.9,0.7,0.0,0.1
37,North Carolina,NC,37125,Moore,37125,"Moore County, North Carolina",697.679752582612,99263,0,48003,136,40575,749,17798,1505,1998,462,9035,742,5488,567,8101,1106,23951,156,21180,0,14682,1006,1777,299,1672,446,23014,786,1521,285,6341,502,671,257,1781,360,1372,269,18.2,1.5,4.6,1.1,22.3,1.8,7.6,0.8,8.5,1.2,24.1,0.2,21.3,0.0,15.4,1.1,4.4,0.7,1.8,0.5,23.2,0.8,3.2,0.6,13.2,1.1,1.7,0.6,4.4,0.9,1.4,0.3,0.0707,0.202,0.2626,0.0404,0.0505,0.6262,0.0202,0.798,0.5657,0.3232,0.1111,0.6869,2.4849,0.5455,0.3737,0.3737,0.3737,0.6465,0.1919,0.2828,0.2121,0.3434,1.6767,0.0909,5.1615,0.0707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99090,12447,1497,10926,457,6848,0,1358,189,734,170,236,162,2686,530,226,226,12.7,0.0,11.0,0.5,6.9,0.0,1.4,0.2,0.7,0.2,0.2,0.2,2.7,0.5,0.2,0.2
37,North Carolina,NC,37127,Nash,37127,"Nash County, North Carolina",540.443506534762,94287,0,43192,148,37371,621,24938,2614,3283,536,10738,954,8911,973,9797,967,17227,166,20680,175,15340,1159,2637,508,1314,374,47907,575,1393,401,8117,825,1504,586,2700,480,2040,347,27.1,2.8,7.2,1.2,28.7,2.5,13.6,1.5,10.5,1.0,18.3,0.2,21.9,0.2,16.5,1.2,7.1,1.4,1.5,0.4,50.8,0.6,3.2,0.9,18.8,1.9,4.0,1.6,7.2,1.3,2.2,0.4,0.5556,0.7475,0.7374,0.4848,0.3636,2.8889,0.6667,0.3939,0.6364,0.4747,0.6465,0.596,2.7475,0.7172,0.8182,0.8182,0.8182,0.6465,0.4646,0.9596,0.7677,0.5455,3.3839,0.9293,9.8385,0.7879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,97721,13425,1244,38088,380,6692,0,858,134,503,132,27,31,1674,378,65,65,14.6,0.1,40.4,0.4,7.1,0.0,0.9,0.1,0.5,0.1,0.0,0.1,1.8,0.4,0.1,0.1
37,North Carolina,NC,37129,New Hanover,37129,"New Hanover County, North Carolina",192.254659219572,231448,0,113125,299,97998,957,53838,2746,6270,913,31303,1697,10778,1011,24037,2263,41068,157,42710,21,28230,1339,5506,731,1991,491,52991,1175,18047,1310,3402,503,895,280,6219,723,7435,698,24.0,1.2,5.2,0.8,31.9,1.7,6.8,0.6,10.5,1.0,17.7,0.1,18.5,0.0,12.3,0.6,5.6,0.7,0.9,0.2,22.9,0.5,16.0,1.2,3.0,0.4,0.9,0.3,6.3,0.7,3.2,0.3,0.3333,0.3636,0.9394,0.0202,0.3636,2.0201,0.3535,0.2828,0.2121,0.101,0.3737,0.303,1.2726,0.0101,0.3636,0.3636,0.3636,0.9697,0.0404,0.0707,0.596,0.697,2.3738,0.4545,6.0301,0.2323,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,246567,22300,2017,29708,698,13197,0,3141,362,462,198,205,14,5688,794,590,590,10.0,0.0,12.8,0.3,5.7,0.0,1.4,0.2,0.2,0.1,0.1,0.1,2.5,0.3,0.3,0.1
37,North Carolina,NC,37131,Northampton,37131,"Northampton County, North Carolina",536.694350708916,19672,0,11663,67,8424,300,6231,539,623,199,2614,341,2841,306,2292,358,5094,25,3450,12,3699,434,655,150,131,98,12063,373,79,44,2444,292,34,34,759,159,848,135,33.2,2.9,7.8,2.5,31.0,3.9,19.0,2.0,12.2,1.9,25.9,0.1,17.5,0.1,19.6,2.3,7.8,1.8,0.7,0.5,61.3,1.9,0.7,0.4,21.0,2.5,0.4,0.4,9.0,1.9,4.3,0.7,0.8182,0.8182,0.8788,0.8889,0.697,4.1011,0.9394,0.9091,0.1212,0.8081,0.7374,0.1414,2.7172,0.7071,0.9394,0.9394,0.9394,0.101,0.5657,0.0101,0.8788,0.7778,2.3334,0.404,10.0911,0.798,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,2,17719,8188,885,10890,261,467,0,63,48,40,40,0,21,569,256,34,34,43.5,0.3,55.4,1.3,2.4,0.0,0.3,0.2,0.2,0.2,0.0,0.2,2.9,1.3,0.2,0.2
37,North Carolina,NC,37133,Onslow,37133,"Onslow County, North Carolina",762.074651095792,198377,0,80247,436,66131,1220,44911,3650,5655,738,21388,1789,8178,939,14935,2054,18239,100,48123,85,25510,1676,4587,761,1186,453,67776,1594,5369,1097,11395,909,1216,420,2584,461,20653,1191,25.3,2.1,8.0,1.0,32.3,2.6,7.7,0.9,9.4,1.3,9.2,0.1,24.3,0.0,16.1,1.1,6.9,1.1,0.7,0.2,34.2,0.8,6.7,1.4,14.2,1.1,1.8,0.6,3.9,0.7,10.4,0.6,0.4242,0.8485,0.9596,0.0505,0.1515,2.4343,0.4949,0.0,0.9192,0.3939,0.6061,0.1414,2.0606,0.1818,0.5253,0.5253,0.5253,0.8485,0.2525,0.3232,0.1414,0.9495,2.5151,0.5556,7.5353,0.4747,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,3,195882,14428,2698,27094,1009,25483,0,3863,429,683,190,346,136,10115,1126,192,192,8.1,0.1,13.7,0.5,12.8,0.0,1.9,0.2,0.3,0.1,0.2,0.1,5.1,0.6,0.1,0.1
37,North Carolina,NC,37135,Orange,37135,"Orange County, North Carolina",397.559159087636,146354,0,58993,406,53222,741,25010,1935,3048,591,14231,900,6381,541,9719,939,20600,62,28501,0,12254,741,2704,359,3188,580,44829,889,8783,662,4361,545,1224,330,2535,380,12093,998,18.6,1.4,4.0,0.8,26.7,1.6,7.0,0.6,6.7,0.6,14.1,0.1,19.5,0.0,8.4,0.5,5.1,0.7,2.3,0.4,30.6,0.6,14.9,1.1,7.4,0.9,2.3,0.6,4.8,0.7,8.3,0.7,0.1111,0.0909,0.6465,0.0303,0.0,0.8788,0.0505,0.1111,0.3131,0.0101,0.2929,0.7778,1.505,0.0202,0.4949,0.4949,0.4949,0.9495,0.0909,0.5556,0.3535,0.9192,2.8687,0.7071,5.7474,0.1717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,162227,11548,1975,16003,514,12373,0,11303,343,520,169,1,2,4285,582,344,344,8.6,0.1,10.9,0.4,8.5,0.0,7.7,0.2,0.4,0.1,0.0,0.1,2.9,0.4,0.2,0.1
37,North Carolina,NC,37137,Pamlico,37137,"Pamlico County, North Carolina",336.515217824642,12673,0,7772,109,5506,227,3310,435,220,101,1363,213,1134,216,1245,247,3801,63,1899,14,2420,281,130,50,172,111,3247,122,48,32,1946,219,70,46,337,104,733,226,27.7,3.6,4.6,2.1,24.8,3.7,11.3,2.2,10.4,2.0,30.0,0.5,15.0,0.1,20.2,2.4,2.4,0.9,1.4,0.9,25.6,1.0,0.6,0.4,25.0,2.9,1.3,0.8,6.1,1.8,5.8,1.8,0.6263,0.202,0.4646,0.3232,0.3131,1.9292,0.303,0.9596,0.0303,0.8586,0.0202,0.5556,2.4243,0.5051,0.4141,0.4141,0.4141,0.0707,0.8182,0.1515,0.5859,0.8586,2.4849,0.5152,7.2525,0.4141,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,11707,2138,431,2346,79,511,0,73,19,22,20,0,21,291,87,4,4,17.9,0.3,18.5,0.6,4.0,0.0,0.6,0.1,0.2,0.2,0.0,0.3,2.3,0.7,0.0,0.1
37,North Carolina,NC,37139,Pasquotank,37139,"Pasquotank County, North Carolina",226.882211298042,39775,0,17279,131,14785,412,8403,1062,1215,341,4202,439,3151,326,4517,708,6736,97,8770,97,5816,441,959,233,336,182,18062,471,738,179,2267,378,59,48,1032,199,2499,304,22.8,2.9,6.7,1.8,28.4,2.9,11.6,1.2,11.8,1.9,16.9,0.2,22.0,0.2,15.2,1.2,6.5,1.6,0.9,0.5,45.4,1.2,4.3,1.0,13.1,2.2,0.4,0.3,7.0,1.3,6.3,0.8,0.2424,0.6869,0.697,0.3434,0.6263,2.596,0.5758,0.2323,0.6465,0.2727,0.4949,0.303,1.9494,0.1515,0.7475,0.7475,0.7475,0.7677,0.1717,0.0101,0.7374,0.8889,2.5758,0.596,7.8687,0.5455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40615,5153,799,14238,312,2302,0,466,101,49,54,0,28,1000,333,7,7,13.8,0.1,35.8,0.8,5.8,0.0,1.2,0.3,0.1,0.1,0.0,0.1,2.5,0.8,0.0,0.1
37,North Carolina,NC,37141,Pender,37141,"Pender County, North Carolina",871.295286400618,61891,0,29561,71,22812,485,13282,1197,2226,382,5676,583,4894,533,5421,573,11003,74,13763,29,10166,939,1043,239,772,218,15371,487,797,256,7003,544,439,163,774,193,1195,175,22.0,2.0,7.5,1.3,24.9,2.5,11.2,1.2,9.0,0.9,17.8,0.1,22.2,0.0,16.8,1.6,4.6,1.0,1.3,0.4,24.8,0.8,2.7,0.9,23.7,1.8,1.9,0.7,3.4,0.8,1.9,0.3,0.202,0.8081,0.4848,0.2828,0.0909,1.8686,0.2727,0.3232,0.6869,0.4949,0.1414,0.4545,2.1009,0.202,0.3939,0.3939,0.3939,0.5859,0.7273,0.3535,0.0808,0.4949,2.2424,0.3737,6.6058,0.3131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49701,8659,1190,8791,338,4521,0,295,72,151,88,60,63,1510,324,43,43,14.3,0.0,14.2,0.5,7.3,0.0,0.5,0.1,0.2,0.1,0.1,0.1,2.4,0.5,0.1,0.1
37,North Carolina,NC,37143,Perquimans,37143,"Perquimans County, North Carolina",247.17245402596,13513,0,7171,27,5886,268,3094,443,298,126,1536,263,1365,287,1214,293,3759,50,2553,8,2350,274,344,149,100,118,3746,228,132,69,1492,245,36,34,204,72,88,37,23.1,3.3,5.3,2.2,26.1,4.3,13.4,2.8,9.0,2.2,27.8,0.4,18.9,0.1,17.5,2.0,5.8,2.5,0.8,0.9,27.7,1.7,1.8,1.0,20.8,3.4,0.6,0.6,3.5,1.2,0.7,0.3,0.2828,0.3939,0.5556,0.4444,0.0909,1.7676,0.2121,0.9293,0.2929,0.5455,0.4141,0.1919,2.3737,0.4343,0.4343,0.4343,0.4343,0.3838,0.5556,0.0404,0.0909,0.0606,1.1313,0.0202,5.7069,0.1616,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,10620,2140,387,3120,170,369,0,63,82,27,35,0,21,132,117,35,35,15.9,0.1,23.1,1.3,2.7,0.0,0.5,0.6,0.2,0.3,0.0,0.3,1.0,0.9,0.3,0.3
37,North Carolina,NC,37145,Person,37145,"Person County, North Carolina",392.339434180474,39561,0,18578,83,16153,434,9370,1068,1236,326,3748,495,3344,530,3553,535,7771,69,8288,47,7836,708,815,232,286,167,13384,595,172,124,4137,554,313,133,838,314,498,105,24.0,2.7,6.1,1.6,23.2,3.0,11.8,1.9,9.1,1.4,19.6,0.2,20.9,0.1,20.0,1.8,5.0,1.4,0.8,0.4,33.8,1.5,0.9,0.7,22.3,3.0,1.9,0.8,5.2,1.9,1.3,0.3,0.3333,0.6061,0.3535,0.3636,0.1313,1.7878,0.2323,0.4646,0.5051,0.8384,0.2626,0.1919,2.2626,0.303,0.5152,0.5152,0.5152,0.1717,0.6162,0.3535,0.4545,0.2828,1.8787,0.1919,6.4443,0.2828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32076,5474,833,10014,412,1756,0,134,42,156,52,27,39,1209,410,88,88,14.0,0.0,25.3,1.0,4.4,0.0,0.3,0.1,0.4,0.1,0.1,0.1,3.1,1.0,0.2,0.3
37,North Carolina,NC,37147,Pitt,37147,"Pitt County, North Carolina",652.366050816918,179961,0,80255,238,70683,947,51584,2765,7418,881,21947,1404,12132,1001,18060,1599,23774,277,38418,0,25383,1598,6594,704,2183,459,82708,1110,12141,1033,9432,870,1932,403,6137,781,7113,551,29.9,1.6,8.1,0.9,31.0,1.9,11.0,0.9,10.1,0.9,13.2,0.2,21.3,0.0,14.2,0.9,9.3,1.0,1.3,0.3,46.0,0.6,15.1,1.3,11.8,1.1,2.7,0.6,8.7,1.1,4.0,0.3,0.697,0.8687,0.8788,0.2323,0.2323,2.9091,0.6869,0.0808,0.5657,0.1717,0.8889,0.4545,2.1616,0.2222,0.7576,0.7576,0.7576,0.9596,0.1414,0.7576,0.8485,0.7677,3.4748,0.9495,9.3031,0.7273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,184525,23819,2401,62446,683,11526,0,3227,330,496,123,112,109,4570,776,331,331,13.8,0.0,34.7,0.4,6.4,0.0,1.8,0.2,0.3,0.1,0.1,0.1,2.5,0.4,0.2,0.1
37,North Carolina,NC,37149,Polk,37149,"Polk County, North Carolina",237.686832136844,20682,0,11783,54,9252,289,3767,525,345,133,1931,261,1354,246,2154,392,6417,85,3355,57,3987,404,278,116,150,117,2741,234,513,83,1542,261,186,85,411,140,306,108,18.5,2.6,3.7,1.4,20.9,2.7,8.4,1.5,10.6,1.9,31.0,0.4,16.2,0.3,19.5,2.0,3.0,1.3,0.8,0.6,13.3,1.1,4.4,0.7,13.1,2.2,2.0,0.9,4.4,1.5,1.5,0.5,0.101,0.0808,0.1313,0.0909,0.404,0.808,0.0303,0.9798,0.0606,0.7778,0.0505,0.1919,2.0606,0.1818,0.1717,0.1717,0.1717,0.7879,0.1717,0.4242,0.2121,0.3838,1.9797,0.2424,5.02,0.0404,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,16824,3274,509,986,21,1230,0,153,42,75,63,0,25,110,87,187,187,16.1,0.1,4.8,0.1,5.9,0.0,0.7,0.2,0.4,0.3,0.0,0.2,0.5,0.4,0.9,1.0
37,North Carolina,NC,37151,Randolph,37151,"Randolph County, North Carolina",782.33639177407,143460,0,62670,97,56790,603,37837,2484,3134,531,12867,936,16993,1215,18558,1344,25413,92,32412,0,24187,1366,3146,457,3940,558,30705,807,1813,347,13451,1000,1408,311,2366,358,1457,225,26.7,1.8,4.5,0.8,22.7,1.6,17.0,1.2,13.1,0.9,17.7,0.1,22.6,0.0,17.0,1.0,5.5,0.8,2.9,0.4,21.4,0.6,2.9,0.6,21.5,1.6,2.5,0.5,4.2,0.6,1.0,0.2,0.5253,0.1717,0.2929,0.7576,0.8384,2.5859,0.5657,0.2828,0.7475,0.5253,0.3535,0.9091,2.8182,0.7576,0.3535,0.3535,0.3535,0.6061,0.5758,0.6667,0.1919,0.1818,2.2223,0.3636,7.9799,0.5556,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,126569,20894,1583,8178,451,16739,0,1761,250,329,94,17,29,3232,525,449,449,14.7,0.0,5.7,0.3,11.7,0.0,1.2,0.2,0.2,0.1,0.0,0.1,2.3,0.4,0.3,0.2
37,North Carolina,NC,37153,Richmond,37153,"Richmond County, North Carolina",473.689054529346,44759,0,21775,91,18201,522,15168,1397,1679,327,5412,576,5231,553,4495,650,7932,94,10160,164,7543,755,1993,342,804,240,19428,384,374,133,4960,449,406,161,1779,298,1427,211,35.0,3.2,8.2,1.6,29.7,3.0,17.1,1.8,10.4,1.5,17.7,0.2,22.7,0.4,17.4,1.7,10.9,1.9,1.9,0.6,43.4,0.9,1.7,0.6,22.8,2.1,2.2,0.9,9.8,1.6,3.2,0.5,0.8889,0.8788,0.8384,0.7778,0.3131,3.697,0.8586,0.2828,0.7879,0.5354,0.9495,0.7071,3.2627,0.9394,0.7071,0.7071,0.7071,0.3434,0.6667,0.5051,0.9293,0.697,3.1415,0.8283,10.8083,0.9293,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,2,43239,8066,963,14245,176,2973,0,424,78,1155,188,0,28,556,256,75,75,18.6,0.1,31.8,0.4,6.6,0.0,0.9,0.2,2.6,0.4,0.0,0.1,1.2,0.6,0.2,0.2
