ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV150,M_POV150,E_UNEMP,M_UNEMP,E_HBURD,M_HBURD,E_NOHSDP,M_NOHSDP,E_UNINSUR,M_UNINSUR,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_LIMENG,M_LIMENG,E_MINRTY,M_MINRTY,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV150,MP_POV150,EP_UNEMP,MP_UNEMP,EP_HBURD,MP_HBURD,EP_NOHSDP,MP_NOHSDP,EP_UNINSUR,MP_UNINSUR,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_LIMENG,MP_LIMENG,EP_MINRTY,MP_MINRTY,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV150,EPL_UNEMP,EPL_HBURD,EPL_NOHSDP,EPL_UNINSUR,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,EPL_LIMENG,SPL_THEME2,RPL_THEME2,EPL_MINRTY,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV150,F_UNEMP,F_HBURD,F_NOHSDP,F_UNINSUR,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_LIMENG,F_THEME2,F_MINRTY,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_DAYPOP,E_NOINT,M_NOINT,E_AFAM,M_AFAM,E_HISP,M_HISP,E_ASIAN,M_ASIAN,E_AIAN,M_AIAN,E_NHPI,M_NHPI,E_TWOMORE,M_TWOMORE,E_OTHERRACE,M_OTHERRACE,EP_NOINT,MP_NOINT,EP_AFAM,MP_AFAM,EP_HISP,MP_HISP,EP_ASIAN,MP_ASIAN,EP_AIAN,MP_AIAN,EP_NHPI,MP_NHPI,EP_TWOMORE,MP_TWOMORE,EP_OTHERRACE,MP_OTHERRACE
37,North Carolina,NC,37063,Durham,37063,"Durham County, North Carolina",286.524484153824,317665,0,139199,437,130128,967,65699,3524,8098,833,38560,1713,22790,1216,36869,2111,41538,73,66028,32,29829,1420,9205,887,15597,1214,182311,1593,27482,1426,2106,485,3584,602,9128,783,15099,1043,21.7,1.2,4.7,0.5,29.6,1.3,10.4,0.6,11.8,0.7,13.1,0.1,20.8,0.0,9.6,0.5,7.1,0.7,5.2,0.4,57.4,0.5,19.7,1.0,1.5,0.3,2.8,0.5,7.0,0.6,4.8,0.3,0.1818,0.2323,0.8081,0.1919,0.6263,2.0404,0.3636,0.0707,0.4949,0.0404,0.6465,0.9697,2.2222,0.2929,0.899,0.899,0.899,0.9899,0.0101,0.798,0.7374,0.798,3.3334,0.9192,8.495,0.6061,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,2,400264,29752,3354,111729,990,43051,0,15664,494,590,155,168,27,10209,1040,900,900,9.8,0.0,35.2,0.3,13.6,0.0,4.9,0.2,0.2,0.1,0.1,0.1,3.2,0.3,0.3,0.1
37,North Carolina,NC,37065,Edgecombe,37065,"Edgecombe County, North Carolina",505.436146691096,52069,0,25013,80,20800,489,18234,1289,2065,495,6219,584,6160,625,5205,699,10276,101,11748,35,8279,610,2318,339,440,219,33372,320,459,123,6024,423,688,212,2043,394,640,193,35.5,2.5,8.9,2.1,29.9,2.7,17.0,1.7,10.1,1.4,19.7,0.2,22.6,0.1,16.1,1.2,11.1,1.6,0.9,0.4,64.1,0.6,1.8,0.5,24.1,1.7,3.3,1.0,9.8,1.9,1.2,0.4,0.9091,0.9394,0.8687,0.7576,0.2323,3.7071,0.8687,0.4747,0.7475,0.3939,0.9697,0.303,2.8888,0.7879,0.9697,0.9697,0.9697,0.3838,0.7475,0.9192,0.9293,0.2424,3.2222,0.8788,10.7878,0.9192,1,1,0,0,0,2,0,0,0,1,0,1,1,1,0,0,1,1,0,2,6,47567,13770,1215,29824,197,2512,0,84,56,176,83,27,29,710,225,39,39,26.8,0.1,57.3,0.4,4.8,0.0,0.2,0.1,0.3,0.2,0.1,0.1,1.4,0.4,0.1,0.1
37,North Carolina,NC,37067,Forsyth,37067,"Forsyth County, North Carolina",407.85053878496,378499,0,166765,486,148890,1166,93928,3304,9199,935,40142,1456,27895,1568,39672,2022,60329,32,87191,52,41250,1648,11910,882,9467,951,166190,2116,22527,1040,5884,564,3062,410,10304,821,11000,1201,25.5,0.9,5.0,0.5,27.0,1.0,11.0,0.6,10.6,0.5,15.9,0.1,23.0,0.0,11.0,0.4,8.0,0.6,2.7,0.3,43.9,0.6,13.5,0.6,3.5,0.3,2.1,0.3,6.9,0.6,2.9,0.3,0.4545,0.3232,0.6667,0.2323,0.404,2.0807,0.3838,0.1414,0.8283,0.0606,0.7778,0.8788,2.6869,0.6667,0.7172,0.7172,0.7172,0.9293,0.0505,0.4545,0.7071,0.6667,2.8081,0.697,8.2929,0.596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,408560,46732,3271,96055,1204,49324,0,8932,310,949,247,181,52,8913,1194,1836,1836,12.7,0.0,25.4,0.3,13.0,0.0,2.4,0.1,0.3,0.1,0.0,0.1,2.4,0.3,0.5,0.3
37,North Carolina,NC,37069,Franklin,37069,"Franklin County, North Carolina",491.801929468646,68027,0,29137,123,25729,537,15268,1482,2270,467,5467,593,6389,681,7002,813,11502,138,14957,0,10844,855,1601,335,948,315,24972,676,593,229,7260,637,641,189,1120,317,1546,310,23.0,2.2,6.8,1.4,21.2,2.3,13.5,1.4,10.4,1.2,16.9,0.2,22.0,0.0,16.2,1.3,6.2,1.3,1.5,0.5,36.7,1.0,2.0,0.8,24.9,2.2,2.5,0.7,4.4,1.2,2.3,0.5,0.2525,0.7071,0.1616,0.4646,0.3131,1.8989,0.2929,0.2323,0.6465,0.4141,0.4646,0.596,2.3535,0.4242,0.5657,0.5657,0.5657,0.4444,0.8081,0.6667,0.2121,0.5657,2.697,0.6566,7.5151,0.4646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53199,10026,1361,16237,445,5875,0,309,106,246,94,6,8,2004,422,295,295,15.1,0.1,23.9,0.7,8.6,0.0,0.5,0.2,0.4,0.1,0.0,0.1,2.9,0.6,0.4,0.4
37,North Carolina,NC,37071,Gaston,37071,"Gaston County, North Carolina",355.751554216748,222119,0,93897,208,85286,753,52890,2103,6657,811,22306,1201,22238,1175,22741,1304,35727,68,50147,0,33164,1408,5939,554,2621,389,63139,1178,4709,468,9043,624,1830,318,5003,692,2905,391,24.2,1.0,6.0,0.7,26.2,1.4,14.4,0.8,10.3,0.6,16.1,0.1,22.6,0.0,15.1,0.6,7.0,0.6,1.3,0.2,28.4,0.5,5.0,0.5,9.6,0.7,2.1,0.4,5.9,0.8,1.3,0.2,0.3636,0.5758,0.5657,0.5657,0.2929,2.3637,0.4848,0.1717,0.7475,0.2525,0.6364,0.4545,2.2626,0.303,0.4747,0.4747,0.4747,0.8182,0.1212,0.4545,0.5455,0.2828,2.2222,0.3535,7.3232,0.4343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201543,27459,1993,36434,774,16172,0,3624,140,525,158,145,129,5811,824,428,428,12.5,0.0,16.4,0.3,7.3,0.0,1.6,0.1,0.2,0.1,0.1,0.1,2.6,0.4,0.2,0.1
37,North Carolina,NC,37073,Gates,37073,"Gates County, North Carolina",340.612122208318,11519,0,5428,40,4690,194,2700,446,518,199,1185,230,928,208,956,275,2361,30,2324,20,2453,318,224,121,88,112,4267,404,0,29,1877,272,92,55,233,127,52,82,23.6,3.9,9.6,3.6,25.3,4.8,11.1,2.4,8.3,2.4,20.5,0.3,20.2,0.2,21.4,2.7,4.8,2.6,0.8,1.0,37.0,3.5,0.0,0.5,34.6,5.0,2.0,1.2,5.0,2.7,0.5,0.7,0.303,0.9697,0.5152,0.2626,0.0404,2.0909,0.404,0.6061,0.3939,0.9394,0.202,0.1919,2.3333,0.404,0.596,0.596,0.596,0.0,0.9495,0.4242,0.4141,0.0303,1.8181,0.1616,6.8383,0.3333,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,3,7576,2562,523,3638,274,11,36,178,150,93,29,0,21,347,251,0,0,22.3,0.2,31.6,2.4,0.1,0.3,1.5,1.3,0.8,0.3,0.0,0.3,3.0,2.2,0.0,0.3
37,North Carolina,NC,37075,Graham,37075,"Graham County, North Carolina",291.966096474958,8501,0,6062,44,3521,214,1929,394,120,76,615,173,1107,258,1126,266,1996,42,1703,65,1832,287,163,80,106,120,1166,103,69,33,1571,253,14,16,258,133,108,99,23.0,4.7,3.4,2.1,17.5,4.8,18.0,4.1,13.4,3.2,23.5,0.5,20.0,0.8,21.8,3.4,4.6,2.3,1.3,1.5,13.7,1.2,1.1,0.5,25.9,4.2,0.4,0.5,7.3,3.6,1.3,1.2,0.2525,0.0303,0.0,0.8182,0.8586,1.9596,0.3333,0.7778,0.3232,0.9495,0.1414,0.4545,2.6464,0.6364,0.202,0.202,0.202,0.1818,0.8283,0.0101,0.7879,0.2828,2.0909,0.2929,6.8989,0.3535,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,7284,1978,369,16,16,318,0,0,19,764,70,1,2,67,70,0,0,23.6,0.3,0.2,0.2,3.7,0.0,0.0,0.5,9.0,0.8,0.0,0.1,0.8,0.8,0.0,0.5
37,North Carolina,NC,37077,Granville,37077,"Granville County, North Carolina",531.99072178142,59823,0,24587,179,21567,524,13534,1235,1346,365,5389,603,5918,671,5648,694,10187,69,12301,20,8560,716,1734,340,721,270,25323,713,381,163,4895,497,263,128,1044,254,3687,474,23.9,2.2,4.7,1.3,25.0,2.7,13.9,1.6,9.9,1.2,17.0,0.1,20.6,0.0,15.0,1.2,8.0,1.6,1.3,0.5,42.3,1.2,1.5,0.7,19.9,2.0,1.2,0.6,4.8,1.2,6.2,0.8,0.3232,0.2323,0.5051,0.5253,0.202,1.7879,0.2424,0.2525,0.4747,0.2424,0.7778,0.4545,2.2019,0.2626,0.6869,0.6869,0.6869,0.2828,0.5354,0.1212,0.3535,0.8687,2.1616,0.3333,6.8383,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52815,7894,1174,17475,485,4941,0,324,48,162,74,236,175,2045,468,140,140,14.1,0.1,29.2,0.8,8.3,0.0,0.5,0.1,0.3,0.1,0.4,0.3,3.4,0.8,0.2,0.2
37,North Carolina,NC,37079,Greene,37079,"Greene County, North Carolina",266.734310697654,20987,0,8352,149,7218,272,6042,620,500,170,2000,301,3560,348,2821,410,3430,17,4251,0,3958,388,579,116,871,215,11178,395,160,66,3306,306,228,83,494,150,2517,383,32.6,3.3,5.6,1.8,27.7,4.0,23.7,2.3,15.2,2.2,16.3,0.1,20.3,0.0,21.3,2.0,8.0,1.6,4.4,1.1,53.3,1.9,1.9,0.8,39.6,3.5,3.2,1.1,6.8,2.0,12.0,1.8,0.7879,0.4646,0.6869,1.0,0.9495,3.8889,0.9091,0.1818,0.4141,0.9293,0.7778,0.9394,3.2424,0.9293,0.8384,0.8384,0.8384,0.4242,1.0,0.8889,0.697,0.9798,3.9899,0.9899,11.9596,0.9798,0,0,0,1,1,2,0,0,1,0,1,2,0,0,0,1,0,0,1,2,6,15669,3121,730,7043,270,3213,0,10,20,103,58,8,15,793,282,8,8,16.9,0.4,33.6,1.3,15.3,0.0,0.0,0.1,0.5,0.3,0.0,0.1,3.8,1.3,0.0,0.1
37,North Carolina,NC,37081,Guilford,37081,"Guilford County, North Carolina",645.921877162238,532956,0,230065,544,208234,1253,126847,4369,15997,1139,60898,2220,37036,1677,48567,2228,80918,17,118602,70,60239,1764,19085,1063,13068,1033,268459,2349,31980,1850,6620,701,5113,620,13328,890,20850,1324,24.7,0.8,5.9,0.4,29.2,1.1,10.4,0.5,9.2,0.4,15.2,0.1,22.3,0.0,11.4,0.3,9.2,0.5,2.6,0.2,50.4,0.4,13.9,0.8,2.9,0.3,2.5,0.3,6.4,0.4,3.9,0.2,0.3939,0.5556,0.7879,0.1919,0.1414,2.0707,0.3737,0.1212,0.7273,0.0808,0.8788,0.8586,2.6667,0.6465,0.8081,0.8081,0.8081,0.9394,0.0303,0.6667,0.6364,0.7374,3.0102,0.7576,8.5557,0.6162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,606728,79351,4114,180458,1494,43379,0,27335,528,1991,290,151,143,12702,1278,2443,2443,15.5,0.0,33.9,0.3,8.1,0.0,5.1,0.1,0.4,0.1,0.0,0.1,2.4,0.2,0.5,0.2
37,North Carolina,NC,37083,Halifax,37083,"Halifax County, North Carolina",723.73774721886,50678,0,25953,115,21061,443,19994,1243,1302,224,7239,575,7518,586,6218,621,10531,51,10829,26,9516,684,2296,335,165,141,31377,612,789,220,5755,507,404,127,2207,298,1252,220,40.5,2.5,6.5,1.0,34.4,2.6,20.9,1.6,12.6,1.3,20.8,0.1,21.4,0.1,19.2,1.4,10.9,1.6,0.3,0.3,61.9,1.2,3.0,0.8,22.2,1.9,1.9,0.6,10.5,1.4,2.5,0.4,0.9899,0.6465,0.9798,0.9293,0.7879,4.3334,0.9697,0.6566,0.596,0.7475,0.9495,0.0404,2.99,0.8283,0.9495,0.9495,0.9495,0.6263,0.6061,0.3535,0.9596,0.596,3.1415,0.8283,11.4144,0.9495,1,0,1,1,0,3,0,0,0,1,0,1,1,1,0,0,0,1,0,1,6,45505,18942,1442,26362,397,1510,0,367,128,1696,97,98,92,1337,428,7,7,38.3,0.2,52.0,0.8,3.0,0.0,0.7,0.3,3.3,0.2,0.2,0.2,2.6,0.8,0.0,0.1
37,North Carolina,NC,37085,Harnett,37085,"Harnett County, North Carolina",594.933137775372,134328,48,52531,146,46525,570,34369,1923,3803,432,12185,705,10430,792,14096,1006,16882,45,35003,14,19050,996,3816,398,2332,387,52293,786,569,169,10164,693,783,174,2244,378,3296,359,26.3,1.5,6.6,0.8,26.2,1.5,11.9,0.9,11.0,0.8,12.6,0.1,26.1,0.0,14.8,0.8,8.2,0.8,1.9,0.3,38.9,0.6,1.1,0.3,19.3,1.3,1.7,0.4,4.8,0.8,2.5,0.3,0.4949,0.6667,0.5657,0.3838,0.4444,2.5555,0.5354,0.0505,0.9798,0.2121,0.8182,0.7071,2.7677,0.7273,0.6162,0.6162,0.6162,0.1818,0.4949,0.2828,0.3535,0.596,1.909,0.202,7.8484,0.5354,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,111723,19565,1832,27575,483,17509,3,1596,183,1057,189,223,50,4120,547,213,213,14.9,0.0,20.5,0.4,13.0,0.1,1.2,0.1,0.8,0.1,0.2,0.1,3.1,0.4,0.2,0.1
37,North Carolina,NC,37087,Haywood,37087,"Haywood County, North Carolina",553.559782596088,61862,0,35659,52,26891,563,13789,1525,1184,309,6621,595,5355,608,6813,887,15298,100,11204,57,10799,744,1453,352,212,149,4759,271,591,171,6562,610,349,142,1174,245,481,73,22.6,2.5,4.1,1.1,24.6,2.2,11.5,1.3,11.1,1.4,24.7,0.2,18.1,0.1,17.6,1.2,5.4,1.3,0.4,0.3,7.7,0.4,1.7,0.5,18.4,1.7,1.3,0.5,4.4,0.9,0.8,0.1,0.2323,0.1212,0.4545,0.3333,0.4545,1.5958,0.1919,0.8283,0.1717,0.5758,0.3131,0.0808,1.9697,0.1616,0.0404,0.0404,0.0404,0.3434,0.4242,0.1515,0.2121,0.0909,1.2221,0.0404,4.828,0.0303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52655,13103,1421,541,139,2557,0,412,66,318,109,0,31,886,182,45,45,21.3,0.0,0.9,0.2,4.1,0.0,0.7,0.1,0.5,0.2,0.0,0.1,1.4,0.3,0.1,0.1
37,North Carolina,NC,37089,Henderson,37089,"Henderson County, North Carolina",372.94916702911,116298,0,58196,99,49715,645,21951,1369,1700,346,11557,840,7427,743,14094,1317,30025,117,22109,154,16999,1050,2217,378,1862,464,19880,714,2195,365,8942,738,852,265,1955,356,1375,216,19.1,1.2,3.0,0.6,23.2,1.7,8.6,0.9,12.2,1.1,25.8,0.1,19.0,0.1,14.8,0.9,4.5,0.8,1.7,0.4,17.1,0.6,3.8,0.6,15.4,1.3,1.7,0.5,3.9,0.7,1.2,0.2,0.1212,0.0,0.3535,0.1111,0.697,1.2828,0.1212,0.899,0.303,0.2121,0.1313,0.6364,2.1818,0.2424,0.2727,0.2727,0.2727,0.697,0.3232,0.2828,0.1414,0.2424,1.6868,0.101,5.4241,0.1212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106342,13667,1426,3856,330,11835,0,1608,90,323,193,0,31,1761,413,497,497,11.9,0.0,3.3,0.3,10.2,0.0,1.4,0.1,0.3,0.2,0.0,0.1,1.5,0.4,0.4,0.4
37,North Carolina,NC,37091,Hertford,37091,"Hertford County, North Carolina",353.16337776115,23752,0,10648,117,8903,275,7642,741,817,282,2561,298,2644,297,2292,406,4792,42,4455,33,4940,414,744,140,180,103,15884,138,196,72,2636,342,151,51,797,155,2260,279,35.5,3.4,8.3,2.9,28.8,3.2,15.9,1.8,10.2,1.8,20.2,0.2,18.8,0.1,22.1,1.8,8.4,1.6,0.8,0.5,66.9,0.6,1.8,0.7,24.8,3.2,1.7,0.6,9.0,1.7,9.5,1.2,0.9091,0.8889,0.7677,0.6465,0.2828,3.495,0.8283,0.5657,0.2626,0.9596,0.8283,0.1919,2.8081,0.7475,0.9899,0.9899,0.9899,0.3838,0.798,0.2828,0.8788,0.9394,3.2828,0.899,10.5758,0.8586,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,4,24184,5186,736,14208,84,885,0,206,7,215,43,6,7,347,98,17,17,24.1,0.3,59.8,0.4,3.7,0.0,0.9,0.1,0.9,0.2,0.0,0.1,1.5,0.4,0.1,0.1
37,North Carolina,NC,37093,Hoke,37093,"Hoke County, North Carolina",390.152836623546,54590,0,21131,112,18448,341,14273,1181,1718,380,5489,489,4410,475,6377,749,5470,87,14923,0,9272,644,1619,333,1347,300,33280,816,278,154,4661,407,489,155,821,186,1401,299,27.1,2.2,7.9,1.7,29.8,2.6,12.5,1.3,12.6,1.5,10.0,0.2,27.3,0.0,18.3,1.3,8.8,1.8,2.7,0.6,61.0,1.5,1.3,0.7,22.1,1.9,2.7,0.8,4.5,1.0,2.6,0.5,0.5556,0.8384,0.8586,0.4141,0.7879,3.4546,0.8182,0.0101,1.0,0.6566,0.8687,0.8788,3.4142,0.9798,0.9293,0.9293,0.9293,0.2424,0.596,0.7576,0.2525,0.6263,2.4748,0.5051,10.2729,0.8283,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,2,42248,7159,989,17746,479,7592,0,777,133,4093,269,67,57,2658,555,347,347,13.5,0.1,32.5,0.9,13.9,0.0,1.4,0.2,7.5,0.5,0.1,0.1,4.9,1.0,0.6,0.3
37,North Carolina,NC,37095,Hyde,37095,"Hyde County, North Carolina",612.345004765166,5089,0,3257,199,2056,178,1383,450,89,68,712,229,829,216,889,285,1002,208,1082,141,676,197,26,34,127,120,2299,288,0,26,571,170,120,104,36,39,551,156,30.3,9.8,4.5,3.4,34.6,10.7,21.6,5.5,19.5,6.3,19.7,4.1,21.3,2.8,14.8,4.3,1.3,1.6,2.7,2.5,45.2,5.7,0.0,0.8,17.5,5.1,5.8,5.0,1.8,1.9,10.8,3.1,0.7273,0.1717,0.9899,0.9697,0.9899,3.8485,0.8889,0.4747,0.5657,0.2121,0.0,0.8788,2.1313,0.2121,0.7273,0.7273,0.7273,0.0,0.404,1.0,0.0,0.9596,2.3636,0.4242,9.0707,0.7172,0,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,0,1,2,5,4455,1291,518,1497,249,677,112,0,19,6,12,0,19,119,86,0,0,28.4,1.0,29.4,4.9,13.3,2.2,0.0,0.8,0.1,0.2,0.0,0.8,2.3,1.7,0.0,0.8
37,North Carolina,NC,37097,Iredell,37097,"Iredell County, North Carolina",574.408427272016,178853,0,75619,110,68374,590,32418,1958,4391,540,14828,895,11945,908,16844,1253,28396,116,41053,0,21810,991,4626,568,2949,492,43707,812,3940,499,10103,685,1439,351,2224,312,1230,185,18.3,1.1,4.8,0.6,21.7,1.3,9.7,0.7,9.5,0.7,15.9,0.1,23.0,0.0,12.3,0.6,6.8,0.8,1.7,0.3,24.4,0.5,5.2,0.7,13.4,0.9,2.1,0.5,3.3,0.5,0.7,0.1,0.0909,0.2727,0.1919,0.1717,0.1818,0.909,0.0606,0.1414,0.8283,0.101,0.596,0.6364,2.3031,0.3838,0.3838,0.3838,0.3838,0.8283,0.202,0.4545,0.0707,0.0606,1.6161,0.0808,5.212,0.0909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182079,18356,1388,21209,457,13958,0,4308,267,206,80,16,25,3747,584,263,263,10.3,0.0,11.9,0.3,7.8,0.0,2.4,0.1,0.1,0.1,0.0,0.1,2.1,0.3,0.1,0.1
37,North Carolina,NC,37099,Jackson,37099,"Jackson County, North Carolina",491.106717296262,43435,0,27641,168,17008,745,11452,1163,1180,382,3774,536,3364,699,6241,773,8622,150,7238,139,6167,753,807,242,708,218,8436,474,1049,239,4695,493,400,123,826,245,3732,389,29.0,2.9,5.8,1.9,22.2,3.0,12.0,2.5,14.4,1.8,19.9,0.3,16.7,0.3,14.3,1.7,4.7,1.4,1.7,0.5,19.4,1.1,3.8,0.9,17.0,1.8,2.4,0.7,4.9,1.4,8.6,0.9,0.6364,0.5253,0.2424,0.404,0.9091,2.7172,0.6162,0.5152,0.0808,0.1818,0.1717,0.6364,1.5859,0.0505,0.3131,0.3131,0.3131,0.697,0.3535,0.6061,0.404,0.9293,2.9899,0.7475,7.6061,0.4848,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,42920,8970,1019,869,122,2663,0,306,176,3192,235,0,28,1351,345,55,55,22.6,0.2,2.0,0.3,6.1,0.0,0.7,0.4,7.3,0.5,0.0,0.1,3.1,0.8,0.1,0.2
37,North Carolina,NC,37101,Johnston,37101,"Johnston County, North Carolina",792.016393240168,203308,0,77575,110,71332,722,44634,2524,4353,704,17767,1282,15983,1060,24018,1736,27100,76,51779,0,28145,1515,4890,576,4404,579,67294,1489,2406,535,12485,974,1778,404,3287,481,1715,195,22.2,1.3,4.3,0.7,24.9,1.8,11.8,0.8,11.9,0.9,13.3,0.1,25.5,0.0,14.0,0.8,6.9,0.8,2.3,0.3,33.1,0.7,3.1,0.7,16.1,1.3,2.5,0.6,4.6,0.7,0.8,0.1,0.2121,0.1414,0.4848,0.3636,0.6465,1.8484,0.2626,0.101,0.9596,0.1616,0.6061,0.7778,2.6061,0.6162,0.5051,0.5051,0.5051,0.6364,0.3434,0.6667,0.2727,0.0909,2.0101,0.2727,6.9697,0.3737,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,174407,32962,2559,32197,660,27928,0,1308,272,668,343,70,105,4588,1184,535,535,16.4,0.0,15.8,0.3,13.7,0.0,0.6,0.1,0.3,0.2,0.0,0.1,2.3,0.6,0.3,0.2
37,North Carolina,NC,37103,Jones,37103,"Jones County, North Carolina",471.367591157716,9453,0,5009,32,4069,165,3293,489,340,105,1192,222,1269,209,1402,237,2204,50,1763,29,2322,311,220,69,54,85,3560,160,67,33,1650,204,98,61,264,102,133,49,35.1,5.2,8.4,2.6,29.3,5.3,17.7,2.9,15.0,2.5,23.3,0.5,18.7,0.3,24.8,3.3,5.4,1.7,0.6,0.9,37.7,1.7,1.3,0.7,32.9,4.1,2.4,1.5,6.5,2.5,1.4,0.5,0.899,0.899,0.798,0.798,0.9394,4.3334,0.9697,0.7677,0.2323,0.9899,0.3131,0.1111,2.4141,0.4747,0.6061,0.6061,0.6061,0.2424,0.9192,0.6061,0.6566,0.3434,2.7677,0.6768,10.1213,0.8081,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,3,6364,2350,320,2783,108,480,0,35,39,79,35,0,19,183,103,0,0,25.2,0.1,29.4,1.1,5.1,0.0,0.4,0.4,0.8,0.4,0.0,0.4,1.9,1.1,0.0,0.4
37,North Carolina,NC,37105,Lee,37105,"Lee County, North Carolina",255.061858046002,61083,0,24613,85,22290,392,16434,1562,1630,308,5905,545,6164,532,7852,726,10034,75,14751,0,10049,803,1738,368,2709,436,25637,479,859,209,3627,456,719,237,1050,206,944,205,27.5,2.6,5.6,1.0,26.5,2.4,14.9,1.3,13.1,1.2,16.4,0.1,24.1,0.0,16.8,1.3,7.8,1.6,4.7,0.8,42.0,0.8,3.5,0.8,14.7,1.9,3.2,1.1,4.7,0.9,1.5,0.3,0.596,0.4646,0.6263,0.5859,0.8384,3.1112,0.7172,0.1919,0.9091,0.4949,0.7374,0.9495,3.2828,0.9495,0.6768,0.6768,0.6768,0.6768,0.2929,0.8889,0.3131,0.3838,2.5555,0.5758,9.6263,0.7475,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,2,64005,13443,1585,11648,300,11761,0,831,123,365,70,0,31,1001,344,31,31,22.4,0.1,19.1,0.5,19.3,0.0,1.4,0.2,0.6,0.1,0.0,0.1,1.6,0.6,0.1,0.1
37,North Carolina,NC,37107,Lenoir,37107,"Lenoir County, North Carolina",399.086615279326,56350,0,27693,134,23494,565,18985,1291,2307,404,6766,652,7417,760,6204,914,11109,134,12760,72,13234,650,1862,292,626,260,28752,1160,1232,299,6495,478,646,255,2320,366,1303,291,34.4,2.3,8.9,1.6,28.8,2.7,18.9,1.9,11.2,1.6,19.7,0.2,22.6,0.1,24.0,1.2,7.9,1.2,1.2,0.5,51.0,2.1,4.4,1.1,23.5,1.7,2.7,1.1,9.9,1.6,2.3,0.5,0.8586,0.9394,0.7677,0.8687,0.4747,3.9091,0.9192,0.4747,0.7475,0.9798,0.7576,0.4343,3.3939,0.9697,0.8283,0.8283,0.8283,0.7879,0.697,0.7576,0.9495,0.5657,3.7577,0.9697,11.889,0.9697,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,3,58622,8513,976,21614,815,4434,0,183,129,113,76,36,31,2362,812,10,10,15.5,0.1,38.4,1.4,7.9,0.0,0.3,0.2,0.2,0.1,0.1,0.1,4.2,1.4,0.0,0.1
