STATEFP,COUNTYFP,TRACTCE,AFFGEOID,GEOID,NAME,COUNTY,StateAbbr,StateDesc,Location,E_TOTPOP,M_TOTPOP,E_DAYPOP,SPL_EJI,RPL_EJI,SPL_SER,RPL_SER,EPL_OZONE,EPL_PM,EPL_DSLPM,EPL_TOTCR,SPL_EBM_THEME1,RPL_EBM_DOM1,EPL_NPL,EPL_TRI,EPL_TSD,EPL_RMP,EPL_COAL,EPL_LEAD,SPL_EBM_THEME2,RPL_EBM_DOM2,EPL_PARK,EPL_HOUAGE,EPL_WLKIND,SPL_EBM_THEME3,RPL_EBM_DOM3,EPL_RAIL,EPL_ROAD,EPL_AIRPRT,SPL_EBM_THEME4,RPL_EBM_DOM4,EPL_IMPWTR,SPL_EBM_THEME5,RPL_EBM_DOM5,SPL_EBM,RPL_EBM,EPL_MINRTY,SPL_SVM_DOM1,RPL_SVM_DOM1,EPL_POV200,EPL_NOHSDP,EPL_UNEMP,EPL_RENTER,EPL_HOUBDN,EPL_UNINSUR,EPL_NOINT,SPL_SVM_DOM2,RPL_SVM_DOM2,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_LIMENG,SPL_SVM_DOM3,RPL_SVM_DOM3,EPL_MOBILE,EPL_GROUPQ,SPL_SVM_DOM4,RPL_SVM_DOM4,SPL_SVM,RPL_SVM,F_BPHIGH,F_ASTHMA,F_CANCER,F_MHLTH,F_DIABETES,F_HVM,RPL_HVM,E_OZONE,E_PM,E_DSLPM,E_TOTCR,E_NPL,E_TRI,E_TSD,E_RMP,E_COAL,E_LEAD,E_PARK,E_HOUAGE,E_WLKIND,E_RAIL,E_ROAD,E_AIRPRT,E_IMPWTR,EP_MINRTY,EP_POV200,EP_NOHSDP,EP_UNEMP,EP_RENTER,EP_HOUBDN,EP_UNINSUR,EP_NOINT,EP_AGE65,EP_AGE17,EP_DISABL,EP_LIMENG,EP_MOBILE,EP_GROUPQ,EP_BPHIGH,EP_ASTHMA,EP_CANCER,EP_MHLTH,EP_DIABETES,EPL_BPHIGH,EPL_ASTHMA,EPL_CANCER,EPL_DIABETES,EPL_MHLTH
37,49,960403,1400000US37049960403,37049960403,9604.03,Craven,NC,North Carolina,"Census Tract 9604.03, Craven County, North Carol",4050.0,17.0,2443.0,0.6565,0.1621,0.2565,0.0422,0.0,0.2318,0.1966,0.3612,0.7896,0.1143,0.0,0.4617,0.0,0.0,0.0,0.0,0.4617,0.3051,0.4964,0.4292,0.7177,1.6433,0.5699,0.0,0.4207,0.8851,1.3058,0.6277,0.0,0.0,0.0,4.2004,0.1387,0.1382,0.1382,0.1382,0.084,0.1261,0.0484,0.0797,0.049,0.3702,0.3043,1.0617,0.0562,0.9356,0.4,0.5515,0.2137,2.1008,0.5843,0.4558,0.3832,0.839,0.5062,4.1397,0.1178,1.0,0.0,1.0,0.0,0.0,2.0,0.4,0.0,7.74,0.2,28.03,0.0,9.57,0.0,0.0,0.0,0.0,81.44,55.44,6.56,0.0,35.46,2.78,0.0,6.9,9.2414,3.2,1.3,9.6,12.4088,5.3,11.1,27.3,20.7,13.3,0.2,0.5,0.1,36.2,8.0,10.0,9.2,9.5,0.7327,0.0719,0.9707,0.344,0.0411
37,49,960404,1400000US37049960404,37049960404,9604.04,Craven,NC,North Carolina,"Census Tract 9604.04, Craven County, North Carol",2954.0,126.0,1596.0,1.1109,0.4195,0.5109,0.1546,0.0,0.2385,0.1264,0.3964,0.7613,0.1093,0.0,0.4025,0.0,0.0,0.0,0.0,0.4025,0.2758,0.468,0.1624,0.8443,1.4747,0.4198,0.0,0.6001,0.0,0.6001,0.2165,0.0,0.0,0.0,3.2386,0.0357,0.4781,0.4781,0.4781,0.4013,0.2147,0.1726,0.29,0.3313,0.6438,0.1251,2.1788,0.226,0.9773,0.0531,0.8483,0.6298,2.5085,0.8683,0.6013,0.916,1.5173,0.8867,6.6827,0.4752,1.0,0.0,1.0,0.0,1.0,3.0,0.6,0.0,7.78,0.16,28.78,0.0,4.57,0.0,0.0,0.0,0.0,88.76999999999998,27.59,5.17,0.0,73.84999999999998,0.0,0.0,27.9,25.1804,4.7,2.5,20.3,21.6036,9.5,6.2,35.3,9.9,19.2,2.5,1.9,5.8,42.4,8.4,11.3,10.1,12.5,0.9096,0.1389,0.9879,0.6944,0.0916
37,49,960500,1400000US37049960500,37049960500,9605.0,Craven,NC,North Carolina,"Census Tract 9605, Craven County, North Carolina",7715.0,694.0,9791.0,1.5851,0.6611,1.1851,0.6538,0.0,0.2419,0.1445,0.3721,0.7585,0.1088,0.0,0.6593,0.0,0.0,0.0,0.0,0.6593,0.4071,1.0,0.1342,0.7244,1.8586,0.7267,0.5962,0.3724,0.0,0.9686,0.4683,0.4024,0.4024,0.4024,4.6474,0.2153,0.6912,0.6912,0.6912,0.8212,0.7424,0.9321,0.7729,0.7556,0.8979,0.8539,5.776,0.9242,0.5741,0.5316,0.6994,0.6799,2.485,0.8563,0.8196,0.6744,1.494,0.8749,10.4462,0.9698,1.0,1.0,0.0,0.0,0.0,2.0,0.4,0.0,7.8,0.17,28.27,0.0,50.2,0.0,0.0,0.0,0.0,0.0,23.26,6.5,57.93,27.11,0.0,33.34,51.3,50.3092,16.9,12.6,53.7,35.9663,17.8,30.4,16.9,22.5,15.7,3.2,12.3,0.9,36.3,10.5,6.6,15.2,12.0,0.7371,0.6964,0.471,0.6463,0.6368
37,49,960600,1400000US37049960600,37049960600,9606.0,Craven,NC,North Carolina,"Census Tract 9606, Craven County, North Carolina",6237.0,708.0,9773.0,2.2458,0.8925,1.2458,0.6943,0.0,0.2335,0.1966,0.3646,0.7947,0.1154,0.0,0.5723,0.0,0.0,0.0,0.0,0.5723,0.3585,1.0,0.2518,0.5031,1.7549,0.6547,0.6817,0.5789,0.0,1.2606,0.6041,0.4329,0.4329,0.4329,4.8154,0.2495,0.7514,0.7514,0.7514,0.8516,0.885,0.5953,0.8504,0.7084,0.9304,0.7413,5.5624,0.8941,0.806,0.8002,0.7203,0.926,3.2525,0.9982,0.8388,0.8839,1.7227,0.9677,11.289,0.9963,1.0,1.0,1.0,1.0,1.0,5.0,1.0,0.0,7.75,0.2,28.11,0.0,27.64,0.0,0.0,0.0,0.0,0.0,38.71,9.08,80.59,69.01,0.0,37.55,60.9,53.2543,25.3,5.6,63.1,33.7558,20.3,24.5,21.4,26.9,16.1,15.2,14.0,4.1,40.8,10.7,8.0,15.6,15.7,0.8785,0.7373,0.7983,0.887,0.6768
37,49,960700,1400000US37049960700,37049960700,9607.0,Craven,NC,North Carolina,"Census Tract 9607, Craven County, North Carolina",1700.0,180.0,2073.0,1.3143,0.5318,0.9143,0.447,0.0,0.2318,0.2136,0.3701,0.8155,0.12,0.0,0.352,0.0,0.0,0.0,0.0,0.352,0.2513,1.0,0.7687,0.435,2.2037,0.9176,0.5055,0.7666,0.0,1.2721,0.6099,0.2755,0.2755,0.2755,4.9188,0.2722,0.415,0.415,0.415,0.5801,0.5332,0.4719,0.6218,0.8554,0.2847,0.3707,3.7178,0.5513,0.7651,0.1375,0.8806,0.7627,2.5459,0.8847,0.4769,0.5527,1.0296,0.6792,7.7083,0.6421,1.0,0.0,1.0,0.0,0.0,2.0,0.4,0.0,7.74,0.21,28.23,0.0,1.94,0.0,0.0,0.0,0.0,0.0,82.89,10.25,36.41,100.0,0.0,16.27,22.9,34.0588,10.6,4.6,40.0,41.8872,4.3,12.9,20.4,15.4,20.3,5.0,0.6,0.4,35.7,9.5,7.8,13.4,10.8,0.7094,0.4269,0.7565,0.5105,0.4322
37,49,960800,1400000US37049960800,37049960800,9608.0,Craven,NC,North Carolina,"Census Tract 9608, Craven County, North Carolina",1989.0,366.0,1052.0,2.2051,0.8814,1.4051,0.7876,0.0,0.2298,0.1445,0.3678,0.7421,0.1056,0.0,0.857,0.0,0.0,0.0,0.0,0.857,0.5168,1.0,0.8448,0.5146,2.3594,0.968,0.7891,0.3815,0.0,1.1706,0.561,0.4329,0.4329,0.4329,5.562,0.4153,0.8134,0.8134,0.8134,0.9476,0.8271,0.9457,0.876,0.9402,0.9096,0.9165,6.3627,0.9865,0.4036,0.5542,0.9169,0.3749,2.2496,0.7062,0.7504,0.7622,1.5126,0.8844,10.9383,0.9898,1.0,1.0,0.0,1.0,1.0,4.0,0.8,0.0,7.73,0.17,28.18,0.0,99.99,0.0,0.0,0.0,0.0,0.0,88.29999999999998,8.92,100.0,28.59,0.0,37.55,72.2,65.9778,21.1,13.6,66.9,49.8012,18.6,35.6,14.1,22.8,21.9,0.7,7.6,1.7,48.9,13.2,6.2,19.5,20.6,0.9764,0.9602,0.3868,0.9747,0.9241
37,49,960900,1400000US37049960900,37049960900,9609.0,Craven,NC,North Carolina,"Census Tract 9609, Craven County, North Carolina",2032.0,246.0,4686.0,1.9811,0.8147,1.1811,0.6511,0.0,0.228,0.1617,0.3612,0.7509,0.1073,0.0,0.6003,0.0,0.0,0.0,0.0,0.6003,0.3718,1.0,0.4828,0.387,1.8698,0.7338,0.7891,0.61,0.0,1.3991,0.6791,0.3012,0.3012,0.3012,4.9213,0.2727,0.7313,0.7313,0.7313,0.8558,0.7272,0.8982,0.8879,0.8276,0.8323,0.8113,5.8403,0.9325,0.707,0.435,0.6711,0.6298,2.4429,0.8343,0.0,0.6744,0.6744,0.3833,9.6889,0.9084,1.0,1.0,0.0,1.0,1.0,4.0,0.8,0.0,7.72,0.18,28.03,0.0,34.43,0.0,0.0,0.0,0.0,0.0,60.08,11.17,100.0,75.92,0.0,19.56,57.4,53.6909,16.3,10.9,68.7,40.0,14.6,27.8,19.2,21.2,15.2,2.5,0.0,0.9,40.7,11.3,6.9,16.4,14.9,0.8764,0.836,0.5402,0.8547,0.7508
37,49,961001,1400000US37049961001,37049961001,9610.01,Craven,NC,North Carolina,"Census Tract 9610.01, Craven County, North Carol",10989.0,642.0,6406.0,0.487,0.0892,0.287,0.0514,0.0,0.2149,0.078,0.462,0.7549,0.108,0.0,0.0,0.0,0.7367,0.0,0.0,0.7367,0.4534,0.4348,0.0637,0.6643,1.1628,0.1616,0.4068,0.304,0.9161,1.6269,0.8982,0.1529,0.1529,0.1529,4.4342,0.1761,0.3488,0.3488,0.3488,0.1834,0.1314,0.0484,0.2202,0.1686,0.232,0.1629,1.1469,0.0665,0.6512,0.6641,0.3217,0.2137,1.8507,0.3639,0.729,0.0,0.729,0.4267,4.0754,0.1109,0.0,0.0,1.0,0.0,0.0,1.0,0.2,0.0,7.63,0.13,30.19,0.0,0.0,0.0,5.61,0.0,0.0,95.73,10.06,7.17,19.09,16.86,9.79,2.05,18.4,14.5774,3.3,1.3,17.0,17.1688,3.7,7.3,18.2,24.4,10.1,0.2,6.4,0.0,33.8,8.6,7.5,11.0,9.6,0.6106,0.182,0.6866,0.3566,0.1672
37,49,961002,1400000US37049961002,37049961002,9610.02,Craven,NC,North Carolina,"Census Tract 9610.02, Craven County, North Carol",4176.0,364.0,3982.0,1.6698,0.6975,1.2698,0.7097,0.0,0.2133,0.1099,0.3571,0.6803,0.0946,0.0,0.0,0.0,0.8719,0.0,0.0,0.8719,0.5743,0.7008,0.28,0.6274,1.6082,0.5406,0.7509,0.75,0.9411,2.442,0.9864,0.454,0.454,0.454,6.0564,0.5296,0.3585,0.3585,0.3585,0.4482,0.7632,0.8708,0.2349,0.5716,0.7681,0.2969,3.9537,0.6029,0.7376,0.5902,0.7848,0.2137,2.3263,0.7626,0.8388,0.8863,1.7251,0.9684,8.3636,0.7402,1.0,0.0,1.0,0.0,0.0,2.0,0.4,0.0,7.62,0.15,27.94,0.0,0.0,0.0,37.46,0.0,0.0,20.96,41.79,7.54,96.43,99.54,22.39,40.68,19.0,27.3629,17.8,9.9,17.7,28.5088,12.5,10.9,19.8,23.3,17.5,0.2,14.0,4.2,36.4,9.7,7.6,14.2,11.3,0.7415,0.4859,0.7108,0.5716,0.5265
37,49,961100,1400000US37049961100,37049961100,9611.0,Craven,NC,North Carolina,"Census Tract 9611, Craven County, North Carolina",8791.0,744.0,5610.0,0.4557,0.0784,0.4557,0.1241,0.0,0.1923,0.0655,0.4247,0.6825,0.0949,0.0,0.2905,0.0,0.0,0.0,0.0,0.2905,0.2213,0.3889,0.1783,0.7323,1.2995,0.26,0.5159,0.292,0.0,0.8079,0.4014,0.145,0.145,0.145,3.2254,0.0348,0.4427,0.4427,0.4427,0.3438,0.1788,0.8467,0.5779,0.5322,0.4474,0.0916,3.0184,0.397,0.3858,0.8495,0.5448,0.3205,2.1006,0.5841,0.7842,0.0,0.7842,0.4642,6.3459,0.4209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.45,0.12,29.36,0.0,0.13,0.0,0.0,0.0,0.0,99.96,29.79,6.39,38.69,15.16,0.0,1.37,25.0,22.3979,4.1,9.2,36.8,27.2088,6.3,5.1,13.8,28.1,13.2,0.5,9.7,0.0,30.3,9.1,6.2,13.0,9.2,0.4037,0.3108,0.3868,0.3056,0.3852
37,49,961201,1400000US37049961201,37049961201,9612.01,Craven,NC,North Carolina,"Census Tract 9612.01, Craven County, North Carol",3009.0,381.0,3131.0,1.1532,0.4435,0.9532,0.4797,0.0,0.1863,0.0931,0.5417,0.8211,0.1209,0.936,0.4649,0.9257,0.7014,0.0,0.0,3.028,0.988,0.5211,0.0958,0.7158,1.3327,0.2881,0.5539,0.3774,0.0,0.9313,0.4511,0.0,0.0,0.0,6.1131,0.5423,0.5526,0.5526,0.5526,0.8481,0.0583,0.6849,0.988,0.9974,0.3107,0.0547,3.9421,0.6006,0.0046,0.8794,0.3508,0.0,1.2348,0.067,0.5589,0.0,0.5589,0.3053,6.2884,0.4109,0.0,0.0,0.0,1.0,0.0,1.0,0.2,0.0,7.4,0.14,32.05,3.06,9.95,3.06,3.06,0.0,0.0,74.09999999999998,16.36,6.58,47.33,27.91,0.0,0.0,34.7,52.8747,1.9,6.5,96.6,69.0164,4.6,3.8,0.3,29.0,10.5,0.0,1.3,0.0,11.7,10.1,1.2,19.2,2.0,0.0033,0.5987,0.0035,0.0017,0.9135
37,49,961202,1400000US37049961202,37049961202,9612.02,Craven,NC,North Carolina,"Census Tract 9612.02, Craven County, North Carol",4385.0,797.0,6694.0,1.0181,0.3657,1.0181,0.533,0.0,0.1794,0.0655,0.8604,1.1053,0.1938,0.9642,0.598,0.9577,0.8303,0.0,0.0,3.3502,0.9908,0.6186,0.7284,0.7101,2.0571,0.8488,0.5266,0.2154,0.0,0.742,0.3041,0.0,0.0,0.0,7.2546,0.7737,0.5954,0.5954,0.5954,0.1805,0.1727,0.1858,0.9946,0.4652,0.0848,0.5452,2.6288,0.3144,0.0046,0.0309,0.9265,0.0,0.962,0.0333,0.0,0.9948,0.9948,0.6654,5.181,0.2444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.35,0.12,40.57,22.68,33.84,22.68,22.68,0.0,0.0,43.13,79.78,6.67,41.11,4.93,0.0,0.0,39.0,14.4286,4.0,2.6,100.0,25.2066,1.9,17.8,0.3,6.0,22.4,0.0,0.0,84.0,11.4,7.5,1.0,14.9,1.9,0.0029,0.0273,0.0023,0.0014,0.6058
37,49,961301,1400000US37049961301,37049961301,9613.01,Craven,NC,North Carolina,"Census Tract 9613.01, Craven County, North Carol",3647.0,353.0,3560.0,0.6753,0.1714,0.6753,0.2617,0.0,0.1765,0.1264,0.4495,0.7524,0.1076,0.0,0.5167,0.0,0.0,0.0,0.0,0.5167,0.3314,0.3864,0.5511,0.6357,1.5732,0.5109,0.6946,0.4569,0.0,1.1515,0.5525,0.1335,0.1335,0.1335,4.1273,0.1277,0.59,0.59,0.59,0.6125,0.5718,0.8105,0.634,0.3644,0.8399,0.2731,4.1062,0.6358,0.2573,0.6318,0.41,0.2502,1.5493,0.1662,0.8728,0.0,0.8728,0.5354,7.1183,0.5476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.33,0.16,29.9,0.0,17.19,0.0,0.0,0.0,0.0,99.99,65.73,7.44,84.06999999999998,42.51,0.0,0.54,38.4,35.834,11.5,8.4,41.0,22.4844,14.9,10.3,11.5,23.9,11.3,0.3,17.3,0.0,31.1,9.6,5.8,14.9,9.6,0.4524,0.4568,0.3102,0.3566,0.6058
37,49,961302,1400000US37049961302,37049961302,9613.02,Craven,NC,North Carolina,"Census Tract 9613.02, Craven County, North Carol",5264.0,456.0,6317.0,1.1269,0.4282,0.7269,0.2991,0.0,0.1655,0.1099,0.3642,0.6396,0.0877,0.0,0.4954,0.0,0.0,0.0,0.0,0.4954,0.3215,0.3853,0.2225,0.6419,1.2497,0.2201,0.3446,0.337,0.0,0.6816,0.2647,0.0,0.0,0.0,3.0663,0.0253,0.6674,0.6674,0.6674,0.7793,0.2736,0.537,0.8132,0.4985,0.703,0.1453,3.7499,0.5585,0.1088,0.846,0.7716,0.5232,2.2496,0.7062,0.7129,0.7121,1.425,0.8377,8.0919,0.7016,0.0,1.0,0.0,1.0,0.0,2.0,0.4,0.0,7.25,0.15,28.1,0.0,13.83,0.0,0.0,0.0,0.0,100.0,35.36,7.38,10.32,21.58,0.0,0.0,47.9,46.7877,5.7,5.1,58.3,26.1735,10.8,6.8,8.2,28.0,17.2,1.5,5.6,1.2,29.6,10.4,4.3,16.9,9.4,0.361,0.6732,0.0881,0.3319,0.7899
37,49,961303,1400000US37049961303,37049961303,9613.03,Craven,NC,North Carolina,"Census Tract 9613.03, Craven County, North Carol",4164.0,402.0,1222.0,0.8817,0.2837,0.4817,0.1385,0.0,0.1517,0.0655,0.2394,0.4566,0.0597,0.0,0.3102,0.0,0.0,0.0,0.0,0.3102,0.231,0.5804,0.1389,0.995,1.7143,0.6267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4811,0.0059,0.6004,0.6004,0.6004,0.4646,0.4077,0.4444,0.3751,0.2804,0.7195,0.6134,3.3051,0.4597,0.6102,0.3854,0.8806,0.0,1.8762,0.3849,0.9043,0.0,0.9043,0.566,6.686,0.4758,1.0,0.0,0.0,0.0,1.0,2.0,0.4,0.0,7.17,0.12,25.08,0.0,0.53,0.0,0.0,0.0,0.0,55.3,24.01,2.17,0.0,0.0,0.0,0.0,39.5,28.146,8.0,4.4,24.5,20.2532,11.2,19.9,17.5,20.5,20.3,0.0,21.1,0.0,39.4,10.2,6.8,14.1,13.4,0.8444,0.6245,0.516,0.767,0.5153
37,51,200,1400000US37051000200,37051000200,2.0,Cumberland,NC,North Carolina,"Census Tract 2, Cumberland County, North Carolin",2202.0,230.0,4084.0,2.4541,0.9448,1.6541,0.9062,0.0,0.5781,0.5237,0.7333,1.8351,0.4851,0.0,0.7276,0.0,0.9518,0.0,0.0,1.6794,0.8164,0.6049,0.2542,0.5008,1.3599,0.3111,0.7603,0.7666,0.0,1.5269,0.7609,0.2286,0.2286,0.2286,6.6299,0.6549,0.9187,0.9187,0.9187,0.9949,0.9128,0.986,0.9371,0.9402,0.8374,0.9549,6.5633,0.9964,0.2624,0.8905,0.9721,0.6735,2.7985,0.9634,0.6268,0.8072,1.434,0.8429,11.7145,0.9992,1.0,1.0,0.0,1.0,1.0,4.0,0.8,0.0,9.36,0.42,36.66,0.0,70.7,0.0,83.15999999999998,0.0,0.0,47.49,39.0,9.11,97.85,100.0,0.0,10.16,91.4,83.82819999999998,28.1,20.5,78.5,49.7984,14.8,41.2,11.6,29.4,26.3,3.1,2.4,2.3,48.6,14.3,6.0,23.0,23.0,0.975,0.9836,0.3472,0.9898,0.9862
37,51,500,1400000US37051000500,37051000500,5.0,Cumberland,NC,North Carolina,"Census Tract 5, Cumberland County, North Carolin",2288.0,217.0,2926.0,2.5049,0.957,1.7049,0.9266,0.0,0.5781,0.4723,0.7096,1.76,0.4525,0.0,0.6466,0.0,0.7411,0.0,0.0,1.3877,0.7138,0.7187,0.6976,0.4582,1.8745,0.7367,0.7646,0.7666,0.0,1.5312,0.7639,0.3618,0.3618,0.3618,6.9152,0.7123,0.7675,0.7675,0.7675,0.9608,0.9154,0.8708,0.8509,0.9502,0.871,0.9473,6.3664,0.9869,0.3748,0.6116,0.979,0.6217,2.5871,0.902,0.7028,0.6383,1.3411,0.7935,11.0621,0.9926,1.0,1.0,0.0,1.0,1.0,4.0,0.8,0.0,9.36,0.38,36.06,0.0,46.51,0.0,5.98,0.0,0.0,17.0,77.47,9.83,98.4,100.0,0.0,27.66,63.7,68.7937,28.4,9.9,63.2,51.1983,16.3,39.8,13.6,23.6,27.4,2.4,5.1,0.7,42.5,12.3,7.0,20.6,17.6,0.9114,0.9233,0.5632,0.9372,0.9538
37,51,600,1400000US37051000600,37051000600,6.0,Cumberland,NC,North Carolina,"Census Tract 6, Cumberland County, North Carolin",5566.0,474.0,6493.0,1.8188,0.7566,1.2188,0.6772,0.0,0.5847,0.4987,0.7007,1.7841,0.463,0.0,0.5061,0.0,0.0,0.0,0.0,0.5061,0.3264,0.6559,0.457,0.6392,1.7521,0.6526,0.7891,0.7666,0.0,1.5557,0.7805,0.4398,0.4398,0.4398,6.0378,0.5257,0.6402,0.6402,0.6402,0.7403,0.2501,0.417,0.7854,0.8361,0.751,0.5279,4.3078,0.6769,0.7607,0.5165,0.5721,0.4203,2.2696,0.7217,0.0,0.8192,0.8192,0.4901,8.0368,0.6931,1.0,0.0,1.0,0.0,1.0,3.0,0.6,0.0,9.38,0.4,35.83,0.0,15.44,0.0,0.0,0.0,0.0,32.2,57.82,7.4,100.0,100.0,0.0,38.69,44.4,43.8525,5.3,4.2,55.0,40.536,12.0,17.3,20.3,22.3,13.6,0.9,0.0,2.5,37.8,9.6,8.5,13.3,12.5,0.7959,0.4568,0.8794,0.6944,0.4205
37,51,701,1400000US37051000701,37051000701,7.01,Cumberland,NC,North Carolina,"Census Tract 7.01, Cumberland County, North Caro",5446.0,424.0,7228.0,1.3375,0.5436,0.9375,0.4666,0.0,0.588,0.5115,0.7065,1.806,0.4726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7879,0.5266,0.5778,1.8923,0.7479,0.6728,0.6867,0.0,1.3595,0.6561,0.36,0.36,0.36,5.4178,0.3821,0.4772,0.4772,0.4772,0.3929,0.2439,0.76,0.5452,0.5688,0.5359,0.401,3.4477,0.4923,0.8751,0.7408,0.71,0.4599,2.7858,0.9608,0.4558,0.0,0.4558,0.2291,7.1665,0.5554,1.0,0.0,1.0,0.0,0.0,2.0,0.4,0.0,9.39,0.41,35.98,0.0,0.0,0.0,0.0,0.0,0.0,5.82,63.68,8.11,78.37,91.83,0.0,27.44,27.8,24.7521,5.2,7.5,34.5,28.4136,7.6,13.7,23.6,25.7,15.9,1.1,0.5,0.0,35.3,8.4,8.7,10.9,10.9,0.6906,0.1389,0.9013,0.5229,0.1577
37,51,702,1400000US37051000702,37051000702,7.02,Cumberland,NC,North Carolina,"Census Tract 7.02, Cumberland County, North Caro",2279.0,176.0,4148.0,1.6804,0.702,1.2804,0.7162,0.0,0.5911,0.5237,0.7109,1.8257,0.4809,0.0,0.4305,0.0,0.6826,0.0,0.0,1.1131,0.6384,0.4544,0.7473,0.5945,1.7962,0.6842,0.6931,0.7444,0.0,1.4375,0.7031,0.4398,0.4398,0.4398,6.6123,0.651,0.519,0.519,0.519,0.2628,0.2025,0.838,0.5698,0.6733,0.5666,0.4585,3.5715,0.5194,0.8972,0.4725,0.6239,0.3491,2.3427,0.7734,0.5234,0.6744,1.1978,0.7317,7.631,0.6294,1.0,0.0,1.0,0.0,0.0,2.0,0.4,0.0,9.4,0.42,36.09,0.0,6.64,0.0,2.09,0.0,0.0,92.04,81.29,7.92,83.69,99.23,0.0,38.69,31.6,18.473,4.5,9.0,36.2,32.2778,8.1,15.3,24.6,21.7,14.4,0.6,0.9,0.9,36.9,8.6,8.9,10.8,11.0,0.7613,0.182,0.9192,0.5359,0.1483
37,51,800,1400000US37051000800,37051000800,8.0,Cumberland,NC,North Carolina,"Census Tract 8, Cumberland County, North Carolin",2684.0,234.0,3541.0,1.6005,0.6682,1.4005,0.7849,0.0,0.5911,0.5371,0.7192,1.8474,0.4901,0.0,0.6738,0.0,0.8743,0.0,0.0,1.5481,0.7693,0.3853,0.6413,0.4884,1.515,0.4579,0.7611,0.7666,0.0,1.5277,0.7615,0.4398,0.4398,0.4398,6.878,0.705,0.5537,0.5537,0.5537,0.5879,0.3964,0.883,0.7187,0.7275,0.5359,0.5614,4.4108,0.6967,0.5809,0.2728,0.7762,0.3749,2.0048,0.4974,0.496,0.5876,1.0836,0.6928,8.0529,0.6955,1.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,9.4,0.43,36.3,0.0,54.33,0.0,38.34,0.0,0.0,100.0,73.08,9.33,97.97000000000001,100.0,0.0,38.69,34.8,34.4763,7.8,10.3,48.3,34.6154,7.6,18.3,17.0,18.7,17.3,0.7,0.7,0.5,37.0,9.7,7.4,13.9,11.8,0.7656,0.4859,0.6609,0.6264,0.4916
37,51,900,1400000US37051000900,37051000900,9.0,Cumberland,NC,North Carolina,"Census Tract 9, Cumberland County, North Carolin",4848.0,429.0,7243.0,1.322,0.5359,1.122,0.6108,0.0,0.5972,0.4853,0.6996,1.7821,0.462,0.0,0.3812,0.0,0.0,0.0,0.0,0.3812,0.2655,0.4746,0.7859,0.581,1.8415,0.7146,0.4969,0.4811,0.0,0.978,0.4722,0.4398,0.4398,0.4398,5.4226,0.3832,0.6075,0.6075,0.6075,0.8572,0.3801,0.286,0.7871,0.7141,0.8028,0.6346,4.4619,0.7063,0.562,0.3327,0.7249,0.3749,1.9945,0.4877,0.5113,0.7789,1.2902,0.7692,8.3541,0.7388,0.0,0.0,0.0,1.0,0.0,1.0,0.2,0.0,9.42,0.39,35.8,0.0,3.32,0.0,0.0,0.0,0.0,87.15,84.15,8.08,34.63,47.51,0.0,38.69,40.3,53.8346,7.5,3.3,55.2,34.0115,13.6,20.6,16.7,19.7,16.2,0.7,0.8,1.9,34.5,10.1,7.0,15.5,11.8,0.65,0.5987,0.5632,0.6264,0.6678
37,51,1000,1400000US37051001000,37051001000,10.0,Cumberland,NC,North Carolina,"Census Tract 10, Cumberland County, North Caroli",2556.0,266.0,2010.0,2.2968,0.9063,1.4968,0.8352,0.0,0.6004,0.4583,0.7322,1.7909,0.4661,0.0,0.6718,0.0,0.0,0.0,0.0,0.6718,0.4153,0.5349,0.4652,0.6948,1.6949,0.611,0.7891,0.6063,0.0,1.3954,0.677,0.4398,0.4398,0.4398,5.9928,0.5152,0.8597,0.8597,0.8597,0.9002,0.6975,0.8539,0.9338,0.8274,0.6731,0.9648,5.8507,0.9341,0.8313,0.1796,0.9265,0.3491,2.2865,0.7342,0.7683,0.9479,1.7162,0.9659,10.7131,0.9816,1.0,1.0,0.0,1.0,1.0,4.0,0.8,0.0,9.43,0.37,36.63,0.0,53.69,0.0,0.0,0.0,0.0,69.69,58.55,6.83,100.0,75.11,0.0,38.69,81.29999999999998,58.7152,15.2,9.4,77.7,39.9816,10.1,43.5,22.1,16.7,22.4,0.6,8.7,10.0,48.0,12.4,7.0,17.4,19.5,0.9712,0.9292,0.5632,0.9644,0.8245
